car,move
J,-1
I,2
C,-1
G,-1
L,-1
L,1
F,1
I,-1
F,-1
L,-1
A,-1
G,-1
I,1
L,1
L,-1
X,1
L,1
X,-1
H,-1
X,1
I,-1
X,-1
I,1
H,2
F,2
K,-1
K,1
X,1
K,-2
K,1
F,-1
F,1
