move
10848
5535
19783
16342
18356
9630
13189
3996
18564
11499
6058
5813
7463
7674
5524
10826
10243
2523
14759
7211
28180
7580
8477
9639
24172
4426
8503
7444
9109
3682
18957
8041
10379
4808
9815
9984
8091
7055
12328
11110
7357
8572
26583
11880
2357
5963
19630
3975
7765
16149
21187
12545
9708
27619
9347
20507
10600
8414
14817
9142
5019
20854
2923
27034
16486
1780
17777
43860
43226
28520
4796
7580
14738
10602
10485
14363
12430
7144
6794
11138
10707
20517
7634
5148
9501
6421
12863
4282
6739
15039
2965
10040
9116
2828
6809
4927
11460
3654
15184
22535
4660
12467
11157
3624
7555
5778
10678
6744
3651
14826
3030
6311
14466
9781
3132
4848
10503
11255
5129
23713
14443
12403
5353
7456
12670
1492
38705
13843
3079
8104
14312
13134
9822
13391
11852
3366
12810
12292
4269
6005
2946
6583
17312
5932
22778
10123
17781
6335
11994
30914
26141
1125
1701
3880
10707
8948
4923
2857
18872
19313
15082
23831
14541
4625
3041
12625
3120
20377
11827
10151
4130
8332
19796
5969
10935
14313
67583
10650
33390
17820
8817
4941
17209
37745
17817
2188
999
6635
4365
2660
9054
6660
11106
16104
17404
8834
1652
8828
9574
3418
12251
4339
3021
8456
8523
5707
1640
9635
12371
5766
11620
18799
14229
19399
10732
12068
5542
27895
8778
23173
5982
4065
7995
5663
5202
3815
3257
16185
2716
6929
21234
11239
7023
20178
12877
4160
13102
2541
5234
11393
9079
4003
9301
7017
4864
11089
3934
4329
8231
4540
18580
9637
22453
16077
7805
42992
4429
14278
16560
12815
9103
26073
2625
21965
11751
9799
7042
10265
1399
18109
6906
24468
6307
30260
17812
4083
10470
5959
6271
8958
10016
11048
7109
6451
11296
8171
3695
4431
8832
4835
4912
9472
18845
27889
29758
11859
1164
14004
11515
8562
21149
5603
25772
10441
2433
4334
12686
2770
12607
19994
22640
7783
12773
3563
13392
4635
5183
4983
26047
30576
7537
11839
7445
13979
14698
13978
10291
10987
4026
10140
16603
19381
8244
5275
6670
12405
27506
12311
23395
3212
12822
13555
10927
4671
10002
5024
19909
4567
1922
14198
9040
22222
11946
6042
5526
4436
7107
21330
15922
12378
7921
9894
3908
3871
5949
2912
6980
19476
4310
37581
5205
3063
15460
9679
19398
8771
13308
17653
5378
16919
15631
9584
34958
10866
9635
10814
8512
2450
1461
11533
3882
4992
4969
2881
6838
11890
20283
16684
11528
1436
26545
9640
3238
13413
13210
14249
3379
7581
15938
2264
11939
4302
5863
1627
8560
1603
14326
4121
29383
4748
8745
10581
4290
25157
2090
7228
20321
7387
36810
4764
5120
9690
13921
10303
11543
5762
3103
6291
15973
9337
10841
16675
1947
13095
7930
14329
8921
8693
1919
