,car,move
0,C,-1
1,G,-1
2,H,-1
3,H,1
4,A,-1
5,A,1
6,H,-1
7,H,1
8,J,-1
9,G,1
10,I,1
11,I,-1
12,G,-1
13,I,1
14,I,1
15,I,-1
16,A,-1
17,G,-1
18,G,1
19,G,1
20,A,1
21,A,-1
22,A,1
23,I,1
24,A,-1
25,B,-1
26,B,1
27,I,-2
28,G,-2
29,L,-1
30,L,-1
31,I,2
32,L,1
