move
51979
16552
7897
5274
28913
12709
30787
23221
12571
36261
20778
40300
1828
13917
8102
33839
9556
21123
16784
42995
13819
5182
11284
14505
13047
10818
41623
21956
7167
11906
6139
24756
27795
34227
8537
3204
25527
11601
6512
24057
4899
7908
26788
33702
4234
24311
29302
7000
18228
32693
3625
67244
18734
6084
8751
8946
29285
40371
1740
9737
8288
3100
12177
19007
34023
6565
19356
64695
24044
13768
48420
3703
11669
25737
23412
28618
15493
10619
12179
11184
12083
66257
15567
19677
31826
9199
15822
10684
22504
12126
29749
23172
22898
8742
11146
15256
6783
10979
29667
21053
20318
11697
15934
10055
21803
30593
18349
3614
5007
10510
15613
24795
12526
31955
31382
14341
7010
20503
4186
101953
13110
10055
8081
41682
17080
52068
7297
5150
14197
16549
6583
5207
1711
5036
2243
22237
33272
8706
25162
29809
8022
12843
25774
9503
43967
22179
10449
13151
6787
8498
4224
12525
11128
7719
16532
6074
9760
31912
5408
17926
6686
22149
2343
8654
10505
16305
11624
6051
14934
11799
20174
15241
8278
7339
45425
11463
17334
6827
13657
24805
8450
19082
4599
51356
27133
16659
70086
3559
37182
21019
13955
21624
1160
2964
10094
18336
13910
9228
17839
27316
11000
16061
8949
21695
13579
6108
24625
41413
7377
43632
8590
55426
24644
16206
3991
7742
11196
13272
29675
7113
1921
16326
41716
3251
7169
6052
5439
27657
3557
27857
20486
14938
24262
34074
12204
6469
10550
22424
18564
12675
1813
44824
10346
12750
45660
21172
51740
19946
7423
44652
24813
3643
9519
1786
22957
1969
20712
45145
35588
8139
23797
30696
27699
51648
21679
19785
2840
36928
10929
3264
14219
7276
21926
12483
25105
8016
19993
10047
1887
6827
11886
32617
21449
7913
10162
30477
18824
11783
16160
2614
2034
23113
8659
7669
30622
11996
7179
12390
19862
9404
10043
17373
5461
16344
22043
12833
13425
6040
30103
9273
51599
19724
15407
7088
11421
10572
5698
3313
5687
3081
19644
35260
39119
4829
2147
9505
11761
8451
17455
4047
6258
17999
17922
23956
3992
11464
17674
14567
33329
16505
42666
13508
19408
28751
3468
6060
25093
10994
15946
23749
16003
17989
29102
18204
38015
15176
1197
14082
12417
24684
11141
10290
28951
16897
2316
14797
29469
4906
9464
42136
5319
10762
11942
2781
1662
16374
4196
25032
19457
10508
19263
17897
6386
12446
4502
13973
20744
22404
16420
20081
4899
12649
12904
19894
14802
23546
57621
10693
17586
8627
11102
17917
5698
11998
12013
10015
3501
4662
2448
7329
11993
27616
3456
16713
10330
33897
7819
4897
2869
4196
40497
15044
5889
3878
20127
20539
4774
22369
34350
20164
9786
36829
13934
5421
23419
40138
38326
7358
16005
29752
36907
19473
19518
16953
26357
19717
70854
18449
10216
34622
8540
18582
7828
42713
13527
19903
13193
4445
24487
9791
7277
7852
4315
32015
6154
4660
21100
11171
16398
40578
4421
35211
10292
26245
46370
20675
9218
28051
50276
27875
64467
10534
26895
21954
16871
6698
36828
26482
11143
7024
13398
5509
8952
17570
3475
15007
15330
20666
18151
9926
11019
13520
23042
4860
44657
24196
29060
44998
4096
10887
1675
13714
14574
24994
24224
12011
6696
6489
23745
12222
46186
25098
25874
4199
12871
27156
10520
13778
21185
18859
8470
4582
11473
26129
9586
22299
25845
12261
35311
19148
21052
16941
24661
26359
21597
3850
4867
3637
35628
18231
25085
30022
17972
11071
2349
33149
2748
7883
2188
57762
3942
36351
10696
24793
38213
23550
14176
15421
10572
11829
42807
5529
38268
29611
13270
10358
2193
24699
6418
11893
46353
8416
23464
8465
4292
9649
7999
27217
4493
44050
15855
25005
22206
3108
33360
24158
5117
2230
12448
3198
8697
3676
14047
