car,move
E,-4
E,4
E,-1
D,-1
E,1
E,-4
C,1
E,4
E,-1
D,1
E,1
E,-4
B,-1
E,4
E,-1
D,-1
E,1
E,-4
C,-1
E,4
E,-1
D,1
E,1
E,-4
A,-1
E,4
E,-1
D,-1
E,1
E,-4
C,1
E,4
E,-1
D,1
E,1
E,-4
B,1
E,4
E,-1
D,-1
E,1
E,-4
C,-1
E,4
E,-1
D,1
E,1
E,-4
B,1
C,-1
X,4
