car,move
B,-1
B,1
A,-1
E,-2
B,2
E,1
E,1
E,-1
B,-1
B,-2
B,3
A,1
D,-1
E,1
B,-3
B,1
E,-4
E,4
E,-4
E,1
A,-1
D,1
B,-1
A,1
A,1
E,1
A,-2
B,2
A,2
B,-1
C,3
C,-3
C,3
X,3
X,-3
E,-2
X,4
