car,move
C,-1
A,-1
B,-1
C,1
C,-1
J,-1
I,1
G,-1
I,1
F,1
I,-1
I,1
K,-1
B,1
B,-1
I,-2
B,1
J,1
J,-1
K,1
G,-1
I,1
K,-1
I,-1
J,1
J,-1
