car,move
P,-1
E,1
E,-1
E,1
E,-1
P,1
X,-1
X,1
P,-1
E,1
X,-1
F,-1
X,1
H,-1
X,-1
X,1
F,-1
H,1
G,-1
H,-1
X,-1
G,-1
G,1
G,-1
G,-1
G,1
G,1
G,1
X,1
G,-1
H,1
G,1
G,-1
X,-1
H,-1
G,1
H,1
C,1
G,-1
G,-1
G,1
G,-1
G,-1
C,-1
H,-1
H,1
F,1
F,1
E,-1
P,1
P,1
D,1
D,-1
P,-1
P,1
P,-1
P,-1
P,1
P,1
D,1
O,1
O,-1
O,1
A,-1
B,-1
A,-1
B,-1
B,1
B,1
A,1
A,-1
B,-1
B,-1
G,-1
C,-1
X,2
