car,move
A,-1
C,-1
G,-2
J,-1
L,-1
I,2
L,-1
H,1
L,1
L,-1
H,-1
H,1
J,-2
J,2
L,2
G,1
E,1
G,-1
L,-2
J,-1
E,-1
J,-1
J,2
L,2
X,1
E,1
D,-1
X,-1
D,1
L,-2
E,-1
J,-2
J,2
J,-2
E,3
E,-3
J,2
L,2
G,2
H,-1
B,-1
C,1
I,-2
