car,move
X,-1
X,1
P,-1
E,1
F,-2
F,2
F,-1
X,-1
F,1
F,-2
C,1
G,-1
G,-2
C,-1
G,3
F,2
F,-2
F,1
C,1
X,1
X,-1
X,1
F,-1
G,-1
C,-1
X,-1
H,-1
G,-2
F,1
H,1
F,1
E,-1
E,1
E,-1
P,2
D,1
O,1
O,-1
O,1
A,-2
B,-1
B,1
A,2
A,-1
A,-1
A,1
A,1
A,-2
B,-2
C,-1
G,-1
X,2
