,car,move
7591,J,1
7592,J,-2
7593,E,-1
7594,J,1
7595,J,1
7596,H,-1
7597,L,1
7598,I,-1
7599,I,1
7600,G,1
7601,A,1
7602,L,1
7603,I,-1
7604,A,-1
7605,I,1
7606,I,-1
7607,I,-1
7608,A,1
7609,I,2
7610,L,-1
7611,I,-2
7612,A,-1
7613,A,1
7614,I,1
7615,L,1
7616,I,1
7617,H,1
7618,F,2
7619,F,-1
7620,F,1
7621,F,-2
7622,H,-1
7623,H,1
7624,E,1
7625,A,-1
7626,A,1
7627,E,-1
7628,A,-1
7629,B,-1
7630,G,1
7631,G,-1
7632,B,1
7633,H,-2
7634,A,1
7635,I,-2
7636,A,-1
7637,H,1
7638,G,-1
7639,I,1
7640,G,2
7641,A,1
7642,I,-1
7643,G,-1
7644,F,1
7645,A,-1
7646,G,-1
7647,F,-1
7648,I,1
7649,I,-1
7650,F,1
7651,X,1
7652,K,-1
7653,K,1
7654,J,1
7655,K,-2
7656,K,1
7657,K,-1
7658,J,-1
7659,K,1
7660,X,-1
7661,K,1
7662,X,1
7663,K,-2
7664,K,2
7665,J,1
7666,X,-1
7667,K,-1
7668,J,-1
7669,I,1
7670,I,-1
7671,G,1
7672,I,2
7673,I,-1
7674,G,-1
7675,X,1
7676,I,-1
7677,K,-1
7678,J,1
7679,K,1
7680,K,-1
7681,J,-1
7682,I,2
7683,K,1
7684,H,1
7685,H,-1
7686,H,1
7687,K,1
7688,F,1
7689,F,-2
7690,H,-2
7691,H,1
7692,H,1
7693,L,-1
7694,X,-1
7695,X,1
7696,H,-1
7697,L,1
7698,I,-2
7699,H,-1
7700,I,2
7701,I,-1
7702,I,1
7703,I,-1
7704,I,-1
7705,I,1
7706,H,1
7707,X,-1
7708,F,1
7709,K,-1
7710,X,1
7711,I,1
7712,K,-1
7713,H,1
7714,F,1
7715,K,1
7716,K,-1
7717,K,2
7718,K,-2
7719,K,2
7720,X,-1
7721,K,-1
7722,X,1
7723,K,-1
7724,K,1
7725,K,-1
7726,F,-1
7727,E,1
7728,K,1
7729,K,1
7730,E,-1
7731,K,-1
7732,F,1
7733,X,-1
7734,K,1
7735,F,-2
7736,L,-1
7737,X,1
7738,H,-1
7739,H,1
7740,L,1
7741,X,-1
7742,G,2
7743,E,1
7744,A,1
7745,A,-1
7746,C,1
7747,C,-1
7748,C,1
7749,C,1
7750,C,-2
7751,D,-2
7752,D,2
7753,G,-2
7754,G,1
7755,G,1
7756,C,2
7757,A,1
7758,C,-1
7759,E,-1
7760,C,-1
7761,C,1
7762,A,-1
7763,B,-1
7764,E,1
7765,B,1
7766,B,-1
7767,D,-1
7768,B,1
7769,B,-1
7770,C,-1
7771,D,1
7772,D,-2
7773,D,2
7774,B,1
7775,G,-1
7776,E,-1
7777,A,1
7778,H,-2
7779,H,1
7780,H,-1
7781,A,-1
7782,A,1
7783,H,1
7784,F,1
7785,H,1
7786,K,-1
7787,H,-1
7788,I,-1
7789,I,-1
7790,I,1
7791,K,1
7792,K,-1
7793,I,-1
7794,A,-1
7795,K,1
7796,J,1
7797,F,-1
7798,G,-1
7799,L,-2
7800,J,-2
7801,I,2
7802,J,-1
7803,H,1
7804,J,2
7805,J,-2
7806,J,2
7807,E,1
7808,L,2
7809,F,1
7810,X,1
7811,X,-1
7812,F,-1
7813,X,1
7814,F,1
7815,F,-1
7816,D,-1
7817,F,1
7818,K,-2
7819,K,1
7820,D,1
7821,E,-1
7822,X,-1
7823,H,-1
7824,G,1
7825,B,-1
7826,K,1
7827,B,1
7828,K,-1
7829,I,-2
7830,I,2
7831,A,1
7832,I,-1
7833,K,1
7834,A,-1
7835,A,1
7836,I,1
7837,F,-1
7838,I,-1
7839,A,-1
7840,G,1
7841,B,-1
7842,B,1
7843,G,-2
7844,H,-1
7845,I,-1
7846,G,1
7847,J,1
7848,B,-1
7849,J,-1
7850,B,1
7851,G,-1
7852,G,1
7853,G,-1
7854,I,1
7855,G,1
7856,B,-1
7857,I,-1
7858,J,1
7859,H,1
7860,F,1
7861,F,-1
7862,H,-1
7863,J,-1
7864,J,1
7865,J,-1
7866,J,1
7867,H,1
7868,B,1
7869,F,1
7870,A,1
7871,J,-1
7872,F,-1
7873,I,1
7874,A,-1
7875,L,-1
7876,B,-1
7877,L,1
7878,F,1
7879,B,1
7880,B,-1
7881,K,-1
7882,B,1
7883,I,-1
7884,G,-1
7885,K,1
7886,F,-1
7887,F,1
7888,X,1
7889,I,1
7890,X,-1
7891,I,-1
7892,G,1
7893,K,-1
7894,G,-1
7895,K,1
7896,J,1
7897,J,-1
7898,K,-1
7899,X,1
7900,I,1
7901,I,1
7902,I,-2
7903,K,1
7904,J,1
7905,K,-2
7906,K,1
7907,K,-1
7908,K,1
7909,K,1
7910,K,-2
7911,K,2
7912,F,-1
7913,L,-1
7914,X,-1
7915,L,1
7916,G,1
7917,G,-1
7918,H,-1
7919,X,1
7920,J,-1
7921,H,1
7922,I,2
7923,H,1
7924,X,-1
7925,X,1
7926,F,2
7927,F,-2
7928,F,2
7929,K,-1
7930,K,-1
7931,K,2
7932,X,-1
7933,K,-1
7934,F,-1
7935,K,1
7936,F,1
7937,K,-1
7938,G,1
7939,B,-1
7940,K,1
7941,B,1
7942,B,-1
7943,F,-1
7944,K,-1
7945,B,1
7946,H,-1
7947,K,1
7948,I,-2
7949,I,2
7950,G,-1
7951,I,-1
7952,I,-1
7953,J,1
7954,X,1
7955,X,-1
7956,J,-1
7957,X,1
7958,I,1
7959,I,-1
7960,J,1
7961,X,-1
7962,G,1
7963,J,-1
7964,K,-1
7965,K,1
7966,I,1
7967,B,-1
7968,F,-1
7969,B,1
7970,I,-1
7971,I,1
7972,I,-1
7973,J,1
7974,G,1
7975,C,1
7976,J,-1
7977,J,1
7978,C,-1
7979,G,-2
7980,F,1
7981,X,1
7982,X,-1
7983,K,-1
7984,G,1
7985,A,1
7986,K,1
7987,J,-1
7988,K,-1
7989,J,1
7990,A,-1
7991,K,1
7992,F,-1
7993,F,1
7994,J,-1
7995,I,2
7996,B,-1
7997,I,-2
7998,K,-1
7999,J,1
8000,B,1
8001,A,1
8002,K,1
8003,A,-1
8004,A,1
8005,A,-1
8006,K,-1
8007,K,1
8008,B,-1
8009,B,1
8010,A,1
8011,F,-1
8012,A,-1
8013,A,1
8014,A,-1
8015,H,-1
8016,G,-1
8017,X,1
8018,H,1
8019,X,-1
8020,L,-2
8021,L,2
8022,L,-1
8023,L,-1
8024,L,1
8025,G,1
8026,G,-1
8027,L,-1
8028,L,1
8029,L,1
8030,G,2
8031,C,1
8032,A,1
8033,C,-1
8034,C,1
8035,A,-1
8036,B,-1
8037,J,-1
8038,B,1
8039,I,2
8040,H,1
8041,C,-1
8042,C,1
8043,H,-1
8044,H,1
8045,A,1
8046,C,-1
8047,H,-1
8048,C,1
8049,I,-1
8050,I,-1
8051,I,1
8052,A,-1
8053,C,-1
8054,G,-1
8055,B,-1
8056,L,-1
8057,L,1
8058,B,1
8059,G,1
8060,G,-1
8061,I,1
8062,F,1
8063,I,-2
8064,I,2
8065,I,-2
8066,B,-1
8067,I,2
8068,B,1
8069,I,-2
8070,G,-1
8071,G,1
8072,A,1
8073,F,-1
8074,J,1
8075,F,1
8076,A,-1
8077,A,1
8078,J,-1
8079,K,-1
8080,K,1
8081,A,-1
8082,J,1
8083,G,-1
8084,K,-1
8085,J,-1
8086,I,2
8087,G,1
8088,K,1
8089,G,-1
8090,I,-1
8091,I,-1
8092,K,-1
8093,I,1
8094,I,1
8095,G,1
8096,G,-1
8097,I,-1
8098,X,1
8099,I,-1
8100,I,2
8101,K,-1
8102,H,1
8103,K,1
8104,K,-1
8105,E,1
8106,D,-1
8107,K,1
8108,X,-1
8109,K,1
8110,K,-1
8111,G,1
8112,G,-1
8113,X,1
8114,K,-1
8115,D,1
8116,K,2
8117,K,-2
8118,E,-1
8119,K,1
8120,E,1
8121,E,-1
8122,X,-1
8123,X,1
8124,H,-1
8125,K,-1
8126,K,1
8127,I,-1
8128,I,-1
8129,I,1
8130,K,1
8131,X,-1
8132,F,-1
8133,X,1
8134,X,-1
8135,I,-1
8136,F,1
8137,J,1
8138,G,1
8139,G,-1
8140,G,1
8141,G,-1
8142,J,-1
8143,G,1
8144,G,-1
8145,K,-1
8146,X,1
8147,K,1
8148,X,-1
8149,G,1
8150,I,1
8151,F,-1
8152,B,-1
8153,H,-1
8154,B,1
8155,A,1
8156,I,-1
8157,I,1
8158,I,1
8159,I,-2
8160,A,-1
8161,I,1
8162,I,1
8163,B,-1
8164,I,-1
8165,B,1
8166,I,-1
8167,I,1
8168,H,1
8169,B,-1
8170,L,-1
8171,I,-1
8172,I,1
8173,I,-1
8174,L,1
8175,L,-1
8176,I,2
8177,H,1
8178,H,-1
8179,H,1
8180,B,1
8181,H,-1
8182,A,1
8183,H,1
8184,H,-1
8185,H,1
8186,L,1
8187,F,2
8188,A,-1
8189,F,-1
8190,A,1
8191,F,1
8192,F,-1
8193,F,-1
8194,F,1
8195,H,-1
8196,F,-1
8197,H,1
8198,H,-1
8199,G,1
8200,I,-1
8201,A,-1
8202,A,1
8203,I,1
8204,C,1
8205,I,-2
8206,A,-1
8207,J,1
8208,B,-1
8209,B,1
8210,B,-1
8211,B,1
8212,A,1
8213,C,-1
8214,C,1
8215,A,-1
8216,B,-1
8217,B,1
8218,C,-1
8219,C,1
8220,J,-1
8221,C,-1
8222,J,1
8223,C,1
8224,J,-1
8225,C,-1
8226,I,2
8227,B,-1
8228,I,-2
8229,I,1
8230,G,-1
8231,G,1
8232,C,1
8233,B,1
8234,B,-1
8235,C,-1
8236,B,1
8237,G,-1
8238,F,1
8239,G,-1
8240,I,-1
8241,F,-1
8242,F,1
8243,J,1
8244,X,1
8245,K,-2
8246,J,-1
8247,I,1
8248,I,-1
8249,J,1
8250,K,1
8251,K,1
8252,K,-2
8253,K,2
8254,K,-1
8255,K,1
8256,K,-2
8257,K,2
8258,J,-1
8259,J,1
8260,J,-1
8261,F,-1
8262,F,1
8263,I,2
8264,K,-1
8265,I,-2
8266,J,1
8267,K,-1
8268,J,-1
8269,J,1
8270,K,2
8271,F,-1
8272,L,-1
8273,L,1
8274,F,1
8275,K,-2
8276,J,-1
8277,I,1
8278,I,-1
8279,J,1
8280,K,1
8281,J,-1
8282,K,-1
8283,K,2
8284,F,-1
8285,H,-1
8286,I,1
8287,I,-1
8288,I,2
8289,I,-1
8290,X,-1
8291,I,1
8292,I,-1
8293,I,-1
8294,I,2
8295,I,-2
8296,H,1
8297,G,2
8298,C,1
8299,A,1
8300,I,1
8301,A,-1
8302,A,1
8303,C,-1
8304,I,-1
8305,C,1
8306,I,1
8307,C,-1
8308,C,1
8309,A,-1
8310,B,-1
8311,I,1
8312,C,-1
8313,H,1
8314,G,-1
8315,E,1
8316,E,-1
8317,L,-1
8318,B,1
8319,B,-1
8320,E,1
8321,E,-1
8322,B,1
8323,H,-1
8324,B,-1
8325,I,-2
8326,B,1
8327,L,1
8328,J,1
8329,G,-1
8330,X,1
8331,L,-1
8332,J,-1
8333,L,1
8334,I,2
8335,H,-1
8336,H,2
8337,H,-1
8338,I,-1
8339,H,-1
8340,H,1
8341,I,-1
8342,I,2
8343,F,1
8344,K,-1
8345,I,-1
8346,I,-1
8347,I,1
8348,I,-1
8349,K,-1
8350,J,1
8351,K,2
8352,X,-1
8353,K,-1
8354,K,1
8355,G,1
8356,K,-1
8357,J,-1
8358,J,1
8359,A,1
8360,K,1
8361,A,-1
8362,A,1
8363,K,-1
8364,J,-1
8365,A,-1
8366,J,1
8367,J,-1
8368,A,1
8369,I,2
8370,A,-1
8371,I,-1
8372,B,-1
8373,I,1
8374,K,1
8375,I,-1
8376,F,-1
8377,G,1
8378,B,1
8379,G,-2
8380,F,1
8381,X,1
8382,F,-1
8383,X,-1
8384,I,-1
8385,G,1
8386,A,1
8387,A,-1
8388,A,1
8389,A,-1
8390,I,1
8391,I,1
8392,I,-1
8393,A,1
8394,I,1
8395,I,-2
8396,I,2
8397,L,-1
8398,I,-2
8399,I,2
8400,I,-1
8401,A,-1
8402,L,1
8403,I,-1
8404,H,-1
8405,B,-1
8406,I,1
8407,H,1
8408,I,1
8409,I,-1
8410,I,-1
8411,I,1
8412,H,-1
8413,H,1
8414,H,-1
8415,I,-1
8416,H,1
8417,B,1
8418,J,1
8419,L,-1
8420,L,1
8421,A,1
8422,J,-1
8423,L,-1
8424,L,1
8425,I,2
8426,I,-2
8427,H,-1
8428,I,2
8429,I,-1
8430,I,-1
8431,A,-1
8432,H,1
8433,G,-1
8434,X,1
8435,F,1
8436,J,1
8437,X,-1
8438,G,1
8439,J,-1
8440,B,-1
8441,I,1
8442,F,-1
8443,G,1
8444,I,1
8445,H,1
8446,B,1
8447,H,-1
8448,A,1
8449,I,-1
8450,A,-1
8451,A,1
8452,I,-1
8453,J,1
8454,A,-1
8455,B,-1
8456,J,-1
8457,I,1
8458,B,1
8459,B,-1
8460,C,1
8461,I,1
8462,I,-2
8463,I,2
8464,B,1
8465,A,1
8466,A,-1
8467,C,-1
8468,G,-2
8469,I,-2
8470,J,1
8471,L,-2
8472,L,1
8473,L,1
8474,L,-1
8475,G,1
8476,J,-1
8477,J,1
8478,G,-1
8479,G,1
8480,L,1
8481,B,-1
8482,J,-1
8483,F,1
8484,B,1
8485,B,-1
8486,I,2
8487,F,-1
8488,B,1
8489,H,-1
8490,H,2
8491,E,1
8492,D,-1
8493,L,-1
8494,D,1
8495,L,1
8496,G,-1
8497,L,-1
8498,G,1
8499,B,-1
8500,E,-1
8501,L,1
8502,E,1
8503,L,-1
8504,B,1
8505,A,1
8506,D,-1
8507,D,1
8508,L,1
8509,F,1
8510,K,-1
8511,A,-1
8512,G,-1
8513,G,1
8514,K,1
8515,F,-1
8516,G,1
8517,G,-2
8518,X,1
8519,F,1
8520,X,-1
8521,X,1
8522,E,-1
8523,H,-1
8524,K,-2
8525,K,1
8526,K,1
8527,I,-2
8528,K,-2
8529,I,1
8530,I,1
8531,K,2
8532,F,-1
8533,H,-1
8534,H,2
8535,X,-1
8536,G,1
8537,L,-1
8538,G,-1
8539,X,1
8540,E,1
8541,E,-1
8542,E,1
8543,D,-1
8544,X,-1
8545,D,1
8546,D,-1
8547,D,1
8548,D,-1
8549,D,1
8550,E,-1
8551,E,1
8552,G,1
8553,D,-1
8554,L,1
8555,A,1
8556,L,-1
8557,D,1
8558,D,-1
8559,A,-1
8560,L,1
8561,G,-1
8562,X,1
8563,F,1
8564,K,-1
8565,X,-1
8566,X,1
8567,D,1
8568,X,-1
8569,X,1
8570,D,-1
8571,K,1
8572,X,-1
8573,K,-1
8574,G,1
8575,K,1
8576,A,1
8577,F,-1
8578,F,1
8579,K,-1
8580,D,1
8581,D,-1
8582,A,-1
8583,K,1
8584,K,-1
8585,K,1
8586,F,-1
8587,F,1
8588,G,-1
8589,F,-1
8590,L,-1
8591,G,1
8592,B,-1
8593,L,1
8594,D,1
8595,L,-1
8596,L,1
8597,G,1
8598,D,-1
8599,G,-1
8600,F,1
8601,B,1
8602,K,-1
8603,K,1
8604,K,-1
8605,K,1
8606,K,-1
8607,A,1
8608,A,-1
8609,G,-1
8610,G,1
8611,K,1
8612,F,-1
8613,L,-1
8614,A,1
8615,A,-1
8616,D,1
8617,E,-1
8618,G,-1
8619,L,-1
8620,J,-1
8621,J,-1
8622,E,3
8623,H,-1
8624,H,1
8625,E,-2
8626,J,2
8627,E,-1
8628,L,1
8629,X,1
8630,H,-1
8631,I,-2
8632,J,1
8633,J,-1
8634,I,2
8635,I,-2
8636,I,1
8637,L,1
8638,I,-1
8639,H,-1
8640,J,1
8641,J,-1
8642,I,2
8643,X,-1
8644,H,2
8645,G,1
8646,F,1
8647,H,-1
8648,A,1
8649,F,-1
8650,I,-2
8651,H,-1
8652,I,1
8653,A,-1
8654,I,1
8655,I,-1
8656,A,1
8657,H,1
8658,I,1
8659,H,-1
8660,I,-1
8661,A,-1
8662,I,1
8663,I,-2
8664,G,-1
8665,I,1
8666,X,1
8667,I,-1
8668,X,-1
8669,X,1
8670,X,-1
8671,I,1
8672,G,1
8673,H,1
8674,A,1
8675,H,-1
8676,A,-1
8677,H,1
8678,F,1
8679,I,-1
8680,G,-1
8681,J,1
8682,K,-1
8683,G,1
8684,G,-1
8685,K,1
8686,J,-1
8687,F,-1
8688,G,1
8689,A,1
8690,I,1
8691,F,1
8692,A,-1
8693,I,-1
8694,K,-1
8695,I,1
8696,I,-1
8697,I,2
8698,A,1
8699,H,1
8700,E,1
8701,K,1
8702,F,-1
8703,L,-1
8704,A,-1
8705,L,1
8706,D,-1
8707,L,-1
8708,A,1
8709,L,1
8710,L,-1
8711,L,1
8712,F,1
8713,F,-1
8714,L,-1
8715,L,1
8716,D,1
8717,A,-1
8718,A,1
8719,E,-1
8720,A,-1
8721,F,1
8722,K,-1
8723,G,-1
8724,H,-1
8725,H,1
8726,X,1
8727,X,-1
8728,G,1
8729,F,1
8730,G,-1
8731,X,1
8732,F,-1
8733,E,1
8734,K,1
8735,K,-2
8736,E,-1
8737,H,-1
8738,H,1
8739,K,2
8740,X,-1
8741,H,-1
8742,H,1
8743,G,1
8744,E,1
8745,D,-1
8746,G,-1
8747,K,-1
8748,D,1
8749,E,-1
8750,G,1
8751,H,-1
8752,K,1
8753,A,1
8754,A,-1
8755,B,-1
8756,I,-2
8757,I,2
8758,I,-1
8759,F,-1
8760,G,1
8761,B,1
8762,I,-1
8763,J,1
8764,C,1
8765,J,-1
8766,B,-1
8767,I,1
8768,I,-1
8769,J,1
8770,J,-1
8771,J,1
8772,B,1
8773,A,1
8774,A,-1
8775,B,-1
8776,C,-1
8777,C,1
8778,J,-1
8779,C,-1
8780,I,2
8781,I,-1
8782,G,-1
8783,F,1
8784,I,-1
8785,I,1
8786,B,1
8787,I,1
8788,A,1
8789,K,-1
8790,A,-1
8791,G,-1
8792,G,1
8793,K,1
8794,A,1
8795,I,-2
8796,K,-1
8797,I,2
8798,A,-1
8799,A,1
8800,K,1
8801,F,-1
8802,H,1
8803,G,1
8804,A,-1
8805,G,-1
8806,H,-1
8807,H,-1
8808,G,-1
8809,I,-1
8810,G,1
8811,B,-1
8812,I,1
8813,H,2
8814,B,1
8815,E,1
8816,L,-1
8817,B,-1
8818,B,1
8819,A,1
8820,E,-1
8821,L,1
8822,L,-1
8823,E,1
8824,E,-1
8825,H,-1
8826,I,-2
8827,A,-1
8828,I,2
8829,L,1
8830,I,-2
8831,A,1
8832,H,-1
8833,J,1
8834,A,-1
8835,B,-1
8836,B,1
8837,H,1
8838,F,1
8839,A,1
8840,K,-1
8841,K,1
8842,A,-1
8843,G,-1
8844,F,-1
8845,G,1
8846,B,-1
8847,L,-1
8848,L,1
8849,H,-1
8850,J,-1
8851,I,1
8852,H,1
8853,F,1
8854,B,1
8855,B,-1
8856,K,-1
8857,B,1
8858,B,-1
8859,I,-1
8860,I,2
8861,I,-1
8862,I,-1
8863,I,1
8864,I,-1
8865,B,1
8866,A,1
8867,J,1
8868,K,1
8869,K,-1
8870,A,-1
8871,K,1
8872,K,-1
8873,B,-1
8874,K,1
8875,J,-1
8876,F,-1
8877,H,-1
8878,H,1
8879,B,1
8880,J,1
8881,B,-1
8882,F,1
8883,K,-1
8884,K,1
8885,F,-1
8886,J,-1
8887,J,1
8888,B,1
8889,F,1
8890,F,-1
8891,H,-1
8892,B,-1
8893,H,1
8894,H,-1
8895,J,-1
8896,I,1
8897,B,1
8898,A,1
8899,I,-1
8900,A,-1
8901,I,1
8902,G,-1
8903,I,1
8904,I,-2
8905,G,1
8906,G,-1
8907,I,2
8908,H,2
8909,L,-1
8910,G,1
8911,H,-1
8912,B,-1
8913,I,-2
8914,L,1
8915,L,-1
8916,I,2
8917,I,-1
8918,L,1
8919,G,1
8920,C,1
8921,I,1
8922,C,-1
8923,I,-2
8924,B,1
8925,G,-1
8926,L,-1
8927,J,1
8928,B,-1
8929,J,-1
8930,I,2
8931,B,1
8932,H,1
8933,B,-1
8934,E,1
8935,E,-1
8936,E,1
8937,L,1
8938,D,-1
8939,F,1
8940,K,-1
8941,B,1
8942,B,-1
8943,D,1
8944,E,-1
8945,K,1
8946,H,-1
8947,I,-1
8948,I,-1
8949,F,-1
8950,L,-1
8951,I,1
8952,B,1
8953,B,-1
8954,I,-1
8955,I,2
8956,H,1
8957,H,-1
8958,I,-1
8959,I,-1
8960,I,1
8961,I,-1
8962,J,1
8963,L,1
8964,J,-1
8965,B,1
8966,F,1
8967,J,1
8968,B,-1
8969,B,1
8970,G,-1
8971,X,1
8972,J,-1
8973,I,2
8974,F,-1
8975,X,-1
8976,G,2
8977,I,-2
8978,I,2
8979,H,1
8980,C,1
8981,A,1
8982,E,1
8983,C,1
8984,A,-1
8985,C,-1
8986,A,1
8987,C,1
8988,C,-1
8989,C,-1
8990,G,-1
8991,F,1
8992,K,-1
8993,E,-1
8994,A,-1
8995,A,1
8996,H,-1
8997,K,1
8998,F,-1
8999,L,-1
9000,L,1
9001,H,1
9002,E,1
9003,G,1
9004,C,1
9005,A,-1
9006,A,1
9007,A,-1
9008,D,-1
9009,A,1
9010,C,-1
9011,G,-1
9012,G,1
9013,D,1
9014,A,-1
9015,D,-2
9016,B,-1
9017,D,2
9018,E,-1
9019,H,-1
9020,G,-1
9021,I,-1
9022,F,1
9023,I,-1
9024,I,2
9025,I,-1
9026,I,-1
9027,I,2
9028,I,-1
9029,F,-1
9030,I,-1
9031,G,1
9032,J,1
9033,C,1
9034,B,1
9035,C,-1
9036,G,-1
9037,F,1
9038,K,-1
9039,G,-1
9040,G,1
9041,G,-1
9042,J,-1
9043,X,1
9044,I,2
9045,H,1
9046,K,1
9047,K,-2
9048,E,1
9049,E,-1
9050,K,2
9051,X,-1
9052,X,1
9053,X,-1
9054,F,-1
9055,L,-2
9056,E,1
9057,J,-1
9058,E,-1
9059,J,-1
9060,E,2
9061,E,1
9062,E,-2
9063,E,2
9064,E,-3
9065,J,2
9066,L,1
9067,H,-1
9068,X,1
9069,L,1
9070,H,-1
9071,X,-1
9072,X,1
9073,I,-2
9074,I,2
9075,X,-1
9076,X,1
9077,H,2
9078,E,1
9079,D,-1
9080,X,-1
9081,G,1
9082,A,1
9083,F,1
9084,F,-1
9085,G,1
9086,D,-1
9087,A,-1
9088,B,-1
9089,B,1
9090,D,1
9091,B,-1
9092,B,1
9093,G,-1
9094,F,1
9095,B,-1
9096,B,1
9097,K,-1
9098,B,-1
9099,D,1
9100,B,1
9101,A,1
9102,K,1
9103,E,-1
9104,E,1
9105,K,-1
9106,A,-1
9107,A,1
9108,A,-1
9109,A,1
9110,A,-1
9111,D,-1
9112,B,-1
9113,D,1
9114,D,-1
9115,B,1
9116,K,1
9117,G,-1
9118,G,1
9119,A,1
9120,D,1
9121,E,-1
9122,F,1
9123,K,-1
9124,K,1
9125,A,-1
9126,B,-1
9127,F,-1
9128,K,-1
9129,E,1
9130,E,-1
9131,K,1
9132,F,-1
9133,F,2
9134,K,-1
9135,B,1
9136,G,-1
9137,K,1
9138,F,-1
9139,F,-1
9140,H,-2
9141,H,1
9142,X,1
9143,X,-1
9144,H,-1
9145,H,1
9146,F,1
9147,I,-1
9148,I,1
9149,X,1
9150,F,-1
9151,I,-1
9152,I,1
9153,F,1
9154,K,-1
9155,K,1
9156,X,-1
9157,I,-2
9158,F,-1
9159,F,1
9160,J,1
9161,J,-1
9162,F,-1
9163,L,-2
9164,J,-1
9165,J,-1
9166,J,2
9167,J,-2
9168,I,1
9169,J,1
9170,J,1
9171,I,1
9172,I,-2
9173,I,2
9174,I,-2
9175,I,1
9176,I,1
9177,L,1
9178,I,-1
9179,L,1
9180,L,-2
9181,J,-2
9182,J,2
9183,I,-1
9184,J,-2
9185,J,2
9186,I,2
9187,J,-1
9188,J,1
9189,J,-2
9190,J,2
9191,J,-1
9192,J,-1
9193,I,-2
9194,J,2
9195,L,2
9196,F,1
9197,F,-1
9198,J,1
9199,G,2
9200,C,1
9201,J,-1
9202,A,1
9203,I,1
9204,C,-1
9205,I,1
9206,G,-1
9207,F,1
9208,A,-1
9209,B,-1
9210,H,1
9211,K,-1
9212,F,1
9213,K,1
9214,B,1
9215,A,1
9216,K,-1
9217,F,-1
9218,F,1
9219,K,1
9220,K,-1
9221,A,-1
9222,F,-1
9223,E,1
9224,G,-1
9225,K,1
9226,E,-1
9227,K,-1
9228,F,1
9229,G,1
9230,A,1
9231,A,-1
9232,A,1
9233,K,1
9234,F,-2
9235,H,-2
9236,I,-2
9237,J,1
9238,A,-1
9239,J,-1
9240,H,1
9241,J,1
9242,J,-1
9243,G,-1
9244,I,2
9245,L,-2
9246,L,1
9247,H,1
9248,G,1
9249,G,-1
9250,X,1
9251,X,-1
9252,X,1
9253,L,1
9254,H,-2
9255,X,-1
9256,H,2
9257,G,1
9258,F,1
9259,K,-1
9260,F,1
9261,A,1
9262,A,-1
9263,F,-1
9264,K,1
9265,A,1
9266,A,-1
9267,K,-1
9268,E,1
9269,B,-1
9270,K,1
9271,B,1
9272,K,-1
9273,K,1
9274,E,-1
9275,E,1
9276,F,-1
9277,E,-1
9278,L,-1
9279,A,1
9280,A,-1
9281,L,1
9282,L,-1
9283,E,1
9284,D,-1
9285,B,-1
9286,L,1
9287,L,-1
9288,B,1
9289,D,1
9290,B,-1
9291,D,-1
9292,D,1
9293,B,1
9294,D,-1
9295,A,1
9296,A,-1
9297,G,-1
9298,L,-1
9299,L,1
9300,L,1
9301,L,-1
9302,D,1
9303,D,-1
9304,L,-1
9305,L,1
9306,L,1
9307,L,-2
9308,J,-1
9309,J,-1
9310,J,1
9311,J,-1
9312,J,1
9313,D,1
9314,J,-1
9315,E,2
9316,D,-1
9317,H,-1
9318,D,1
9319,I,-1
9320,D,-1
9321,I,1
9322,I,-1
9323,I,-1
9324,D,1
9325,I,1
9326,D,-1
9327,D,1
9328,I,1
9329,I,-1
9330,D,-1
9331,D,1
9332,I,1
9333,I,-2
9334,D,-1
9335,I,1
9336,I,1
9337,I,-1
9338,I,-2
9339,I,3
9340,H,1
9341,E,-1
9342,E,1
9343,E,-1
9344,E,1
9345,H,-1
9346,I,-3
9347,I,3
9348,I,-2
9349,I,-1
9350,I,1
9351,I,2
9352,D,1
9353,I,-1
9354,D,-1
9355,I,-1
9356,I,2
9357,I,-3
9358,H,1
9359,E,-1
9360,E,1
9361,E,-1
9362,E,-1
9363,E,2
9364,E,-2
9365,J,3
9366,L,2
9367,G,1
9368,G,-1
9369,L,-2
9370,L,2
9371,G,1
9372,G,-1
9373,L,-2
9374,J,-1
9375,L,1
9376,J,1
9377,L,-1
9378,L,1
9379,X,1
9380,X,-1
9381,E,1
9382,G,1
9383,A,1
9384,A,-1
9385,L,1
9386,L,-1
9387,G,-1
9388,L,1
9389,G,2
9390,E,-1
9391,E,1
9392,C,1
9393,E,-1
9394,E,1
9395,A,1
9396,E,1
9397,H,-1
9398,A,-1
9399,A,1
9400,C,-1
9401,C,1
9402,H,1
9403,C,-1
9404,E,-1
9405,E,1
9406,C,1
9407,A,-1
9408,H,-1
9409,B,-1
9410,H,1
9411,H,-1
9412,B,1
9413,A,1
9414,I,1
9415,I,-1
9416,A,-1
9417,A,1
9418,C,-1
9419,C,1
9420,I,1
9421,D,1
9422,A,-1
9423,C,1
9424,C,-1
9425,C,-1
9426,D,-2
9427,I,-1
9428,A,1
9429,I,1
9430,D,2
9431,C,1
9432,A,-1
9433,C,-1
9434,B,-1
9435,D,-1
9436,D,1
9437,C,1
9438,C,1
9439,C,-1
9440,C,-1
9441,B,1
9442,D,-2
9443,B,-1
9444,I,-1
9445,D,1
9446,C,1
9447,H,1
9448,I,-1
9449,E,-1
9450,E,1
9451,C,-1
9452,D,-1
9453,E,-2
9454,E,1
9455,E,-1
