,car,move
1996,F,1
1997,F,1
1998,G,-1
1999,F,-1
2000,H,-1
2001,I,-2
2002,K,-1
2003,J,1
2004,X,1
2005,K,-1
2006,K,1
2007,K,-1
2008,K,2
2009,J,-1
2010,X,-1
2011,G,1
2012,B,-1
2013,I,1
2014,I,1
2015,I,-2
2016,J,1
2017,K,-1
2018,J,-1
2019,I,2
2020,K,1
2021,B,1
2022,F,-1
2023,H,-1
2024,H,2
2025,B,-1
2026,H,-2
2027,H,2
2028,E,1
2029,B,1
2030,E,-1
2031,E,1
2032,G,1
2033,E,-1
2034,G,-2
2035,E,1
2036,G,2
2037,G,-1
2038,G,1
2039,E,-1
2040,A,1
2041,G,-1
2042,G,1
2043,C,1
2044,E,1
2045,D,-1
2046,A,-1
2047,C,-1
2048,A,1
2049,D,1
2050,C,2
2051,A,-1
2052,B,-1
2053,C,-1
2054,C,-1
2055,E,-1
2056,H,-1
2057,I,-1
2058,B,1
2059,G,-2
2060,I,1
2061,G,2
2062,B,-1
2063,I,-2
2064,G,-1
2065,I,2
2066,I,-1
2067,I,-1
2068,I,1
2069,G,1
2070,G,-1
2071,I,1
2072,L,-1
2073,I,-2
2074,J,1
2075,J,-1
2076,I,2
2077,I,-1
2078,L,1
2079,I,1
2080,F,1
2081,B,1
2082,G,-1
2083,I,-1
2084,X,1
2085,F,-1
2086,I,-1
2087,X,-1
2088,I,2
2089,H,1
2090,F,2
2091,F,-2
2092,H,-1
2093,I,-2
2094,L,-1
2095,J,1
2096,J,-1
2097,L,1
2098,G,1
2099,L,-1
2100,J,1
2101,L,1
2102,F,1
2103,G,-1
2104,X,1
2105,X,-1
2106,F,-1
2107,J,-1
2108,J,1
2109,F,1
2110,K,-1
2111,K,1
2112,G,1
2113,A,1
2114,A,-1
2115,G,-1
2116,F,-1
2117,L,-2
2118,J,-3
2119,J,3
2120,J,-3
2121,J,2
2122,L,1
2123,X,1
2124,J,1
2125,X,-1
2126,L,-1
2127,L,2
2128,L,-1
2129,G,1
2130,J,-1
2131,A,1
2132,L,1
2133,G,1
2134,C,1
2135,J,1
2136,J,-1
2137,J,1
2138,A,-1
2139,A,1
2140,A,-1
2141,B,-1
2142,C,-1
2143,G,-1
2144,F,1
2145,B,1
2146,J,-1
2147,G,-1
2148,K,-1
2149,I,1
2150,X,1
2151,I,1
2152,K,1
2153,F,-1
2154,F,1
2155,K,-2
2156,H,1
2157,K,2
2158,F,-1
2159,F,2
2160,F,-1
2161,X,-1
2162,F,-1
2163,F,2
2164,K,-1
2165,F,-1
2166,K,1
2167,H,-1
2168,G,1
2169,B,-1
2170,K,-1
2171,H,1
2172,H,-1
2173,K,1
2174,B,1
2175,I,-1
2176,K,-1
2177,K,1
2178,I,-1
2179,J,1
2180,F,-1
2181,G,1
2182,A,1
2183,G,-1
2184,J,-1
2185,I,1
2186,I,-1
2187,I,1
2188,H,-1
2189,H,1
2190,A,-1
2191,G,1
2192,I,1
2193,G,-2
2194,G,1
2195,G,-1
2196,H,-1
2197,I,-1
2198,I,1
2199,G,1
2200,I,-2
2201,H,1
2202,H,-1
2203,A,1
2204,H,1
2205,I,1
2206,I,-1
2207,I,1
2208,F,1
2209,F,-1
2210,H,-1
2211,I,-1
2212,H,1
2213,F,1
2214,I,2
2215,A,-1
2216,G,-1
2217,H,1
2218,X,1
2219,H,-1
2220,X,-1
2221,H,1
2222,F,-1
2223,X,1
2224,F,2
2225,F,-1
2226,K,-1
2227,K,1
2228,K,-1
2229,K,1
2230,E,1
2231,F,-1
2232,F,1
2233,K,-1
2234,K,-1
2235,K,2
2236,E,-1
2237,K,-1
2238,H,-1
2239,H,1
2240,F,1
2241,F,-1
2242,F,1
2243,F,-1
2244,E,1
2245,D,-1
2246,D,1
2247,E,-1
2248,K,-1
2249,H,-1
2250,K,2
2251,X,-1
2252,H,1
2253,E,1
2254,D,-1
2255,F,-1
2256,F,1
2257,X,1
2258,F,-1
2259,D,1
2260,E,-1
2261,H,-1
2262,L,-1
2263,I,-1
2264,X,-1
2265,I,1
2266,H,1
2267,H,-1
2268,L,-1
2269,I,-1
2270,I,1
2271,L,1
2272,G,1
2273,G,-1
2274,I,-2
2275,J,1
2276,L,1
2277,L,-2
2278,J,-1
2279,J,-2
2280,J,2
2281,I,1
2282,J,-2
2283,J,2
2284,I,-1
2285,J,-1
2286,I,1
2287,J,1
2288,I,-1
2289,J,-2
2290,J,3
2291,J,-3
2292,J,2
2293,J,-2
2294,I,2
2295,I,-1
2296,J,1
2297,I,1
2298,J,-1
2299,I,-2
2300,I,2
2301,I,-2
2302,J,1
2303,J,-1
2304,J,3
2305,J,-2
2306,J,-1
2307,J,3
2308,J,-2
2309,J,-1
2310,J,2
2311,J,-1
2312,J,-1
2313,I,2
2314,H,1
2315,E,1
2316,D,-1
2317,E,1
2318,E,-1
2319,E,1
2320,E,1
2321,D,1
2322,E,-2
2323,E,1
2324,D,-1
2325,E,-1
2326,E,1
2327,E,-1
2328,D,1
2329,J,1
2330,D,-1
2331,D,1
2332,J,1
2333,L,2
2334,X,1
2335,E,-1
2336,H,-2
2337,X,-1
2338,H,1
2339,I,-2
2340,L,-1
2341,L,-1
2342,L,1
2343,G,1
2344,B,-1
2345,I,2
2346,L,1
2347,G,1
2348,C,1
2349,I,-2
2350,C,-1
2351,J,1
2352,B,1
2353,J,-1
2354,C,1
2355,A,1
2356,J,1
2357,A,-1
2358,C,-1
2359,J,-1
2360,I,2
2361,A,1
2362,C,1
2363,C,-1
2364,I,-2
2365,I,1
2366,A,-1
2367,B,-1
2368,B,1
2369,B,-1
2370,I,1
2371,C,1
2372,H,1
2373,B,1
2374,B,-1
2375,E,1
2376,C,-1
2377,C,2
2378,B,1
2379,A,1
2380,C,-1
2381,E,-1
2382,H,-1
2383,I,-1
2384,C,-1
2385,I,1
2386,A,-1
2387,H,1
2388,G,-1
2389,G,1
2390,G,-2
2391,X,1
2392,L,-1
2393,E,1
2394,X,-1
2395,L,-1
2396,D,-1
2397,J,-2
2398,J,1
2399,J,-1
2400,E,1
2401,D,1
2402,D,-1
2403,D,1
2404,E,1
2405,E,-3
2406,J,2
2407,J,-2
2408,J,1
2409,J,-1
2410,H,-1
2411,I,-1
2412,J,1
2413,I,1
2414,I,-1
2415,J,-1
2416,J,2
2417,J,-1
2418,I,-1
2419,I,2
2420,J,-1
2421,I,-1
2422,I,1
2423,I,-2
2424,I,1
2425,I,1
2426,J,1
2427,I,-2
2428,J,-1
2429,I,1
2430,J,1
2431,J,1
2432,I,-1
2433,I,1
2434,I,1
2435,I,-1
2436,I,-1
2437,J,-2
2438,J,2
2439,I,1
2440,I,1
2441,J,-1
2442,J,-1
2443,J,1
2444,H,1
2445,H,-1
2446,J,-1
2447,H,1
2448,H,-1
2449,J,1
2450,J,1
2451,H,1
2452,J,-1
2453,J,-1
2454,E,3
2455,E,-1
2456,E,-2
2457,H,-1
2458,J,2
2459,L,2
2460,H,1
2461,H,-2
2462,X,1
2463,H,1
2464,L,-1
2465,H,1
2466,H,-1
2467,X,-1
2468,H,1
2469,L,1
2470,L,-2
2471,J,-1
2472,J,1
2473,J,-1
2474,H,-1
2475,I,-1
2476,I,-1
2477,I,1
2478,J,1
2479,J,-2
2480,J,1
2481,J,-1
2482,J,2
2483,J,-2
2484,I,-1
2485,I,2
2486,H,1
2487,E,2
2488,E,-2
2489,J,2
2490,E,1
2491,J,-1
2492,J,-1
2493,D,-1
2494,J,1
2495,J,1
2496,D,1
2497,L,1
2498,G,1
2499,B,-1
2500,D,-1
2501,D,1
2502,D,-1
2503,L,1
2504,G,1
2505,D,1
2506,G,-1
2507,L,-1
2508,B,1
2509,G,-1
2510,L,1
2511,E,-1
2512,L,-2
2513,H,-1
2514,J,-1
2515,H,1
2516,E,1
2517,J,-1
2518,J,2
2519,E,-1
2520,J,-1
2521,E,1
2522,D,-1
2523,J,-1
2524,J,2
2525,D,1
2526,L,2
2527,L,-1
2528,X,1
2529,X,-1
2530,X,1
2531,L,1
2532,L,-1
2533,X,-1
2534,X,1
2535,E,-1
2536,E,1
2537,X,-1
2538,D,-1
2539,L,-1
2540,D,1
2541,J,-1
2542,E,-1
2543,E,1
2544,J,-1
2545,E,1
2546,E,1
2547,E,-1
2548,E,1
2549,E,-1
2550,E,-1
2551,E,2
2552,H,-1
2553,D,-1
2554,H,1
2555,E,-1
2556,D,1
2557,E,1
2558,E,-3
2559,J,1
2560,J,-1
2561,E,2
2562,E,-2
2563,E,2
2564,E,-2
2565,E,3
2566,E,-3
2567,E,3
2568,H,-1
2569,D,-1
2570,I,-3
2571,I,3
2572,I,-3
2573,I,1
2574,I,1
2575,I,-2
2576,I,2
2577,I,-2
2578,H,1
2579,E,-2
2580,E,1
2581,E,1
2582,H,-1
2583,I,3
2584,I,-2
2585,I,2
2586,I,-2
2587,I,2
2588,I,-1
2589,I,1
2590,D,1
2591,H,1
2592,E,-1
2593,E,1
2594,E,-3
2595,E,2
2596,E,1
2597,D,-1
2598,E,-1
2599,E,-1
2600,J,1
2601,J,1
2602,L,1
2603,L,-1
2604,D,1
2605,D,-1
2606,L,1
2607,D,1
2608,D,-1
2609,G,1
2610,G,-1
2611,L,1
2612,G,2
2613,B,-1
2614,C,1
2615,B,1
2616,D,1
2617,A,1
2618,A,-1
2619,C,-1
2620,B,-1
2621,C,2
2622,C,-2
2623,D,-1
2624,C,1
2625,D,1
2626,D,-1
2627,D,1
2628,D,-1
2629,B,1
2630,B,-1
2631,D,1
2632,C,1
2633,C,-2
2634,C,2
2635,C,-2
2636,B,1
2637,C,2
2638,A,1
2639,C,-2
2640,E,-1
2641,A,-1
2642,A,1
2643,G,-1
2644,F,2
2645,F,-1
2646,K,-1
2647,E,1
2648,D,-1
2649,A,-1
2650,G,-1
2651,X,1
2652,X,-1
2653,G,1
2654,B,-1
2655,B,1
2656,A,1
2657,D,1
2658,D,-1
2659,K,1
2660,F,-1
2661,A,-1
2662,F,1
2663,D,1
2664,A,1
2665,D,-1
2666,D,1
2667,K,-1
2668,A,-1
2669,B,-1
2670,B,1
2671,E,-1
2672,B,-1
2673,E,1
2674,D,-1
2675,K,1
2676,K,-1
2677,D,1
2678,K,1
2679,E,-1
2680,F,1
2681,K,-1
2682,K,1
2683,F,-1
2684,E,1
2685,F,-1
2686,L,-1
2687,L,1
2688,E,-1
2689,B,1
2690,L,-1
2691,B,-1
2692,H,-1
2693,I,-1
2694,B,1
2695,A,1
2696,L,1
2697,F,1
2698,I,1
2699,I,-2
2700,I,1
2701,I,-1
2702,J,1
2703,J,-1
2704,A,-1
2705,B,-1
2706,J,1
2707,K,-1
2708,J,-1
2709,I,2
2710,B,1
2711,G,-1
2712,I,-2
2713,I,2
2714,K,1
2715,F,-1
2716,F,1
2717,F,-1
2718,G,1
2719,L,-1
2720,H,1
2721,H,-1
2722,L,1
2723,I,-1
2724,F,1
2725,A,1
2726,K,-1
2727,I,-1
2728,I,1
2729,I,1
2730,K,1
2731,H,1
2732,F,-1
2733,E,1
2734,F,1
2735,E,-1
2736,F,1
2737,F,-1
2738,H,-1
2739,I,-1
2740,I,-1
2741,A,-1
2742,K,-1
2743,B,-1
2744,B,1
2745,J,1
2746,J,-1
2747,I,1
2748,K,1
2749,I,-1
2750,K,-1
2751,B,-1
2752,K,1
2753,B,1
2754,A,1
2755,A,-1
2756,F,-1
2757,F,1
2758,K,-1
2759,I,2
2760,A,1
2761,I,-1
2762,I,1
2763,I,-1
2764,A,-1
2765,K,1
2766,I,1
2767,I,-2
2768,G,-1
2769,X,1
2770,J,1
2771,K,-2
2772,J,-1
2773,K,2
2774,X,-1
2775,X,1
2776,I,1
2777,K,-1
2778,X,-1
2779,G,1
2780,A,1
2781,I,1
2782,K,1
2783,F,-1
2784,I,-2
2785,G,1
2786,I,2
2787,A,-1
2788,C,1
2789,I,-1
2790,A,1
2791,A,-1
2792,I,-1
2793,I,1
2794,C,-1
2795,G,-1
2796,G,-1
2797,H,-1
2798,I,1
2799,H,2
2800,G,1
2801,L,-1
2802,A,1
2803,H,-1
2804,H,1
2805,H,-1
2806,A,-1
2807,B,-1
2808,I,-2
2809,I,1
2810,I,1
2811,I,-2
2812,J,1
2813,J,-1
2814,B,1
2815,J,1
2816,B,-1
2817,B,1
2818,A,1
2819,L,1
2820,G,1
2821,C,1
2822,J,-1
2823,A,-1
2824,C,-1
2825,I,1
2826,A,1
2827,I,-1
2828,I,1
2829,I,-1
2830,J,1
2831,C,1
2832,C,-1
2833,C,1
2834,C,-1
2835,J,-1
2836,J,1
2837,C,1
2838,J,-1
2839,I,2
2840,A,-1
2841,I,-2
2842,I,1
2843,I,1
2844,C,-1
2845,H,1
2846,G,-2
2847,G,2
2848,G,-1
2849,F,2
2850,A,1
2851,F,-2
2852,F,2
2853,K,-1
2854,K,1
2855,A,-1
2856,B,-1
2857,F,-1
2858,F,1
2859,F,-1
2860,K,-1
2861,K,1
2862,F,1
2863,B,1
2864,K,-1
2865,K,1
2866,K,-1
2867,K,1
2868,B,-1
2869,K,-1
2870,F,-1
2871,K,1
2872,B,1
2873,F,-1
2874,A,1
2875,L,-1
2876,H,-1
2877,I,-1
2878,I,-1
2879,I,1
2880,A,-1
2881,L,1
2882,L,-1
2883,B,-1
2884,L,1
2885,G,1
2886,C,1
2887,I,1
2888,H,1
2889,B,1
2890,B,-1
2891,E,1
2892,C,-1
2893,C,2
2894,B,1
2895,B,-1
2896,B,1
2897,A,1
2898,C,-2
2899,G,-1
2900,L,-1
2901,E,-1
2902,H,-1
2903,L,1
2904,I,-1
2905,H,-1
2906,I,1
2907,H,2
2908,F,1
2909,A,-1
2910,K,-1
2911,G,-1
2912,K,1
2913,X,1
2914,K,-2
2915,E,1
2916,E,-1
2917,K,1
2918,F,1
2919,K,-1
2920,K,1
2921,F,-1
2922,K,-1
2923,E,1
2924,K,1
2925,K,-1
2926,K,2
2927,X,-1
2928,K,-1
2929,K,1
2930,D,-1
2931,X,1
2932,D,1
2933,E,-1
2934,K,-1
2935,K,1
2936,F,-1
2937,F,1
2938,K,-2
2939,K,2
2940,E,1
2941,K,-1
2942,D,-1
2943,K,-1
2944,K,2
2945,X,-1
2946,X,1
2947,X,-1
2948,D,1
2949,K,-1
2950,D,-1
2951,X,1
2952,X,-1
2953,G,1
2954,G,-1
2955,K,1
2956,G,1
2957,A,1
2958,K,-1
2959,K,1
2960,A,-1
2961,G,-1
2962,X,1
2963,X,-1
2964,F,-1
2965,L,-1
2966,L,1
2967,L,-1
2968,X,1
2969,D,1
2970,L,1
2971,F,1
2972,X,-1
2973,F,-1
2974,F,1
2975,F,-1
2976,D,-1
2977,G,1
2978,A,1
2979,F,1
2980,D,1
2981,D,-1
2982,A,-1
2983,G,-1
2984,D,1
2985,E,-1
2986,F,1
2987,K,-1
2988,X,1
2989,F,-1
2990,X,-1
2991,F,1
2992,X,1
2993,X,-1
2994,K,1
2995,F,-1
2996,E,1
2997,X,1
2998,K,-1
2999,D,-1
3000,X,-1
3001,D,1
3002,K,1
3003,E,-1
3004,G,1
3005,E,1
3006,B,-1
3007,E,-1
3008,E,1
3009,K,-1
3010,B,1
3011,A,1
3012,D,-1
3013,D,1
3014,D,-1
3015,K,1
3016,D,1
3017,D,-1
3018,K,-1
3019,K,1
3020,D,1
3021,E,-1
3022,F,-1
3023,F,1
3024,F,-1
3025,A,-1
3026,F,1
3027,F,1
3028,A,1
3029,K,-1
3030,F,-1
3031,E,1
3032,A,-1
3033,G,-1
3034,G,1
3035,G,-1
3036,D,-1
3037,X,1
3038,X,-1
3039,G,1
3040,A,1
3041,A,-1
3042,B,-1
3043,K,1
3044,D,1
3045,B,1
3046,K,-1
3047,B,-1
3048,K,1
3049,K,-1
3050,D,-1
3051,K,1
3052,D,1
3053,B,1
3054,D,-1
3055,D,1
3056,B,-1
3057,B,1
3058,K,-1
3059,B,-1
3060,E,-1
3061,E,1
3062,K,1
3063,B,1
3064,B,-1
3065,F,-1
3066,F,1
3067,E,-1
3068,H,-1
3069,I,-1
3070,B,1
3071,F,-1
3072,I,-1
3073,H,-1
3074,I,2
3075,H,2
3076,F,2
3077,A,1
3078,F,-2
3079,H,-2
3080,I,-2
3081,A,-1
3082,I,1
3083,A,1
3084,I,1
3085,I,-1
3086,I,1
3087,I,-1
3088,I,-1
3089,A,-1
3090,I,1
3091,I,1
3092,A,1
3093,I,-1
3094,A,-1
3095,H,1
3096,F,1
3097,B,-1
3098,B,1
3099,I,-1
3100,I,1
3101,B,-1
3102,F,-1
3103,L,-1
3104,I,1
3105,I,-1
3106,I,1
3107,H,1
3108,L,1
3109,H,-1
3110,I,-2
3111,L,-1
3112,B,1
3113,I,2
3114,I,-1
3115,B,-1
3116,I,-1
3117,I,2
3118,L,1
3119,H,1
3120,E,1
3121,D,-1
3122,L,-1
3123,D,1
3124,B,1
3125,B,-1
3126,L,1
3127,F,1
3128,D,-1
3129,D,1
3130,D,-1
3131,B,1
3132,D,1
3133,F,-1
3134,G,-1
3135,G,2
3136,C,2
3137,A,1
3138,C,-2
3139,D,-1
3140,D,-1
3141,D,1
3142,D,-1
3143,D,2
3144,D,-2
3145,A,-1
3146,D,2
3147,E,-1
3148,G,-1
3149,A,1
3150,E,1
3151,F,1
3152,A,-1
3153,E,-1
3154,E,1
3155,A,1
3156,E,-1
3157,E,1
3158,F,-1
3159,A,-1
3160,B,-1
3161,G,1
3162,D,-1
3163,C,1
3164,B,1
3165,D,1
3166,B,-1
3167,D,-1
3168,C,-1
3169,B,1
3170,C,1
3171,B,-1
3172,C,-1
3173,D,1
3174,C,2
3175,B,1
3176,C,-2
3177,G,-1
3178,G,-1
3179,L,-2
3180,J,-1
3181,D,-1
3182,J,1
3183,L,1
3184,G,1
3185,D,1
3186,A,1
3187,A,-1
3188,B,-1
3189,E,-1
3190,L,1
3191,H,-2
3192,I,-2
3193,J,1
3194,H,1
3195,J,-1
3196,H,-1
3197,I,1
3198,B,1
3199,I,-1
3200,I,1
3201,B,-1
3202,B,1
3203,H,1
3204,I,-1
3205,F,1
3206,A,1
3207,F,-1
3208,I,2
3209,F,1
3210,K,-1
3211,I,-1
3212,A,-1
3213,K,1
3214,A,1
3215,A,-1
3216,I,1
3217,I,-1
3218,I,-1
3219,F,-1
3220,L,-1
3221,A,1
3222,J,1
3223,L,1
3224,J,-1
3225,I,2
3226,F,1
3227,F,-1
3228,I,-2
3229,A,-1
3230,L,-1
3231,G,-1
3232,X,1
3233,X,-1
3234,J,1
3235,L,1
3236,L,-2
3237,L,1
3238,L,1
3239,F,1
3240,X,1
3241,K,-1
3242,K,-1
3243,J,-1
3244,I,2
3245,K,2
3246,F,-1
3247,I,-2
3248,J,1
3249,F,1
3250,K,-1
3251,K,-1
3252,K,1
3253,J,-1
3254,K,1
3255,K,-2
3256,J,1
3257,J,-1
3258,J,1
3259,J,-1
3260,K,1
3261,I,1
3262,K,-1
3263,K,2
3264,I,1
3265,H,1
3266,X,-1
3267,X,1
3268,K,-2
3269,H,-1
3270,H,1
3271,H,-1
3272,I,-1
3273,K,1
3274,I,1
3275,I,-1
3276,K,-1
3277,K,2
3278,F,-1
3279,L,-1
3280,X,-1
3281,G,1
3282,G,-1
3283,I,-1
3284,G,1
3285,G,-1
3286,X,1
3287,J,1
3288,L,1
3289,X,-1
3290,J,-1
3291,H,-1
3292,I,2
3293,I,-1
3294,H,1
3295,H,-1
3296,H,1
3297,I,-1
3298,H,-1
3299,I,2
3300,I,-1
3301,I,-1
3302,G,1
3303,A,1
3304,A,-1
3305,I,2
3306,I,-1
3307,H,1
3308,G,1
3309,G,-2
3310,G,2
3311,C,1
3312,I,-1
3313,I,1
3314,C,-1
3315,G,-1
3316,G,-1
3317,L,-2
3318,I,1
3319,I,-2
3320,I,2
3321,J,-1
3322,J,-1
3323,I,-1
3324,I,1
3325,J,1
3326,J,-1
3327,I,-1
3328,J,1
3329,J,1
3330,L,1
3331,I,1
3332,H,1
3333,X,1
3334,X,-1
3335,E,1
3336,X,1
3337,L,1
3338,E,-1
3339,F,1
3340,E,1
3341,D,-1
3342,F,-1
3343,X,-1
3344,X,1
3345,F,1
3346,D,1
3347,K,-2
3348,E,-1
3349,F,1
3350,F,-1
3351,K,2
3352,K,-2
3353,K,2
3354,E,1
3355,K,-1
3356,K,-1
3357,E,-1
3358,F,1
3359,K,1
3360,X,-1
3361,X,1
3362,K,1
3363,K,-2
3364,K,2
3365,K,-1
3366,F,-1
3367,F,1
3368,F,-1
3369,H,-1
3370,H,1
3371,F,1
3372,X,-1
3373,G,1
3374,B,-1
3375,F,-1
3376,B,1
3377,G,-1
3378,F,1
3379,F,-1
3380,E,1
3381,D,-1
3382,D,1
3383,K,1
3384,X,1
3385,F,-1
3386,F,1
3387,K,-1
3388,D,-1
3389,K,1
3390,K,-1
3391,K,1
3392,K,-1
3393,X,-1
3394,K,1
3395,G,1
3396,F,-1
3397,G,1
3398,D,1
3399,A,1
3400,C,1
3401,A,-1
3402,E,-1
3403,H,-1
3404,H,1
3405,A,1
3406,C,-1
3407,H,-1
3408,C,1
3409,A,-1
3410,I,-2
3411,I,1
3412,C,-1
3413,I,-1
3414,G,-1
3415,H,-1
3416,A,1
3417,A,-1
3418,G,-1
3419,H,1
3420,L,-2
3421,L,1
3422,L,-1
3423,I,1
3424,L,1
3425,X,1
3426,I,1
3427,H,1
3428,H,-1
3429,L,1
3430,X,-1
3431,H,-1
3432,X,1
3433,I,-1
3434,H,1
3435,I,-1
3436,F,1
3437,X,-1
3438,J,1
3439,F,-1
3440,H,-1
3441,J,-1
3442,G,1
3443,J,1
3444,B,-1
3445,B,1
3446,H,1
3447,A,1
3448,J,-1
3449,L,-1
3450,I,1
3451,I,-1
3452,I,1
3453,A,-1
3454,G,-1
3455,L,-1
3456,I,-1
3457,J,1
3458,J,-2
3459,J,2
3460,J,-2
3461,J,-1
3462,I,1
3463,I,1
3464,J,1
3465,H,1
3466,H,-1
3467,I,-1
3468,I,1
3469,H,1
3470,J,1
3471,L,2
3472,L,-2
3473,H,-1
3474,J,-1
3475,J,1
3476,J,-1
3477,J,-1
3478,H,1
3479,J,1
3480,H,-1
3481,J,1
3482,H,1
3483,L,1
3484,G,1
3485,B,-1
3486,E,1
3487,E,-1
3488,B,1
3489,H,-1
3490,L,1
3491,I,-1
3492,G,-1
3493,H,-1
3494,I,1
3495,I,-1
3496,I,1
3497,H,2
3498,G,2
3499,A,1
3500,C,1
3501,H,-1
3502,I,-1
3503,C,-1
3504,A,-1
3505,G,-2
3506,G,1
3507,A,1
3508,I,1
3509,H,-1
3510,H,1
3511,F,1
3512,H,1
3513,F,-1
3514,F,1
3515,K,-1
3516,A,-1
3517,B,-1
3518,H,-1
3519,I,-1
3520,I,1
3521,H,1
3522,K,1
3523,F,-1
3524,L,-1
3525,B,1
3526,L,1
3527,G,-1
3528,G,2
3529,G,-2
3530,H,-1
3531,L,-1
3532,L,1
3533,F,1
3534,K,-1
3535,G,1
3536,K,1
3537,H,1
3538,B,-1
3539,H,-1
3540,B,1
3541,B,-1
3542,H,1
3543,K,-1
3544,F,1
3545,B,1
3546,B,-1
3547,K,1
3548,F,-2
3549,L,-1
3550,H,-1
3551,L,1
3552,I,-1
3553,F,1
3554,I,-1
3555,I,2
3556,H,1
3557,F,1
3558,F,-2
3559,E,1
3560,B,1
3561,L,-1
3562,A,1
3563,A,-1
3564,E,-1
3565,E,1
3566,D,-1
3567,D,1
3568,G,-1
3569,L,1
3570,D,-1
3571,X,1
3572,L,-1
3573,X,-1
3574,G,1
3575,L,1
3576,B,-1
3577,G,1
3578,C,1
3579,B,1
3580,D,1
3581,C,1
3582,A,1
3583,C,-2
3584,C,1
3585,D,-1
3586,C,-1
3587,D,1
3588,D,-1
3589,A,-1
3590,C,1
3591,B,-1
3592,D,1
3593,C,-1
3594,D,-1
3595,D,1
3596,D,-1
3597,G,-1
3598,G,1
3599,D,1
3600,C,1
3601,C,-1
3602,B,1
3603,D,-2
3604,B,-1
3605,D,2
3606,G,-1
3607,B,1
3608,L,-1
3609,L,1
3610,G,-1
3611,L,-1
3612,X,1
3613,E,-1
3614,H,-1
3615,X,-1
3616,H,1
3617,X,1
3618,L,1
3619,L,-1
3620,H,-1
3621,L,1
3622,H,-1
3623,X,-1
3624,I,-1
3625,X,1
3626,H,1
3627,X,-1
3628,X,1
3629,I,-1
3630,I,1
3631,X,-1
3632,L,-1
3633,X,1
3634,I,1
3635,H,1
3636,X,-1
3637,L,1
3638,X,1
3639,F,1
3640,F,1
3641,F,-1
3642,X,-1
3643,F,1
3644,X,1
3645,F,-1
3646,E,1
3647,X,-1
3648,K,-1
3649,K,1
3650,E,-1
3651,E,1
3652,D,-1
3653,F,-1
3654,D,1
3655,G,1
3656,F,1
3657,D,-1
3658,F,-1
3659,A,1
3660,A,-1
3661,L,-1
3662,A,1
3663,D,1
3664,D,-1
3665,A,-1
3666,L,1
3667,D,1
3668,D,-1
3669,D,1
3670,F,1
3671,E,-1
3672,G,-1
3673,K,-1
3674,K,1
3675,K,-1
3676,E,1
3677,X,1
3678,E,-1
3679,K,1
3680,F,-1
3681,H,-2
3682,I,-2
3683,I,2
3684,I,-2
3685,H,1
3686,I,1
3687,X,-1
3688,L,-1
3689,X,1
3690,L,1
3691,X,-1
3692,H,-1
3693,H,1
3694,L,-2
3695,L,2
3696,G,2
3697,B,-1
3698,C,1
3699,I,-1
3700,I,1
3701,C,-1
3702,C,1
3703,B,1
3704,B,-1
3705,I,1
3706,H,1
3707,C,-1
3708,C,1
3709,B,1
3710,B,-1
3711,H,-1
3712,B,1
3713,C,-1
3714,I,-2
3715,C,1
3716,A,1
3717,I,1
3718,C,-1
3719,I,1
3720,C,1
3721,C,-1
3722,G,-1
3723,F,1
3724,I,-1
3725,A,-1
3726,F,-1
3727,G,1
3728,G,-1
3729,G,-1
3730,I,-1
3731,L,-2
3732,J,1
3733,L,2
3734,L,-2
3735,J,-3
3736,J,2
3737,I,1
3738,J,-2
3739,J,2
3740,J,-1
3741,I,-1
3742,I,2
3743,J,-1
3744,J,1
3745,J,-1
3746,J,2
3747,L,2
3748,G,1
3749,G,-1
3750,H,1
3751,L,-1
3752,X,1
3753,X,-1
3754,G,1
3755,B,-1
3756,L,1
3757,F,2
3758,F,-1
3759,H,-1
3760,I,-2
3761,I,2
3762,H,1
3763,B,1
3764,H,-1
3765,F,-1
3766,I,-2
3767,L,-1
3768,L,1
3769,I,1
3770,I,-1
3771,G,1
3772,G,-2
3773,G,1
3774,A,1
3775,I,2
3776,A,-1
3777,I,-2
3778,F,1
3779,J,1
3780,A,1
3781,K,-1
3782,K,1
3783,A,-1
3784,A,1
3785,F,-1
3786,L,-1
3787,J,-1
3788,I,1
3789,A,-1
3790,A,1
3791,I,-1
3792,I,1
3793,I,1
3794,I,-2
3795,L,1
3796,H,-1
3797,J,1
3798,H,1
3799,J,-1
3800,L,-1
3801,I,1
3802,A,-1
3803,I,1
3804,G,-1
3805,H,1
3806,L,-1
3807,J,-1
3808,J,1
3809,H,-1
3810,J,-2
3811,H,1
3812,J,2
3813,H,-1
3814,H,1
3815,H,-1
3816,L,1
3817,G,1
3818,A,1
3819,L,1
3820,F,1
3821,F,-1
3822,I,-2
3823,F,1
3824,I,2
3825,I,-1
3826,I,1
3827,I,-2
3828,I,2
3829,I,-2
3830,A,-1
3831,K,-1
3832,G,-1
3833,I,1
3834,K,1
3835,G,1
3836,A,1
3837,A,-1
3838,A,1
3839,F,-1
3840,I,-1
3841,I,1
3842,A,-1
3843,G,-1
3844,I,1
3845,L,-2
3846,L,1
3847,L,1
3848,I,-2
3849,I,2
3850,I,-1
3851,F,1
3852,X,1
3853,K,-1
3854,I,-1
3855,J,1
3856,J,-1
3857,X,-1
3858,I,1
3859,X,1
3860,I,1
3861,K,1
