car,move
B,1
E,-1
E,-1
E,2
E,-3
E,-1
E,2
A,1
B,-2
D,-1
B,-1
C,2
B,2
X,3
D,-3
B,2
E,-1
C,-2
D,1
C,1
B,-4
B,4
B,-3
D,1
D,-1
E,1
A,-2
B,2
C,-2
X,-2
E,2
X,3
