car,move
P,-1
X,-1
X,1
X,-1
E,1
F,-2
C,1
G,-2
G,2
G,-2
G,-1
F,1
C,-1
F,1
F,-2
F,2
E,-1
P,2
D,1
D,-1
D,1
O,1
A,-2
A,1
A,1
A,-1
A,1
O,-1
O,1
A,-2
A,2
A,-1
B,-1
A,-1
A,1
A,-1
B,-1
G,-1
C,-1
X,2
