car,move
B,2
E,-3
E,1
D,-1
E,-1
C,1
E,1
D,1
E,-1
B,-4
E,1
D,-1
E,-1
C,-1
E,1
D,1
E,-1
B,3
E,1
D,-1
E,-1
C,1
E,1
D,1
E,-1
A,1
E,1
D,-1
E,-1
C,-1
E,1
D,1
E,-1
B,-3
E,1
D,-1
E,-1
C,1
E,1
D,1
E,-1
B,2
E,1
D,-1
E,-1
C,-1
E,1
D,1
E,-1
B,-1
E,1
D,-1
E,-1
C,1
E,1
D,1
E,-1
E,-1
D,-1
C,-1
D,1
B,2
D,-1
C,1
D,1
B,-3
D,-1
C,-1
D,1
B,2
D,-1
C,1
D,1
C,2
X,4
