car,move
G,-1
J,3
G,1
AJ,-1
AJ,1
AQ,-1
O,1
AA,-1
J,-2
AA,1
H,-1
G,-1
AA,-1
AA,1
J,-1
AB,-1
AL,-1
AQ,1
P,2
P,-1
H,1
AA,-1
J,3
O,-1
AB,1
AA,1
AH,1
P,-1
AB,-1
G,1
AH,-1
AC,-1
O,1
AJ,-1
AA,-1
H,1
AL,1
AG,1
L,1
AK,-1
AL,-1
D,1
A,-1
AL,1
K,1
A,-1
AC,-2
AH,1
AE,-1
B,-2
B,1
AC,1
H,-1
AJ,1
AA,1
AR,-1
AL,-1
AA,-1
AA,4
AL,1
AC,-1
AG,-1
AQ,-1
A,-2
K,-1
AC,2
B,-3
P,1
B,1
I,-1
AL,-1
AC,-2
AE,1
A,-2
AQ,1
B,-3
AB,1
AH,-1
H,3
D,-1
H,-2
H,1
AM,-1
L,-1
H,-2
D,1
AM,1
H,3
L,1
K,1
B,2
AL,1
P,-1
A,2
A,-2
AQ,-2
AB,-1
AB,1
AH,1
B,1
K,-1
AL,-1
D,-1
AB,-1
P,1
AL,1
H,-3
AQ,1
AE,-1
AL,-1
AC,1
H,2
O,-1
B,1
AE,1
L,-1
AR,1
B,-1
P,-1
H,1
AR,-1
AF,-1
AH,-1
AM,-1
G,-1
H,-3
AR,1
J,-3
AG,-1
AQ,-1
AG,1
P,2
J,-1
AH,1
J,2
J,-2
AQ,2
A,1
AQ,-2
H,1
H,2
AM,1
AL,1
H,-2
I,1
G,1
H,-1
AK,1
AN,-1
A,-1
G,-1
G,1
AQ,2
B,1
I,-1
AK,-1
AC,-1
AC,2
AR,-1
G,-1
AG,1
J,2
AM,1
AR,1
AM,-1
AC,-1
J,-1
AR,-1
AA,-1
AD,1
P,-1
AN,1
AA,-1
G,1
J,-1
P,-1
J,1
J,1
H,1
AA,-2
P,2
J,-1
AC,1
H,1
AA,-1
AL,-1
AD,-1
AN,-1
AH,-1
AN,1
G,-1
AA,3
AM,-1
P,-2
J,3
J,-4
P,1
H,1
AJ,-1
A,1
AR,1
AM,1
AA,-3
AG,-1
AL,1
AC,-1
H,-1
AF,1
H,-2
AF,-1
J,3
A,-1
AJ,1
B,-1
AA,1
AG,-1
AC,-1
AC,1
B,1
AG,2
AA,-1
G,1
G,-1
AL,-1
J,-3
J,4
H,3
AA,4
J,-1
H,-1
A,1
AE,1
AA,-4
H,-1
J,-2
G,1
AR,-1
I,1
H,-1
AL,1
J,3
AL,-1
AH,1
AE,1
J,-4
AC,-1
I,-1
J,2
AC,1
A,1
W,1
I,1
H,1
AJ,-1
W,-1
AC,1
B,-1
AE,-2
AE,1
AH,-1
AC,-2
B,3
AA,1
AH,2
AD,1
B,-3
AE,1
AD,-1
B,2
A,-2
A,2
W,1
W,-1
J,1
AC,2
AH,-1
AC,-2
B,1
AB,1
AR,1
H,-1
AD,1
AJ,1
AD,-1
AM,-1
AD,2
A,-1
AD,-1
AA,-1
A,-1
B,-1
AE,-1
W,1
B,-2
B,1
AM,1
J,-2
AR,-1
AH,1
G,-1
I,-1
B,-1
I,1
S,1
Q,1
A,1
AD,-1
H,1
AG,-1
F,1
P,1
AB,-1
B,3
AA,1
B,-1
P,-2
J,3
AD,1
J,-4
J,3
AI,-1
J,-2
J,-1
AQ,-1
AQ,1
J,2
Q,-1
E,1
AB,1
AG,1
H,-1
A,-1
J,-1
Q,1
J,1
AI,-1
AB,-1
AC,1
AD,-1
AI,-1
AG,-1
J,-1
W,2
V,1
Q,1
J,3
Q,-2
S,-1
P,1
AE,-2
B,-1
S,1
AG,1
AA,1
AE,3
W,-1
Q,-1
J,-3
Q,2
J,1
AE,-1
AR,1
AK,1
AK,-1
AA,3
AC,1
P,1
I,-1
AR,-1
Q,-1
H,2
E,-1
Q,1
AC,-2
AC,2
E,1
AD,1
E,-1
F,-1
Q,1
AA,-5
J,-1
AC,-1
AE,1
H,-1
N,-1
I,1
J,1
AJ,-1
AA,1
P,-2
M,1
A,1
B,1
B,1
AR,1
AJ,1
B,-2
J,-1
AC,1
J,2
Q,1
P,1
B,1
B,-2
B,3
H,-1
J,-2
AR,-1
Q,-3
AA,-1
B,-2
J,1
J,-1
I,-1
H,2
Q,3
AA,2
W,1
AA,-1
M,-1
W,-1
H,-1
J,-1
AR,1
H,1
H,1
B,-1
AE,-1
L,1
AR,-1
H,-1
AA,3
AR,1
H,-1
H,-1
L,-1
H,2
A,-1
U,-1
J,2
AA,-3
AA,3
AC,-1
AA,-4
B,1
AE,1
AA,2
H,-1
Q,-3
J,-2
AD,-1
J,4
AE,-1
P,-1
AD,1
Q,3
I,1
AA,3
J,-1
AK,1
AA,-1
J,-1
A,1
AA,1
W,1
J,1
P,1
Q,-1
Q,-2
AA,-4
Q,1
AE,-1
AC,2
B,1
Q,-1
AB,1
AF,1
P,-1
B,-2
AA,1
O,1
J,-3
D,1
AA,-1
AA,3
AB,-1
U,1
I,-1
Q,3
N,1
H,2
P,2
H,-1
B,1
AA,1
AA,-4
AA,3
Q,-2
G,1
AA,-4
AA,2
B,-3
AA,1
P,-2
B,1
AC,-2
A,1
V,-1
J,4
L,1
AA,-2
AJ,-1
L,-1
AC,-1
AD,-1
H,1
V,1
V,-1
H,-3
J,-2
A,-2
Q,-1
Y,-1
AG,-1
AC,3
H,1
J,-2
AG,1
AC,-2
AG,-1
U,1
AA,1
B,2
AQ,-2
P,2
A,2
AE,-1
AP,-1
U,2
P,-2
L,1
K,1
K,-1
AP,1
H,-1
U,-1
Q,1
Q,-1
AA,-1
U,2
AA,1
Q,1
U,-3
A,-2
AJ,1
A,4
L,-1
AQ,2
N,1
AG,1
J,4
AA,3
U,2
AA,-3
L,1
Q,-1
U,-1
P,1
A,-1
AG,-1
P,-1
AC,2
P,1
H,2
AB,1
A,-1
N,-1
Q,1
AQ,-1
U,-2
L,-1
D,-1
J,-3
Y,1
L,1
AE,1
Q,-1
H,-3
P,1
A,-1
H,2
G,-1
L,-1
F,2
F,1
I,1
AQ,1
I,-1
Y,-1
G,1
AB,-1
AC,-2
AJ,-1
AC,2
P,-2
J,1
A,1
AD,1
P,2
AQ,-1
J,-2
A,-2
AC,-2
P,-2
AK,-1
A,1
AR,-1
G,-1
P,2
AD,-1
J,1
G,1
AR,1
AQ,-1
U,1
AR,-1
A,-1
AQ,2
U,-1
AE,-1
AA,-1
AC,-1
H,1
B,-1
U,2
J,1
A,1
U,2
U,-2
AA,-1
AQ,-1
G,-1
AC,1
AA,1
N,2
AJ,1
U,1
Q,1
AQ,-1
U,1
N,1
AQ,1
E,3
AR,1
R,-3
N,-2
R,1
C,2
AR,-1
U,-2
AJ,-1
U,-1
N,-1
M,-1
P,-1
P,-1
U,3
U,-3
A,-2
AJ,1
P,1
E,-1
AQ,-1
T,-1
P,1
AE,1
T,1
E,1
AA,-1
B,1
AA,1
N,1
T,-2
T,1
AA,-1
AQ,2
AQ,-1
X,-1
A,1
AJ,-1
AD,1
AQ,1
F,1
AA,2
C,-1
AD,-1
O,-1
J,-2
H,1
AA,-2
F,1
AC,1
AC,-1
AQ,-2
X,1
AA,1
AP,-1
AE,-1
AE,1
E,-1
P,-1
G,1
A,-1
AQ,1
L,1
AE,-1
AE,1
N,-1
AP,1
Q,-1
S,1
AA,-1
AC,-1
K,1
P,1
AC,2
AJ,1
AC,-2
AD,1
B,-1
AB,1
AA,-2
AQ,1
T,-1
X,8
