car,move
AQ,-1
AB,-1
O,1
J,3
H,1
AC,-2
AQ,1
D,1
AL,-1
A,-3
AQ,-2
AQ,1
AC,2
AH,1
AJ,-1
B,-1
B,-1
A,-1
AE,-1
P,1
A,-2
J,-3
B,-1
AH,1
G,-1
AJ,1
G,1
L,1
AI,-1
AI,-2
B,2
B,-4
AI,1
L,-1
J,2
J,1
AA,-1
B,-1
AI,-1
B,5
A,3
A,-3
AB,1
A,3
AQ,1
AB,-1
L,1
A,1
AJ,-1
A,-4
AE,1
B,-4
AC,-1
AI,2
B,2
AE,-1
H,-1
K,1
AP,-1
B,1
AI,-2
B,-4
H,1
AA,1
AA,-1
AC,-1
B,5
A,2
H,-1
K,-1
A,-1
A,-1
A,1
B,-2
AO,1
AI,2
AC,-1
B,-2
AQ,-2
B,2
AI,-1
AO,-1
AQ,1
AI,1
I,-1
AE,1
B,-2
AD,1
AI,-1
AP,1
AQ,1
B,1
B,1
P,-1
I,1
AJ,1
B,-2
B,5
AK,-1
H,1
A,4
AG,1
A,-4
B,-1
B,-2
D,-1
P,1
I,-1
AC,2
B,1
AA,1
K,1
AI,2
AI,-3
B,-1
AR,-1
AC,-1
AA,2
K,-1
L,-1
I,1
A,-1
AI,3
AR,1
J,-2
AA,-1
AJ,-1
J,2
J,-2
B,3
B,-2
J,1
B,1
J,-2
B,-1
D,1
P,-1
AI,-1
A,4
P,1
AI,1
J,-1
AA,-3
AC,-1
AH,-1
AL,1
AC,1
A,-3
B,1
D,-1
B,-1
AA,3
J,1
P,-1
AK,1
AL,-1
B,2
AJ,1
L,1
AH,1
AI,-1
O,-1
AC,1
L,-1
B,-1
AI,1
P,2
AA,2
AA,-2
AD,-1
AA,-1
A,-1
P,-1
G,-1
AA,2
B,-2
G,1
AF,-1
AC,-1
AA,-3
AF,1
P,1
AI,-2
AG,-1
AI,1
J,-1
AI,-1
AA,-1
B,1
AA,1
AD,1
A,1
AI,-1
AC,2
P,-2
A,1
O,1
I,-1
H,1
P,1
AA,1
AA,-1
AJ,-1
AC,-1
AI,3
H,1
L,1
O,-1
A,-1
B,-1
AI,-2
AG,1
AG,-1
G,-1
AF,-1
H,-3
H,2
AN,-1
AI,2
AC,-1
B,1
AG,1
K,1
B,-1
H,-2
AD,-1
AI,-2
J,1
AA,-2
AI,1
AN,1
A,-1
A,1
AE,2
J,-1
AD,3
AJ,1
AI,-2
H,3
H,-2
H,1
AJ,-1
AK,-1
AA,3
G,1
G,-1
AJ,1
AJ,-1
F,1
AD,-1
AP,-1
H,-1
P,1
K,-1
AP,1
AJ,1
AC,1
AI,2
AI,1
B,1
AD,1
F,-1
AA,-2
AA,2
I,1
AD,-2
A,-1
AC,-1
AJ,-1
P,-1
B,-1
B,1
P,1
AH,-1
K,1
AC,1
F,1
A,1
AA,-2
AA,-1
AJ,1
W,1
AD,-1
AJ,-1
AA,-3
I,-1
AA,5
A,-1
J,1
AR,-1
E,1
AA,-5
AP,-1
AA,5
AO,1
I,1
AH,-1
AA,-1
I,-1
AH,2
AE,-1
I,1
AI,-3
AA,1
A,1
C,1
AI,3
AI,-3
AA,-3
B,-1
A,-2
AG,-1
AA,1
S,1
AA,2
I,-1
AI,1
A,2
B,1
AI,-1
C,-1
AA,-3
AQ,-1
J,-1
I,1
AC,-2
AA,1
AA,-1
A,-1
AA,-1
AO,-1
AO,2
W,2
AD,2
AA,4
C,1
AO,-2
A,1
AA,-5
Y,-1
AD,-2
B,1
B,-1
AD,1
AA,3
B,1
AQ,1
AG,1
AC,2
Q,1
AA,3
AA,-6
K,-1
AO,1
AD,1
Q,-1
H,-1
L,-1
AD,-1
AE,-1
B,-1
AO,-1
P,-2
S,-1
AE,2
I,-1
P,2
J,2
AP,1
AJ,1
AC,-2
AJ,-1
I,1
A,-2
AD,-1
B,2
AE,-3
AF,1
AB,1
A,2
U,3
J,-1
U,-3
C,-1
AJ,1
B,-2
Q,-1
L,1
U,3
P,-1
AB,-1
A,-1
J,-1
L,-1
U,-1
J,4
Q,1
AR,1
AJ,-1
U,2
J,-4
N,2
J,2
O,1
J,2
U,-1
N,1
N,-3
N,1
U,1
AG,-1
D,1
U,-1
J,-4
N,-1
I,-1
N,3
H,1
N,-2
Q,-1
AC,1
J,4
AP,-1
L,1
I,1
AP,1
K,1
AK,1
AK,-1
AC,1
AA,5
N,1
N,1
AC,-2
U,1
AA,-1
AG,1
N,-3
AA,1
U,-3
AE,1
Q,1
AC,1
K,-1
AR,-1
A,1
AG,-1
AG,1
N,1
AC,1
B,-2
AR,1
N,-1
AA,1
AD,1
E,-1
AA,1
B,3
K,1
N,1
B,1
AA,-7
N,-1
AA,7
AA,-2
B,-2
AD,-1
E,1
H,-1
D,-1
H,1
AA,-4
S,1
AR,-1
I,-1
AA,1
AP,-1
U,-1
O,-1
Q,1
A,-1
AA,-2
P,-1
AR,1
H,1
Y,1
AF,-1
H,-2
Y,-1
AN,-1
AK,1
C,2
AK,-1
AP,1
K,-1
AE,-1
A,-1
C,-1
H,1
AE,1
AJ,1
A,1
