car,move
G,-1
AG,1
AA,3
AA,-2
AL,-1
P,2
H,1
G,1
AA,2
AH,2
AF,-1
AA,-3
AA,1
AI,-2
AA,-3
L,1
H,-1
AF,1
AI,-1
L,-1
AI,1
L,1
AF,-1
H,1
H,-1
AA,5
AE,1
AI,1
P,-2
AB,-1
AE,-2
AE,2
AC,-3
AD,2
AA,-1
H,1
AK,-1
AR,-1
AI,-1
P,2
AI,2
AA,1
AI,-1
AD,-2
K,1
AE,-1
AI,-2
AR,1
K,-1
H,-1
L,-1
P,-2
AK,1
AF,1
AK,-1
AG,-1
H,1
AG,1
AC,2
P,2
AA,-1
AF,-1
AA,-4
AA,3
AI,2
AJ,-1
H,-1
AA,-2
P,-1
AI,1
AI,-2
AC,-1
AI,-1
AE,2
AA,1
W,2
AK,1
P,1
P,-2
P,2
AA,-1
V,1
G,-1
N,-1
AA,-1
AD,1
M,1
AK,-1
P,-1
AA,2
AE,-1
V,-1
AR,-1
M,-1
H,1
J,1
AD,-1
AJ,1
J,-1
AA,-2
AA,2
Y,-1
H,-1
J,2
AG,-1
AQ,-1
AD,1
AC,1
H,1
AD,-1
AQ,1
P,-1
W,1
AG,1
AA,-1
AD,2
AD,-1
H,-1
J,1
AE,1
AE,-2
AC,-2
H,1
AC,1
AF,1
O,1
AA,1
H,-2
AA,3
AA,-3
L,1
L,-1
H,2
J,-3
U,1
AR,1
J,2
M,1
S,1
AA,-1
S,-1
AA,2
AC,1
AC,-1
D,1
AA,-1
AJ,-1
P,1
AK,1
AP,-1
AG,-1
AK,-1
AD,-1
H,-1
AG,1
AE,-1
H,1
AR,-1
D,-1
AG,-1
H,-2
S,1
U,1
U,1
S,-1
AA,-1
J,-1
AA,-1
AR,1
Y,1
J,1
Y,-1
AA,2
M,-1
H,2
AQ,-1
AA,-1
O,-1
J,-1
U,-1
S,1
Q,1
N,1
O,1
H,-1
AO,1
J,1
AQ,-1
U,-2
AQ,2
U,1
J,1
J,-1
U,-1
AG,1
AO,-1
U,3
F,1
U,-1
U,-1
J,-1
U,-1
P,-1
H,-1
AG,-1
P,1
AP,1
AE,1
AD,1
P,-1
P,1
J,-1
AQ,-1
AP,-1
AA,1
U,1
AO,2
E,1
P,1
AQ,-1
H,2
C,1
O,-1
AA,-1
C,-1
AK,1
H,-1
N,1
Q,-2
H,1
AA,1
S,-1
Q,1
Q,-1
AA,-2
Q,1
AA,2
AD,-1
S,1
AE,-1
O,1
J,1
U,1
H,-1
Q,1
AO,-2
AK,-1
N,-1
U,-1
AQ,1
AO,1
C,1
H,1
N,1
AQ,1
C,-1
C,2
AK,1
U,1
AO,-1
AK,-1
P,-1
J,1
AO,1
U,2
AK,1
C,-2
Q,-1
AA,-1
AC,-1
AQ,-1
AA,-1
E,-1
AA,1
O,-1
N,3
O,1
AA,-1
AO,1
Q,1
D,1
J,-1
AC,2
N,-4
N,2
AO,-1
M,1
J,2
M,-1
U,-1
AC,-1
U,-1
L,1
AO,1
F,-1
U,1
G,1
K,1
AA,1
G,2
U,1
AA,-1
AA,-2
A,-4
AC,-1
Q,-1
AO,-1
A,-1
N,1
Q,1
AK,-1
AQ,1
AA,-1
K,-1
F,1
N,-1
N,1
A,5
G,1
A,-4
B,-2
AC,1
AQ,-1
B,-1
Q,-1
F,-1
F,1
S,-1
AE,1
AR,-1
A,-1
AQ,1
G,-1
AO,-1
AQ,-1
K,1
E,1
A,1
A,1
AO,1
AA,3
G,1
Q,-1
AA,1
S,1
AQ,1
A,-3
B,1
AG,1
A,1
AG,-1
AA,-1
AA,1
AG,1
B,-2
AA,-1
S,-1
B,3
AA,-2
AD,1
A,2
AD,-1
AC,-1
AA,2
AD,1
B,-1
A,-3
S,1
B,-2
AC,2
G,-1
AC,-2
B,2
AC,2
AA,3
N,-1
AA,-6
AA,3
B,2
B,-4
K,-1
B,1
AC,-2
AG,-1
N,1
B,3
AG,1
H,-1
B,-6
S,-1
AO,-1
B,2
AP,1
N,-1
I,-1
A,1
AA,1
H,1
Y,1
AR,1
B,1
K,1
AP,-1
AA,-2
AP,1
AK,1
AK,-1
AA,-2
H,1
AC,1
B,-1
B,1
AC,-1
AA,1
H,-1
AA,-1
AJ,1
AA,1
AR,-1
A,-1
H,2
P,-1
P,1
AC,1
S,1
S,-1
AA,2
AA,1
H,-2
Y,-1
K,-1
B,-3
AR,1
Y,1
P,-1
H,1
H,-2
AC,1
B,1
AA,4
AC,-1
AA,-4
Q,1
K,1
P,1
I,1
Q,-1
B,2
Q,1
AK,1
AA,-1
D,-1
AC,1
Q,-1
AA,1
Y,-1
A,1
P,-1
F,1
A,1
AD,-1
A,-1
AG,-1
S,1
AG,1
AJ,-1
AJ,1
AA,2
Q,1
B,2
P,1
E,-1
AA,1
AA,-4
AE,-1
AJ,-1
AC,-1
AC,-1
AA,-1
B,-1
B,1
B,-1
U,-2
B,2
E,2
AK,-1
AC,1
E,-2
H,1
AA,-2
P,-1
AP,-1
B,-3
U,1
AC,-1
AG,-1
B,2
AC,1
AC,-1
Q,1
U,-1
B,-1
AR,-1
F,-1
AG,1
AG,-1
U,2
AA,-1
AC,1
B,2
AC,1
Q,-1
P,1
AC,-2
AC,2
AQ,-1
B,-2
AP,1
I,-1
I,1
F,1
K,-1
F,1
AC,-2
AJ,1
E,2
AQ,-1
G,-3
N,1
R,-2
P,-1
P,1
X,-1
N,-3
L,-1
R,-1
N,-1
L,1
AC,1
U,-5
U,5
R,2
U,-5
P,-1
Q,-1
U,1
Q,1
Q,-1
Y,1
AC,-1
AR,1
L,-1
S,-1
U,-1
V,1
AQ,1
R,-1
X,-1
AC,1
AC,-1
AQ,-1
B,1
J,-2
R,1
AK,1
AJ,-1
R,-2
AJ,1
P,1
J,-1
AC,1
V,-1
R,1
B,-1
V,1
AC,-1
A,-1
X,1
L,1
AB,1
M,-1
T,-1
AE,1
T,-1
K,1
AE,-1
AB,-1
X,1
B,2
X,1
AB,1
B,-2
P,-1
X,-2
X,2
S,1
AB,-1
K,-1
X,-3
T,1
A,1
B,2
B,-1
AJ,-1
L,-1
J,1
T,1
X,2
X,-2
X,2
AK,-1
J,-2
AJ,1
P,2
Q,3
L,1
M,-1
U,1
AC,1
AR,-1
R,-1
L,-1
T,-1
AE,1
U,-1
J,1
AC,-1
M,1
Q,-1
AE,-1
U,1
T,-1
AR,1
U,-1
B,-1
I,-1
T,2
AQ,2
L,1
U,1
M,1
AQ,-1
C,2
M,1
AE,1
R,2
X,-1
V,-1
C,-2
AC,1
P,-1
