car,move
AB,-1
H,1
J,2
P,1
AB,1
AQ,-1
AF,-1
AF,1
AA,-1
H,-1
AB,-1
AC,-2
AC,-1
AQ,1
AB,1
AB,-1
AK,-1
AG,1
J,-1
AC,2
AJ,-1
AA,-1
J,-1
AH,1
AF,-1
AA,1
AE,-1
G,-1
G,1
AR,-1
P,-1
AE,2
P,1
AG,-1
AE,-1
AA,1
AP,-1
J,3
AN,-1
H,1
J,-1
P,-1
AN,1
AR,1
AH,-1
AN,-1
AO,1
AL,-1
AH,2
AR,-1
AH,-1
J,-1
AM,-1
AD,1
AO,-1
AM,1
AQ,-1
AH,1
H,-1
AR,1
AI,-1
AI,-1
AD,-1
AQ,1
AO,-1
AO,2
AO,-1
AK,1
P,1
AO,-1
AD,1
AP,1
AK,-1
J,1
H,1
AC,-1
AJ,1
P,-1
AO,1
G,-1
AI,-1
AK,1
AO,-1
J,-2
AI,3
P,1
AQ,-1
AC,2
AO,1
N,-1
P,1
AQ,1
AB,1
AG,1
AA,1
L,1
AH,-1
K,1
U,-1
AA,-2
AO,-1
AD,-1
AH,-1
AB,-1
AH,1
P,-2
AH,-1
AC,-2
AG,-1
AM,-1
AA,1
AC,1
AJ,-1
AA,-1
U,1
P,1
AA,1
U,-1
AC,1
AA,-1
P,1
U,1
AG,1
N,1
AA,-1
H,-1
AH,1
N,-1
AO,1
AA,-1
AA,4
AM,1
AL,1
AE,-1
U,-1
P,-1
P,1
AC,-1
AE,1
AN,1
AJ,1
AL,-1
K,-1
AF,1
K,1
AA,-2
AG,-1
AA,-1
P,-1
AE,-1
AJ,-1
AK,-1
AA,-1
AG,1
AE,1
AK,1
AG,-1
AE,-1
AC,-1
AA,3
U,1
K,-1
AM,-1
AA,-1
U,-1
O,1
AM,1
AJ,1
AC,2
AM,-1
AB,1
P,-1
AM,1
AL,1
H,1
AG,1
AA,2
U,1
AB,-1
U,-1
K,1
AA,1
H,-1
AL,-1
AA,-1
AA,-1
D,1
AL,1
D,-1
H,-1
AA,3
AC,-3
AA,-1
AC,2
K,-1
AC,-2
P,2
AC,3
AA,-4
K,1
U,1
AA,3
AA,-2
K,-1
AA,3
U,-1
P,-2
AA,-1
AA,1
AB,1
H,2
D,1
D,-1
H,-2
K,1
U,1
M,1
P,2
AA,-5
M,-1
M,1
AA,6
AL,-1
AA,-4
AA,2
AE,1
AE,-1
H,1
AA,2
O,-1
AA,-5
AL,1
AA,1
AA,-2
P,-1
AA,1
AE,1
AL,-1
AA,-1
AA,6
K,-1
AA,-4
AA,-1
AA,3
H,1
AH,1
AF,-1
AI,-1
K,1
AN,-1
AA,1
H,-1
H,1
K,-1
AA,-4
K,1
AA,5
AI,1
P,-1
AA,-1
AE,-1
AA,-1
AO,-1
AH,-1
AJ,-1
K,-1
AB,-1
AC,-1
L,-1
J,3
AE,1
AM,-1
AJ,1
AA,1
M,-1
AO,1
AN,1
AH,-1
J,-1
AC,-1
AM,1
J,-1
AE,1
P,2
P,-2
AA,-2
AJ,-1
U,-1
AC,2
AH,1
AJ,1
AC,-1
AC,1
J,1
J,-2
AG,-1
J,1
AL,1
J,2
U,1
AB,1
AL,-1
N,1
AA,-1
N,-1
AQ,-1
H,-1
AE,-1
AA,1
U,-1
AH,-1
J,-2
H,1
J,-1
L,1
L,-1
AM,-1
J,3
J,-2
J,1
AE,1
J,1
W,1
P,1
AQ,1
AH,1
U,1
P,-1
AH,-1
H,-1
AG,1
AH,1
M,1
AJ,-1
AB,-1
AM,1
AL,1
AA,1
AC,-2
AA,-1
AH,-1
AK,-1
AA,1
L,1
K,1
S,1
Q,1
Q,-1
AL,-1
S,-1
AP,-1
AC,1
AA,-2
AA,2
AA,-2
AO,1
AA,1
K,-1
K,1
H,1
K,-1
AA,1
AC,-1
AA,-1
M,-1
AH,1
K,1
AC,1
AL,1
AL,-1
H,-1
U,-1
W,-1
AM,-1
AE,-1
AA,1
AM,1
K,-1
AH,-1
AR,-1
AR,1
L,-1
AE,1
AM,-1
L,1
W,1
AR,-1
AA,-2
W,-1
AR,1
AE,1
K,1
H,1
AE,-2
K,-1
AM,1
AC,-1
AN,-1
AM,2
AH,2
K,1
AH,-2
AM,-1
AL,1
AL,1
AC,-1
P,1
P,-1
K,-1
AM,1
K,1
AK,1
AL,1
AL,-3
AL,3
AH,2
AE,-1
AC,2
AE,1
AA,2
AI,-2
H,-1
K,-1
K,1
AC,1
P,1
AC,-2
AI,-1
AI,1
K,-1
AC,1
AC,1
AA,-2
K,1
AD,1
AA,1
AI,2
AI,-1
P,-1
AI,-2
AI,3
AG,-1
K,-1
AG,1
L,-1
AB,1
AI,-2
L,1
K,1
AA,1
AB,-1
AI,1
AI,1
H,1
AC,-2
AC,2
AH,-1
P,1
AC,-2
H,-1
AK,-1
AC,1
AA,-1
AH,1
AI,-3
AA,-2
AR,-1
K,-1
AA,2
AA,1
AR,1
AA,-2
AA,-1
H,1
AA,2
AG,-1
AA,-2
AK,1
AI,2
AG,1
AG,-1
AA,1
P,-1
L,-1
J,-1
U,1
AA,1
AI,1
J,-1
AC,-1
P,2
AA,-2
AH,-1
AL,-3
AA,1
J,-1
AL,3
P,-1
AA,1
J,1
M,1
AD,-1
J,2
AA,-2
AG,1
AL,-1
AM,-1
J,-2
AA,3
J,1
AA,-2
AC,-1
AM,1
AL,-1
AL,2
AC,3
AC,-1
AE,-1
AC,-2
AK,-1
AE,1
J,1
AL,-3
L,1
AL,1
AM,-2
AO,-2
H,-1
AO,1
AR,-1
AP,1
AN,1
K,1
M,-1
AA,-1
AE,-1
AE,1
AH,-1
H,1
AE,1
AR,1
AJ,1
AE,-1
AA,-1
H,-1
AG,-2
AA,1
AC,1
AJ,-1
AK,1
U,-1
AA,2
AH,1
AP,-1
AC,2
AG,2
AG,-1
AG,1
AH,-1
AF,1
AC,-2
AA,-2
AC,-1
AO,1
AC,3
K,-1
AF,-1
AF,1
AA,2
AG,-1
AA,-2
AQ,-1
AC,-2
AL,-1
O,1
U,1
AH,1
AA,2
AC,2
N,1
O,-1
AF,-1
K,1
AL,1
N,-1
AQ,1
AB,1
AO,-1
AG,1
AG,-2
AA,-2
AP,1
AL,-1
AG,2
AE,2
AE,-1
K,-1
AM,-1
AE,-1
AA,2
AP,-1
H,1
AE,2
AH,-1
AA,-2
K,1
AA,-3
K,-1
N,1
N,-1
AM,1
P,-1
P,1
M,1
AH,2
AD,2
M,-1
AE,-1
AI,-2
AO,1
AO,-1
AE,1
AO,1
K,1
K,-1
L,-1
AD,1
AD,-1
P,-1
AO,-1
M,1
AI,2
P,1
AD,1
AH,-1
J,-3
AL,1
J,3
J,-2
J,2
L,1
AD,-2
W,1
AE,-1
P,-1
K,1
M,-1
W,-1
W,1
S,1
AD,-1
AO,1
AB,-1
M,1
AE,1
AC,-1
P,1
AA,2
AC,1
AH,-1
AC,-3
H,-1
AC,3
AA,1
AA,-1
AL,-1
AH,1
AA,3
AC,-1
AH,1
AI,-1
S,-1
AI,-2
AA,-1
AC,-2
K,-1
AC,2
AC,-2
AI,2
H,1
S,1
K,1
AA,-1
AC,1
AD,1
AD,-1
Q,1
H,-1
AO,-1
AI,1
AI,-1
AA,1
H,1
AK,-1
AA,-3
AA,2
AI,-2
Q,-1
AO,1
H,-1
AE,-1
K,-1
AE,1
AI,2
AO,-1
AC,-1
AA,1
S,-1
L,-1
AI,1
AE,-1
AI,-3
AB,1
AR,-1
W,1
J,-3
AP,1
H,1
AA,-1
AD,1
V,1
AA,1
AA,-1
AG,-1
P,1
AG,1
AD,-1
L,1
V,-1
AP,-1
V,1
P,-1
AO,1
V,-1
K,1
S,1
M,-1
AO,-1
AD,1
AA,-1
M,1
AA,-1
AA,1
AO,1
AD,-1
AO,-1
Y,-1
AB,-1
AB,1
AG,-1
S,-1
AA,2
AQ,-2
S,1
S,-1
AR,1
P,1
AO,1
AA,-3
AA,3
AA,-2
AQ,2
AA,-2
P,-2
P,1
U,1
W,1
W,-1
U,-1
AA,2
AB,-1
S,1
AA,1
AB,1
AA,-2
AA,1
AA,2
AD,1
AQ,-1
U,1
W,1
P,-1
AK,1
U,-1
AD,1
M,-1
M,1
AD,-1
AQ,-1
AE,-1
AO,-1
M,-1
AP,1
U,1
AG,-1
AQ,1
N,1
P,1
S,-1
AA,-3
AA,1
P,1
AB,2
F,1
AC,2
AA,-1
U,-1
AA,1
AS,-3
H,-1
AC,-2
AQ,-1
AD,-1
AB,-1
AQ,1
AQ,1
P,-1
AK,-3
E,1
H,1
AA,1
AS,1
AQ,-4
H,-1
AQ,3
AE,-1
U,3
S,1
S,-1
N,1
AK,2
AS,-1
AB,1
AC,2
AK,1
C,1
AC,-1
N,-1
C,-1
AC,-1
