car,move
J,1
P,1
AJ,-1
P,-1
J,2
AJ,1
H,1
H,-1
AB,-1
AQ,-1
G,-1
AB,1
F,1
AJ,-1
O,1
J,-2
P,2
O,-1
AL,-1
AL,1
O,1
AH,1
AJ,1
AA,-2
AD,1
P,-1
J,1
J,1
AJ,-1
H,1
AP,-1
F,2
G,1
AP,1
G,-1
AB,-1
E,3
E,-3
AC,-3
AC,1
AJ,1
J,-2
E,1
Q,-1
AA,2
AD,-1
AE,-1
AQ,1
AQ,-1
P,-1
G,1
AJ,-1
AE,1
G,-1
G,1
AL,-1
AE,-1
AQ,-1
G,-1
AK,-1
E,2
P,1
J,2
E,-2
J,-1
P,-1
AH,1
AI,-1
F,-2
D,1
J,-2
J,1
J,-1
P,2
AI,1
AA,-2
AI,-2
AP,-1
AI,2
AK,1
AC,-1
AQ,2
AC,1
L,1
D,-1
K,1
AI,-3
H,-1
P,-1
AE,1
AQ,-1
F,1
AE,-1
AQ,1
F,-1
AC,-1
AI,3
AI,-2
AA,-1
AA,2
AP,1
AP,-1
AI,1
AP,1
AG,1
AE,1
F,1
E,1
AC,2
AC,-1
AP,-1
AA,-2
R,-1
AI,1
X,-1
R,-2
X,-1
AO,1
H,1
R,2
AA,4
AH,-2
X,1
AA,-3
AC,-1
AA,1
R,-1
R,1
P,1
AH,2
AH,-1
AC,2
AC,-1
AA,2
AA,-2
H,-1
AC,1
R,-1
AH,-1
AC,1
M,-1
AC,-3
AO,-1
M,1
AC,3
AO,1
W,-1
AA,-1
AG,-1
AH,1
R,-1
AC,-2
AC,1
AH,1
R,1
V,1
AA,2
K,-1
AA,-1
AA,1
AE,-1
L,-1
AK,-1
R,-1
Q,1
AO,-1
J,1
P,-2
J,2
C,1
C,-1
Q,-1
AI,-2
AP,1
J,-1
R,1
AE,1
H,1
AJ,1
R,-1
AI,-1
X,-1
V,-1
M,-1
AQ,-1
AQ,1
AA,-1
J,-1
J,1
AI,3
Y,-1
P,1
T,-2
AI,-2
H,-1
J,-2
AC,-2
AI,1
Y,1
T,1
AR,-1
V,1
J,2
AJ,-1
AI,-2
AC,2
AA,1
R,1
J,1
J,-1
AE,-1
P,-1
AI,3
J,-2
AP,-1
AP,1
AQ,-1
L,1
K,1
AI,-1
R,-1
AR,1
AA,-1
K,-1
P,1
AA,-1
AR,-1
X,1
K,1
AP,-1
AO,1
AA,-1
R,1
R,-1
AO,2
Q,1
AI,1
T,1
AE,1
AO,-3
AH,-2
M,1
H,1
AA,3
R,1
AA,-3
AA,3
P,-1
AO,1
AR,1
R,1
F,1
AL,1
AH,1
G,1
Q,-1
Q,1
AQ,1
AH,-1
AH,1
AE,-1
AQ,-1
C,1
AE,1
AK,1
AC,-1
AL,-1
AQ,-1
AK,-1
V,-1
AL,1
C,-1
AA,-1
Y,-1
AO,1
AR,-1
K,-1
R,-1
AC,-1
AB,1
AO,1
AD,1
K,1
AP,1
U,1
R,-1
AL,-1
AH,1
AI,-2
P,2
AI,1
AD,-1
P,-1
U,-1
C,1
K,-1
L,-1
R,2
R,-2
Y,1
V,1
AA,-1
J,3
AJ,1
AJ,-1
AE,-1
R,1
AE,1
J,-2
AA,1
G,-1
AQ,1
AP,-1
J,-1
E,1
C,-1
C,1
AP,1
AA,-1
AI,1
AD,1
AD,-1
AD,1
L,1
AQ,-1
P,1
M,-1
AQ,1
M,1
AP,-1
AH,-1
AD,-1
AM,-1
R,-1
E,-1
AP,1
G,1
R,1
R,1
K,1
C,-1
G,-1
AH,-1
AJ,1
N,-1
AB,-1
AC,2
R,-1
M,1
M,-2
AA,-1
AA,1
AA,1
AC,-2
T,-2
U,-1
AC,2
AC,-2
AC,1
P,-1
P,1
U,1
V,-1
AM,1
V,1
AC,-1
AJ,-1
AH,1
AD,1
AC,2
C,1
AC,-1
P,-1
AA,-2
AM,-1
P,1
AM,1
AA,2
AH,1
AD,-1
P,-1
AH,-2
R,-1
N,1
AA,1
AH,2
AA,-1
AQ,-1
AC,-1
AQ,1
AE,-1
AJ,1
R,1
AA,-2
G,1
AI,-2
AB,1
AI,1
C,-1
AQ,-1
AI,-2
P,1
AE,1
R,-1
AI,3
P,-1
AH,-2
V,-1
T,1
V,1
V,-1
P,1
G,-1
T,-1
P,-1
AJ,-1
R,1
AB,-1
T,2
R,-1
AC,1
