car,move
AB,-1
AQ,-1
J,1
AQ,1
J,-1
H,1
AL,-1
AC,-1
L,1
AA,-1
AA,1
P,2
AG,1
H,-1
AA,-2
AA,4
P,-2
AF,-1
AA,-2
L,-1
AN,-1
AA,2
P,1
AC,-2
G,-1
H,1
AC,3
AH,2
AC,-3
AH,-1
AD,1
L,1
AD,-1
P,1
AM,-1
AM,1
F,1
AM,-1
F,-1
AN,1
L,-1
AC,3
AN,-1
AA,-2
AA,-2
AJ,-1
AM,2
AJ,1
AH,-1
AL,2
AJ,-1
AA,2
H,-1
AC,-1
AA,-1
AA,1
AK,-1
N,-1
AJ,1
AJ,-1
N,1
AR,-1
P,-2
N,-1
AP,-1
J,1
AA,-1
AL,-2
AM,-1
J,-1
J,3
P,1
AC,-2
AO,-1
AO,2
AG,-1
AC,1
AC,-1
N,1
AM,1
AL,1
L,1
AQ,-1
L,-1
AH,1
AH,-1
AQ,-1
AL,-1
N,-1
J,-3
AM,1
L,1
AC,1
AM,-2
M,1
AH,2
AA,1
AR,1
AI,-3
AK,1
AI,3
AI,-2
AI,1
K,1
AI,-1
AO,-1
AN,1
AA,-3
AD,1
AA,1
AA,1
AI,2
AA,-2
H,1
AA,-1
AA,3
AC,-1
H,-1
AI,-2
AD,-1
AI,2
AO,1
AA,-2
AO,-1
AN,-1
AO,-1
AQ,1
AP,1
AH,-2
AB,1
AA,1
AJ,1
AA,-1
AQ,1
AA,1
AQ,-1
AK,-1
AA,-1
AA,1
M,-1
AH,2
AQ,1
AQ,-2
AA,-1
AH,-1
AB,-1
AC,1
AD,1
AA,1
AA,2
AQ,1
AQ,-1
AA,-3
AA,1
AH,1
AD,-1
P,1
K,-1
P,-1
AI,-3
AI,1
AI,2
L,-1
N,1
AH,-1
AA,2
AH,1
J,1
AR,-1
J,1
J,1
AJ,-1
F,1
AH,-1
E,1
AQ,1
AP,-1
AO,1
AD,1
AP,1
J,-3
AA,-1
AQ,-1
AQ,2
J,3
AG,1
AR,1
AH,1
J,-2
AN,1
AK,1
AG,-2
H,1
AJ,1
Q,-1
AD,-1
AH,-2
AL,1
Q,1
AG,2
AC,-1
J,-1
AC,2
AE,2
AE,-1
AA,3
AA,-4
AA,4
P,-1
AA,-1
AA,-1
W,1
AC,-1
AK,-1
W,-1
AR,-1
J,1
AJ,-1
AA,1
AE,-1
H,-1
