car,move
O,1
AQ,-1
J,3
D,1
A,-4
J,-1
A,4
A,-1
A,1
P,1
P,-1
P,1
D,-1
O,-1
J,1
AJ,-1
L,1
AF,-1
AQ,1
G,-1
L,-1
L,1
AF,1
AA,-2
AH,1
F,1
AA,2
AP,-1
AF,-1
AD,1
K,1
AG,-1
AD,-1
AA,-1
AL,-1
AA,-2
AE,-1
AP,1
E,1
Q,-1
AP,-1
AB,1
AQ,-1
AS,-3
AS,1
H,1
AA,2
AQ,1
AA,-4
AS,2
AA,3
AH,1
AI,-2
AS,-2
AI,1
AI,1
AG,-1
AI,-2
AS,2
AA,-1
AP,1
AS,-1
AA,2
AP,-1
J,1
AG,1
AS,-1
AA,-4
AO,1
AI,1
AS,-1
AB,-1
AG,-1
AG,2
AG,1
AI,-2
K,-1
AI,2
AO,-1
L,-1
J,-4
J,3
AG,-2
P,-1
AI,-2
J,-3
Q,1
AG,1
P,2
P,-1
C,1
AE,1
AQ,-1
J,2
AO,2
AE,-1
AF,1
AI,1
J,-2
AI,-1
AB,-1
AO,-2
AI,1
AI,1
J,3
AC,-3
AK,-1
AI,-2
AI,2
AO,1
AK,1
AI,1
AC,2
AI,-3
AQ,1
AG,1
AI,2
AC,1
O,1
P,-1
O,-1
AE,1
O,1
AE,-1
J,1
F,1
AO,-1
AI,-1
AP,1
E,1
P,1
AG,-1
AJ,1
AI,1
J,-3
J,-1
C,-1
L,1
R,-3
AI,1
R,1
P,-1
AH,-1
AM,-1
AC,-1
AK,-1
L,-1
AK,-1
AC,-2
R,-1
J,2
J,-2
AJ,-1
P,2
AJ,1
AQ,-3
Q,-1
R,3
R,-3
P,-1
AK,-3
AR,-5
AR,4
X,-1
M,-1
AR,-3
AJ,2
T,-1
AP,-1
AR,1
AB,1
W,-1
AR,-1
V,1
Q,1
V,-1
W,1
AO,3
AO,-1
AK,1
C,1
T,1
M,1
R,1
AO,1
P,-1
AE,1
AR,1
AP,1
AJ,-2
L,1
AM,1
C,-1
AQ,-2
AR,2
AQ,4
AK,2
AQ,-3
AH,1
K,1
AH,-1
AG,2
AL,1
AH,-1
Q,-1
AJ,-1
AG,-1
AJ,2
AG,-1
AH,1
AA,1
R,-1
AK,-1
X,1
AQ,-1
R,2
X,-2
R,-2
R,1
AJ,-2
AB,-1
AB,1
M,-1
AJ,2
AE,-1
AJ,-2
AK,2
AB,-1
R,-1
AQ,4
AK,-3
AK,3
AK,-2
M,1
W,-1
R,1
R,-1
W,1
R,1
R,-1
AR,-2
X,1
AC,2
P,1
AC,-2
AQ,-3
AK,-1
AQ,3
R,2
AC,1
AP,-1
AA,-1
W,-1
AL,-1
AO,-2
K,-1
AQ,-3
X,-1
AL,1
P,-1
AO,1
AQ,-1
L,-1
AL,-1
J,1
AQ,4
R,-1
AM,-1
J,-1
R,1
P,1
AM,1
AC,1
X,1
AM,-1
R,-2
V,1
Q,1
AO,-1
AR,-1
Q,-1
M,-1
M,1
V,-1
R,1
AR,1
AK,1
AR,2
AO,2
J,1
P,-1
AC,1
M,-1
J,-1
X,-1
Y,-1
T,-1
AO,-2
AC,-3
AK,-2
U,2
T,1
AR,-1
X,1
T,-2
U,-2
U,2
P,1
AR,1
AK,2
AO,-1
AP,1
AQ,-2
AQ,3
T,2
AQ,-1
AJ,1
L,1
AK,-1
AJ,-1
T,-2
AC,2
AR,-1
R,-1
AM,1
AC,-2
AR,2
T,1
AH,1
U,-1
X,-1
AK,2
R,1
AK,-1
AR,-2
AJ,1
P,1
AC,1
L,-1
AC,1
AJ,-1
AR,2
R,-1
AC,-2
AQ,-2
AI,-2
AK,1
AB,1
AQ,2
AQ,-2
AI,-1
AP,-1
N,1
P,-1
AR,-1
AK,-3
AQ,3
X,1
AQ,-4
AK,4
AQ,4
AK,-2
AK,1
U,2
L,1
Q,1
AK,-1
AQ,-3
Y,1
AI,2
AQ,-1
AP,1
AR,1
AI,-1
T,1
W,1
AI,1
AP,-1
P,1
AI,-1
AR,-3
N,1
U,1
AQ,3
R,1
AO,3
AB,-1
AR,2
T,-1
AR,-1
AK,1
AQ,-3
N,-1
X,1
AK,-1
N,-1
AO,-1
X,-1
AR,2
AQ,3
AO,-2
T,1
AK,3
AK,-1
N,1
K,1
N,1
AK,1
P,-2
AC,3
U,-1
C,1
U,1
N,-1
C,-1
P,2
AA,1
R,-1
AI,1
AA,-1
AO,2
Q,-1
AC,-1
X,-1
W,-1
AK,-1
W,1
AA,3
X,2
AO,-1
AO,1
X,-2
P,-1
AA,-3
N,-1
M,1
R,2
AK,1
P,1
N,1
N,1
AC,-2
AQ,-1
AB,1
AQ,-1
P,-1
AI,-1
AO,-2
AQ,2
W,-1
AK,-3
AQ,-2
AA,1
X,1
AK,2
M,1
P,-1
R,-1
AE,1
Q,1
AB,-1
V,1
V,-1
AK,-3
AQ,3
AQ,-3
R,1
AK,3
AR,-1
V,1
AC,1
AR,1
P,2
V,-1
AK,-2
AK,2
AQ,3
P,-2
AK,1
AK,-1
R,-2
AI,-1
R,1
P,1
M,-1
AD,1
AQ,-1
AC,-1
P,1
V,1
V,-1
P,-1
N,-1
V,1
AA,-1
AQ,-1
C,1
N,1
AB,1
C,-1
AQ,-1
AP,1
AQ,3
P,-1
N,-1
AK,-2
P,2
AA,3
Q,-1
AD,-1
M,-1
AG,1
T,-1
H,-1
AP,-1
Q,1
AO,1
AK,3
T,-1
AK,-3
AO,-1
AB,-1
T,1
AG,1
AD,1
AC,2
P,-1
R,-1
AC,1
H,1
K,-1
N,1
N,-1
AD,-1
Q,-1
AK,-1
AE,-1
Q,1
N,-1
AR,-1
H,-1
AC,-2
R,1
V,-1
AK,1
AC,1
N,1
C,1
AO,1
AO,-1
K,1
V,1
AK,1
AI,2
C,-1
V,-1
