car,move
AQ,-1
J,1
AA,-1
J,2
G,-1
N,-1
M,1
O,1
J,-2
P,1
AH,1
M,-1
P,-1
AD,1
AQ,1
O,-1
N,1
P,1
P,1
J,-1
AG,1
AA,1
AA,-1
AA,-1
AF,-1
AE,1
N,-1
AA,4
AL,-1
H,1
N,1
L,1
K,1
N,-1
W,1
AL,1
P,-2
AA,1
N,1
W,-1
AA,-4
AA,4
AA,-4
AE,-1
AL,-1
AL,1
AL,-1
AL,1
AD,-1
AL,-1
P,1
F,1
AM,-1
AE,2
AA,-2
AD,1
AD,2
AM,1
AD,-1
AD,-2
P,1
AD,1
AE,-1
W,1
AE,1
AH,1
AJ,-1
AH,-1
AE,-1
H,-1
AL,1
AL,-1
AH,1
AA,4
AP,-1
S,1
P,-1
AA,-4
H,1
S,-1
E,1
AA,1
K,-1
AO,1
AA,3
AO,-1
AI,-2
AB,-1
P,-1
AA,-1
AA,1
K,1
AO,1
AC,-1
AI,-1
AD,-1
AK,-1
W,1
P,2
W,-2
AA,-1
AA,-4
AA,2
AA,-3
AI,3
W,1
P,-2
C,1
AG,-1
W,-1
AI,-1
AE,-1
AQ,-1
AR,-1
AD,1
AG,-1
AI,-2
K,-1
AR,1
P,2
L,-1
AD,-1
AO,-1
J,1
AC,-1
AO,1
AO,1
AK,1
J,-1
AI,1
AP,-1
AC,1
AI,2
AI,-1
P,-2
AE,-1
AO,-2
L,1
AP,2
AC,-2
AG,-1
AP,-2
AO,1
L,-1
AQ,1
P,1
AC,1
C,-1
AC,1
L,1
P,1
L,-1
AK,-1
AR,-1
E,-1
L,1
AG,1
P,-2
AQ,-1
AO,1
AI,-2
P,2
AI,3
AP,1
AH,-1
K,1
P,-2
AG,-1
AO,1
E,1
AL,1
AC,-1
AP,1
AG,1
AC,-1
AC,2
AA,1
C,1
C,-1
AP,-1
AA,-1
AL,-1
AG,1
E,-1
AH,1
F,-1
AC,-2
AF,1
AE,1
AI,-2
AQ,-1
AF,-1
P,2
AF,1
AC,1
AA,2
P,-1
AO,-3
G,1
AO,1
H,-1
AQ,2
AI,-1
AC,1
AI,3
G,-1
AA,3
P,-1
AA,-1
K,-1
AC,-1
N,-1
AI,-3
H,1
AI,1
AI,1
AQ,-2
AI,-2
L,-1
P,1
J,2
AR,1
AK,1
U,-1
AE,-1
AE,1
AO,-1
AP,1
H,-1
P,-1
AK,-1
AF,-1
AI,1
U,1
AE,-1
AC,-1
H,1
AF,1
J,-1
M,1
P,2
M,-1
AC,1
J,-1
AA,-1
L,1
M,1
AQ,2
AR,-1
AI,1
AR,1
AE,1
AQ,-2
AK,1
L,-1
AI,1
AJ,1
O,1
D,1
AQ,2
AG,1
AC,1
AC,-2
L,1
L,-1
AC,2
AK,-1
AA,2
P,-1
AG,-1
AC,-1
J,1
J,2
AK,1
AE,-1
AA,-2
AI,-1
AA,1
AI,-2
AA,1
AQ,-1
AQ,-1
J,-3
AE,1
AK,-1
AR,-1
AA,-2
AD,1
AC,-1
AD,-1
AI,1
J,3
AI,1
AA,1
A,-1
B,-1
J,-1
AB,1
AI,-2
AA,-1
J,-1
AE,-1
J,-1
B,1
AB,-1
P,1
P,-1
P,1
AR,1
P,-1
AE,1
H,-1
H,1
AI,3
AC,1
AR,-1
AA,2
AA,-1
AA,1
AH,-2
L,1
AA,-2
AQ,2
L,-1
L,1
AM,-1
B,-1
H,-1
AR,1
AC,-1
AH,1
AK,1
AB,1
AH,-1
AH,1
AM,1
K,1
AD,1
AB,-1
AA,1
H,1
P,1
AA,-3
J,-1
AH,1
AI,-3
AQ,-2
P,-2
AI,2
AA,-1
P,1
AA,1
AI,1
AA,1
AA,-1
P,1
AQ,1
AA,2
AA,-1
AI,-1
AK,-1
AC,1
AA,-2
P,-1
AA,4
M,-1
K,-1
AK,1
K,1
AK,-1
AQ,-1
AA,-4
P,-1
N,1
N,-1
AI,1
P,1
AQ,1
U,-1
AJ,-1
AC,1
AJ,1
K,-1
AJ,-1
AI,-2
AD,-1
AP,-1
J,1
K,1
AA,4
AI,2
P,-1
AH,-2
AR,-1
U,1
P,1
AC,-1
AP,1
AR,1
AH,1
AP,-1
AQ,1
AA,-3
AA,3
AD,1
AA,-3
AD,-1
AC,-1
AG,1
AL,1
AA,2
AO,1
AC,1
AR,-1
AL,-1
AA,2
AL,1
AH,-1
AC,1
AA,-2
J,-1
AA,-1
AA,1
AO,-1
H,-1
N,1
AC,-1
AA,2
AH,1
P,1
J,1
AA,-3
AD,1
F,1
AD,-1
AL,-1
AP,1
AH,-1
H,1
J,-1
AC,1
J,1
E,1
AA,-2
P,-2
AH,1
AP,-1
Q,-1
AC,-1
AD,1
P,1
AA,3
H,-1
K,-1
AA,3
J,-1
J,1
AL,1
H,1
Q,1
AR,1
P,-1
AK,1
E,-1
B,1
AL,-1
AM,-1
AA,-2
L,-1
AC,1
J,1
J,2
AG,-1
H,-1
F,-1
P,1
AG,1
AA,2
AO,1
H,1
AO,-1
A,1
J,-2
H,-1
G,1
AC,-1
AC,1
J,2
J,-3
AA,-2
AG,-1
J,2
H,1
AQ,-1
A,-6
AD,-1
B,-5
AC,-1
AK,-1
AA,-1
AK,1
AM,1
AP,1
AE,-1
AC,1
I,-1
AQ,1
AE,1
AK,-1
AL,1
AH,-1
AP,-1
J,-3
B,-1
L,1
H,-1
H,2
AA,1
B,1
AL,-1
AH,1
AR,-1
AH,1
AP,1
AI,-2
H,-1
J,1
AC,-2
B,1
B,-1
AC,1
K,1
AQ,-1
AA,1
AQ,1
AA,-1
B,2
AA,-1
J,-1
B,-2
AP,-1
AG,1
AD,1
AA,-1
J,1
H,1
J,-1
A,1
AO,1
B,3
AA,-3
G,-1
P,1
K,-1
AA,1
B,-2
AG,-1
AI,2
AI,-3
AR,1
AQ,-1
AI,3
AI,-1
K,1
H,1
H,-1
AC,1
AC,-2
AA,4
AQ,1
P,-1
A,-1
AK,1
H,-2
H,1
AC,3
AC,-1
H,-1
I,1
B,2
AD,-1
AK,-1
A,1
AE,-1
J,1
AE,1
D,-1
B,1
AO,-1
P,1
AC,-1
P,-2
P,2
AI,1
AA,1
AK,1
AC,1
H,-2
A,-1
P,-2
AG,1
AK,-1
B,1
AH,-1
AH,-1
AR,-1
H,1
AC,-1
AM,-1
AO,1
H,2
AG,-1
N,-1
AC,1
O,-1
O,1
AG,1
U,-1
P,2
B,-3
B,2
B,-1
AH,1
AH,-1
AO,-1
P,-2
I,-1
J,-1
AG,-1
A,1
AO,1
P,1
H,2
AG,1
AR,1
AA,1
B,-1
AR,-1
H,-2
P,-1
H,1
AR,1
AH,1
H,-3
AM,1
AH,-1
AC,-1
P,2
AR,-1
AA,-4
I,1
AR,1
AA,3
AA,-1
AM,-1
U,1
K,-1
AG,-1
B,1
AA,-1
AH,1
AR,-1
AM,1
A,-1
P,-1
AH,-1
H,1
U,-1
AH,2
AI,-2
AO,-1
AQ,-2
I,-1
J,1
AD,1
A,1
O,-1
H,2
AQ,2
AR,1
AR,-1
O,1
AG,1
AI,2
AI,-3
AP,1
AC,-1
AI,2
L,-1
AI,1
H,-1
AB,1
H,-2
I,1
B,-1
J,-1
B,1
AJ,1
AH,-1
J,2
AA,1
J,-2
U,1
J,4
B,1
AD,-1
AJ,-1
N,1
J,-3
AE,-1
H,1
AH,1
B,-2
I,-1
H,-2
AE,1
J,-1
J,4
H,4
AR,1
J,-2
F,2
AA,-1
F,-1
AG,-1
AR,-1
A,-1
F,3
AB,-1
J,1
AE,-1
D,1
AQ,-2
J,-2
G,1
J,1
J,2
AP,-1
L,1
AO,2
AQ,1
AO,-1
AH,-1
A,3
H,1
AO,2
AP,1
B,1
K,1
B,-1
A,-3
AC,1
G,-1
F,1
AQ,-1
B,-1
AA,-3
P,-1
G,1
B,2
AC,-1
AM,-1
A,3
AP,-1
AO,-2
A,1
AQ,2
A,-4
AO,-1
G,-1
E,1
AB,1
AP,1
N,-1
C,1
AR,1
P,1
E,1
D,-1
AA,2
AG,1
M,1
F,-2
M,-1
A,-1
A,2
AG,-1
AA,1
A,-2
AR,-1
H,-2
H,2
AP,-1
M,1
M,-1
AA,-1
AG,1
B,-1
U,-1
AB,-1
AC,2
F,1
A,2
AC,-1
C,-1
R,-1
A,-1
B,1
AR,1
AG,-1
D,1
AQ,-1
AA,2
AC,-1
AC,1
C,1
R,1
AA,-1
AE,1
AH,-1
AA,2
AO,1
A,1
AQ,1
A,-1
A,-1
R,-1
AA,-2
AH,1
AG,1
AH,-1
U,1
AC,-1
AG,-1
AQ,-2
AH,1
AB,1
H,-1
AR,-1
H,1
R,-1
AA,-1
A,2
AO,1
N,1
H,-1
AE,-1
R,1
AO,-2
AR,1
H,1
R,1
C,-1
AA,2
B,-2
AB,-1
F,1
B,1
AP,1
R,-2
AM,1
X,-1
G,1
AQ,1
A,2
AJ,1
AR,-1
AB,1
X,1
AQ,-1
B,1
AA,-1
AA,-1
A,-1
AQ,2
AA,-2
B,-1
AQ,-1
X,-1
W,-1
AA,1
AR,1
R,-1
AA,2
AL,1
AQ,-1
Q,-1
F,-1
AQ,2
AR,-1
R,1
K,-1
AQ,-2
R,-1
L,-1
AQ,2
AQ,-2
B,1
AJ,-1
AR,1
H,-1
AP,-1
M,-1
B,-2
B,1
J,-3
A,-1
L,1
AA,1
AE,1
M,1
B,-1
AQ,1
Q,1
AP,1
AQ,-1
AE,-1
AQ,1
AE,1
W,1
AJ,1
AD,1
A,1
AD,-1
R,1
Q,-1
W,-1
AQ,-1
J,-1
X,-1
M,-1
AE,-1
AE,1
X,1
P,1
B,2
D,-1
T,-1
L,-1
Y,-1
B,-1
J,2
AA,-1
AK,1
Q,1
D,1
AH,-1
AA,1
AA,-1
D,-1
A,-1
A,1
AK,-1
AH,1
AJ,-1
AR,-1
AQ,2
AR,1
A,-2
T,-1
P,-1
AQ,-1
J,1
A,1
Y,1
AK,1
C,1
AA,1
A,-1
P,-1
B,1
AQ,1
AG,1
T,2
G,-1
G,1
Y,-1
AH,-1
O,-1
J,1
AP,-1
P,1
AP,1
AJ,1
J,-2
A,-1
P,-1
J,-1
J,3
J,-2
J,-2
J,4
T,-1
U,1
A,1
P,1
G,-1
AH,1
AB,-1
A,-1
T,1
AH,-1
AG,-1
AC,3
AC,-1
J,-4
P,1
A,1
N,1
AL,-1
J,1
AQ,-1
E,1
E,-1
AQ,1
AC,1
N,-2
AH,2
AC,-1
B,-1
AC,-1
U,-2
Y,1
AI,-3
O,1
M,1
P,-2
L,1
AC,-1
B,1
AJ,-1
AI,3
U,1
K,1
AQ,-1
J,-1
AE,-1
R,1
K,-1
B,-1
N,1
C,-1
K,1
J,1
AK,-1
W,1
AQ,1
N,-1
R,-1
AC,2
X,1
F,-1
M,-1
J,-1
X,-1
B,1
AG,1
AC,-1
C,1
AJ,1
A,-1
X,1
H,1
AA,2
AJ,-1
AI,-3
M,1
H,-1
P,2
N,1
AR,-1
F,1
M,-1
D,1
D,-1
AI,3
E,1
F,-1
AP,-1
AP,1
B,-1
AP,-1
H,1
F,2
AO,1
AA,-2
AA,-4
