car,move
AQ,-1
AQ,1
H,1
P,1
J,3
AA,-2
O,1
AG,1
AA,2
J,-3
AJ,-1
AG,-1
AL,-1
H,-1
AH,2
AH,-1
AL,1
AH,-1
AQ,-1
L,1
AQ,1
K,1
D,1
AA,-2
A,-5
A,3
AL,-1
A,-3
AH,1
K,-1
AG,1
A,1
AM,-1
AA,2
AJ,1
A,4
AA,1
A,-4
AB,-1
AA,-1
P,1
A,4
AA,2
D,-1
AA,-3
AC,-3
AB,1
AB,-1
AM,1
AD,1
AC,1
AA,2
AH,1
AH,-1
L,-1
J,1
AC,2
O,-1
P,-2
H,1
AC,-2
P,1
J,2
AJ,-1
AM,-1
J,-3
AF,-1
AE,1
AM,1
H,-1
L,1
AL,1
AD,1
H,1
P,1
H,-1
AK,-1
AD,-2
AD,1
AA,-3
K,1
AA,1
W,1
K,-1
P,-1
W,-1
AE,1
AE,-1
AA,-1
AC,-1
W,1
S,1
L,-1
P,1
G,-1
N,-1
AP,-1
P,-1
L,1
AR,-1
H,1
AE,1
AD,-1
H,-1
P,1
P,-1
U,-1
P,1
S,-1
L,-1
AC,2
AA,1
AA,1
AP,1
AD,1
S,1
AJ,1
AA,-1
L,1
Q,1
AE,-1
P,-1
AD,-1
AC,-1
K,1
U,1
M,1
M,-1
H,1
AA,-2
P,1
Q,-1
AA,6
P,-1
AA,-2
AA,-3
AA,1
P,1
AA,1
AC,1
AD,1
M,1
AA,1
AA,-5
S,-1
AJ,-1
AG,-1
S,1
P,-1
AA,1
AA,2
P,-1
AA,1
AR,1
AG,1
AJ,1
AA,1
S,-1
W,-1
AD,-1
AA,2
P,2
AC,-1
AA,-4
AA,2
K,-1
AA,2
AR,-1
P,-2
AD,2
AC,-1
AR,1
AG,-1
AD,-1
AK,1
AC,2
AE,-1
AL,-1
AD,-1
M,-1
AC,1
AF,1
AC,-2
AK,-1
U,-1
H,-1
AC,-1
AK,1
AC,3
H,1
U,1
AC,-2
O,1
H,-1
AL,1
AG,1
L,-1
AC,1
P,1
U,-1
AA,-4
AD,1
J,2
D,1
AL,-1
AA,2
AA,-1
AG,-1
AH,1
H,1
AC,-1
J,-1
AG,1
AA,-2
AC,1
U,1
AD,-1
N,1
A,-1
AA,1
AH,-2
AH,2
AI,-3
AI,1
F,1
P,-1
AD,1
AA,1
AI,-1
AC,-1
AA,1
AI,1
F,-1
AC,1
H,-1
AJ,-1
G,1
AD,-1
AI,-1
P,2
AA,-2
AI,2
H,1
P,-2
AA,1
J,1
A,-1
J,-2
A,-4
AE,-1
A,5
AE,1
A,1
AJ,1
AC,1
AA,-1
G,-1
F,1
AJ,-1
AG,-1
AE,-1
F,-1
AP,-1
AC,-1
F,1
A,-1
AK,-1
L,1
AA,1
AA,-1
F,-1
AI,1
N,-1
AI,-3
AK,1
AO,1
L,-1
P,2
P,-2
AI,2
A,1
AA,1
AI,-1
U,-1
AA,-1
AC,1
AC,-3
AI,2
U,1
AG,1
AC,2
P,2
AA,1
D,-1
AK,-1
AC,-1
AI,-3
J,1
P,-2
U,-1
AG,-1
AQ,-2
AQ,2
O,-1
J,-1
P,1
AA,-1
AF,-1
AR,-1
AE,1
P,1
AQ,-1
AA,-1
AA,2
AO,-1
AP,1
AR,1
AA,-2
AD,1
AI,1
AN,-1
AC,1
AA,1
AC,-1
AQ,1
AM,1
H,-1
AC,-1
AI,2
P,-1
AJ,1
L,1
AQ,-2
K,1
U,1
AR,-1
AQ,1
AC,2
H,1
AH,-1
AC,-2
AH,1
AD,-1
AJ,-1
AH,-2
AA,-4
AC,2
AA,5
AH,1
AH,1
AR,1
AA,-3
AE,-1
U,-1
AA,-2
AA,1
AJ,1
AR,-1
AA,3
K,-1
AA,1
AR,1
AJ,-1
AE,1
AI,-3
AJ,1
AQ,1
AI,3
AK,1
U,1
P,1
AH,-2
L,-1
U,-1
AA,-1
P,-2
U,1
M,1
AM,-1
AC,-2
P,2
AM,1
AB,1
AB,-1
AC,2
AK,-1
AH,2
AG,1
M,-1
L,1
AD,1
M,1
L,-1
AM,-1
M,-1
AI,-1
AO,-1
AD,-1
L,1
AC,-2
K,1
AA,-3
AA,3
AA,-3
AA,2
AA,-2
AA,-1
AC,1
AC,1
AA,5
AA,2
AA,-4
AO,1
AA,2
K,-1
AD,1
AA,-1
M,1
H,-1
AI,1
P,-2
AJ,-1
P,1
AI,-2
AG,-1
L,-1
AA,1
AG,1
AI,-1
AD,-1
P,1
AP,-1
M,-1
AA,1
