car,move
AQ,-1
AB,-1
P,2
G,-1
AF,-1
AE,1
G,1
G,-1
P,-2
J,3
AE,-1
J,-3
AJ,-1
L,1
N,-1
N,1
AE,1
N,-1
AH,1
AD,1
AC,-1
L,-1
U,-1
U,1
AC,1
U,-1
U,1
AQ,1
AD,-1
H,1
AC,-2
J,2
AJ,1
AC,2
U,-1
AG,1
AG,-1
AE,-2
AQ,-1
AN,-1
AC,-2
AM,1
AQ,-1
AL,-1
AK,-1
J,-2
J,2
J,-2
AK,1
AM,-1
U,1
AN,1
J,2
AK,-1
AQ,1
AH,1
P,1
AG,-2
P,-1
AQ,-1
AQ,2
AG,1
AE,1
J,-2
AQ,-2
AR,-1
J,2
AG,1
AI,-3
AQ,1
AA,-1
AI,3
U,-1
AR,1
AK,1
AI,-1
AI,1
AJ,-1
AD,1
AI,-1
J,1
AI,-1
J,-2
AA,1
AE,1
P,1
AD,-1
AE,-1
AP,-1
AD,1
AE,1
AI,-1
J,-1
AI,3
AI,-1
AD,-1
J,1
AQ,1
J,-1
AP,1
AD,2
P,-1
AG,1
J,1
AI,1
H,-1
AD,-1
P,1
J,1
H,1
U,1
P,-1
AA,1
W,1
J,-2
AH,-1
P,2
H,-1
P,-1
J,2
AD,-1
J,1
AM,-1
J,-1
J,-1
AC,2
AD,1
AA,-2
AJ,1
W,-1
AD,-1
P,-1
AA,3
AC,-2
AM,1
AH,1
AA,1
AC,-1
U,-1
AD,1
AD,1
AC,2
AD,-2
AE,-1
AA,-3
AJ,-1
AI,-1
AA,1
AI,-2
AP,-1
AI,2
AE,-1
AE,1
AD,1
AI,1
AN,-1
P,2
AI,-2
AP,1
AA,-1
AK,-1
AA,1
AR,-1
AM,1
AD,-1
J,-1
AA,-2
AA,1
U,1
AI,-1
AP,-1
U,-1
AG,-1
AQ,-1
AR,1
P,-2
AI,3
AH,-2
AR,-1
H,1
J,2
AQ,1
AM,-2
AG,1
AP,1
AO,-2
P,1
J,-1
AC,-1
AH,1
AP,-1
J,-1
AD,1
AO,3
AR,1
P,-1
H,-1
AD,-1
AK,1
H,1
U,1
AC,2
U,-1
J,1
AM,1
J,-1
AA,1
AD,1
AN,1
H,-1
U,1
N,1
AD,-1
AA,-2
L,1
AH,1
AI,-2
AA,1
AI,-1
AC,-1
AI,1
N,-1
AI,2
AH,-2
AL,1
K,1
AC,-1
AL,-1
AG,-2
N,1
AH,1
F,1
AQ,-2
AE,-1
P,1
P,1
AE,1
F,-1
AO,-1
K,-1
H,1
AO,1
L,-1
N,-1
J,1
AE,-1
P,-2
AA,-1
AE,1
J,1
M,1
AA,1
AG,1
P,1
J,1
J,-3
H,-1
AA,-1
AQ,2
AE,-1
AE,2
AG,1
AC,2
AA,1
L,1
P,-1
AE,1
AC,-2
AK,-1
AH,1
AH,-2
P,1
AA,-1
L,-1
J,3
J,-1
AC,1
M,-1
J,-1
AH,1
H,1
AM,-1
AM,1
AR,-1
J,1
U,-1
AM,-1
AH,-1
AC,-2
P,-1
AM,1
AH,2
AH,-1
H,-1
AC,1
J,-2
AD,2
AO,-1
J,2
AA,1
AL,1
AO,1
AE,-1
AC,1
AA,1
J,-1
AD,-2
J,-1
W,1
AC,-1
AR,1
AK,1
U,1
L,1
AL,-1
AM,-1
AC,1
P,1
AH,-1
AC,1
U,-1
P,-1
AO,-1
AO,1
K,1
P,1
P,1
P,-1
AM,1
AH,1
AM,-1
AH,-1
AC,-2
P,1
AC,1
AA,-3
AM,1
AO,-1
AG,-1
AG,1
AA,1
H,1
AM,-1
AC,1
S,1
AA,-1
AC,-2
AM,1
AG,-1
AA,1
AG,1
AA,-1
AH,2
AI,-3
AA,-3
K,-1
AC,2
K,1
AG,-1
AA,3
W,1
AA,2
AA,-5
AA,1
AA,4
H,-1
W,-1
AG,1
P,-1
K,-1
AA,-1
AE,1
AC,-1
AO,1
S,-1
U,1
AK,-1
AI,2
AE,-1
S,1
N,1
N,-1
M,1
AA,-1
L,-1
AC,-1
M,-1
M,1
AR,-1
AE,1
AR,1
AC,1
AE,-1
Q,1
AR,-1
AI,-2
H,1
M,-1
AA,1
P,-1
N,1
W,2
AE,-1
AA,2
G,1
P,1
AO,-1
Y,-1
AR,1
Y,1
AP,1
AN,-1
AD,1
Y,-1
AJ,1
Y,1
AO,-1
AK,1
L,1
AK,-1
AA,-3
AG,-1
H,-1
AA,1
AO,1
Y,-1
AA,1
AO,-1
AR,-1
P,-1
K,1
P,2
AG,1
Y,1
AC,-1
Y,-1
AD,-1
AA,-3
AA,6
AA,-2
Q,-1
U,1
AA,-3
AA,-1
AC,1
S,-1
H,1
AD,1
AO,1
AA,-2
AM,1
S,1
K,-1
Q,1
P,-2
P,2
N,1
L,-1
AR,1
P,-2
AM,-1
AO,-1
J,1
Q,-1
P,2
P,-1
J,2
Q,1
AG,-1
AQ,-1
AJ,-1
Q,-1
G,1
AC,-2
AP,-1
J,-3
L,1
Q,1
AO,2
G,-2
K,1
G,1
AM,2
AB,1
W,1
P,1
K,-1
AI,3
AH,-1
P,-2
AO,1
