car,move
AH,1
AG,1
O,1
AB,-1
L,1
L,-1
AB,1
L,1
AB,-1
D,1
A,-3
AA,2
AA,-1
B,-3
J,-1
AA,2
AH,-1
AG,-1
AC,-1
I,-1
L,-1
J,1
J,-1
J,1
J,3
I,1
A,-3
G,-1
B,-1
H,1
B,4
G,1
AC,-2
A,1
J,-2
J,-1
B,-2
P,1
B,2
J,2
A,4
A,-1
AG,1
A,2
A,-3
AC,2
B,-1
H,-1
H,1
AC,-1
AA,-2
J,-1
A,-3
B,-1
AL,-1
P,-1
B,-3
J,1
B,1
B,3
B,-1
H,-1
AM,-1
A,1
AA,2
A,3
I,-1
AK,-1
H,2
AA,-2
A,-4
AM,1
AM,-1
AC,1
P,1
A,1
AA,2
AH,1
AA,-1
A,3
A,-4
A,3
B,-1
AA,1
AH,-1
AA,-4
AK,1
AM,1
J,-3
AA,-1
AA,3
L,1
AM,-1
H,1
B,1
AA,1
AK,-1
A,-1
A,2
AR,-1
H,-1
H,1
K,1
AA,-4
AR,1
A,-3
AA,-4
AA,4
AJ,-1
AH,1
AA,1
A,3
AA,-2
AR,-1
A,-2
AG,-1
B,-1
AA,2
B,-1
AQ,-1
A,-1
P,-1
AP,-1
K,-1
AA,1
AE,-1
G,-1
K,1
P,1
AR,1
N,-1
H,-3
K,-1
L,-1
P,1
AO,1
L,1
AR,-1
N,1
P,-1
P,1
L,-1
AM,1
H,3
AO,2
B,1
B,-1
AL,1
AA,-1
H,-1
G,1
G,-1
AC,-2
AB,1
F,1
J,1
AO,-3
AO,2
AQ,-1
B,2
A,-1
AR,1
AL,-1
AO,-2
AO,1
L,1
D,-1
H,-3
AQ,1
AQ,-1
AK,1
L,-1
H,3
AB,-1
AC,1
L,1
F,-1
AM,-1
H,-3
J,-1
AC,-1
H,1
P,-2
AM,1
O,-1
AM,-1
I,1
AE,1
B,1
J,1
AQ,1
AD,1
AC,1
J,-1
G,1
G,-1
AQ,1
AC,2
J,1
AF,-1
AC,-2
J,-1
AN,-1
AO,-2
N,-1
L,-1
P,2
AC,-1
M,1
AC,1
P,-1
L,1
A,1
AC,1
AA,1
K,1
AO,2
AO,-1
P,1
B,-2
AK,-1
AC,-1
AA,-3
B,1
AP,1
AQ,-2
P,-1
AR,-1
AM,1
P,1
AQ,1
M,-1
AM,-1
P,-1
AJ,1
P,1
AD,-1
AJ,-1
AH,-1
AA,2
AO,-2
B,1
AA,-2
H,1
AA,2
AC,1
AC,-1
AJ,1
U,-1
P,-1
AQ,-1
AH,1
AQ,2
AD,1
AC,1
AD,-1
AA,-5
A,-1
AR,1
AO,2
AC,-2
AB,1
AA,3
AK,1
AA,-1
AA,3
AQ,-1
AQ,-1
AA,-5
AQ,2
AB,-1
AE,-1
AC,1
AA,3
AO,-1
AC,1
AA,1
AM,1
AJ,-1
H,-1
AK,-1
AH,1
B,-1
A,1
AQ,-1
AJ,1
J,1
AA,2
H,1
AR,-1
B,2
AA,-5
AH,-1
B,-3
P,1
B,3
AA,5
AR,1
AC,-1
AA,-6
AC,1
B,-2
H,-1
AH,1
AC,-2
AK,1
AI,-2
J,-1
AQ,1
AJ,-1
AE,1
AI,-1
P,-2
J,1
AJ,1
B,2
B,-1
B,-1
AI,1
AI,2
AE,-1
P,2
I,-1
K,-1
AG,1
AJ,-1
AC,3
AB,1
AP,-1
AI,-3
P,-2
AO,2
P,2
AI,1
P,-1
AI,-1
K,1
AG,-1
AI,3
AB,-1
AI,-2
AC,-2
AI,1
AN,1
AN,-1
AO,-1
I,1
AK,-1
U,1
AI,-1
A,-1
AO,-1
H,1
H,-1
M,1
J,-1
AE,1
AQ,-1
AE,-1
AQ,-1
AO,3
M,-1
AE,1
B,1
AK,1
N,1
AO,-3
AI,2
B,-1
J,1
AI,-3
AO,2
AE,-1
B,1
AQ,2
F,1
AQ,-2
AQ,1
AQ,-1
K,-1
AQ,1
AC,-1
AQ,-1
J,-1
P,-1
K,1
F,-1
AQ,2
AO,-2
AI,2
AQ,-2
AC,1
F,1
AK,-1
P,1
P,-1
AK,1
E,1
AP,1
AC,-1
Q,-1
P,1
AQ,2
AG,1
A,1
P,1
A,-1
AI,-2
A,1
A,-1
AC,1
AC,1
AC,1
AP,-1
P,-2
P,2
