car,move
J,3
AH,1
AQ,-1
J,-2
AH,-1
AH,1
AE,-1
AQ,1
J,1
AE,1
AJ,-1
J,-2
J,2
AB,-1
AC,-1
AL,-1
J,-1
AJ,1
AL,1
AH,-1
AC,-1
G,-1
AJ,-1
J,-1
AL,-1
AQ,-2
AF,-1
N,-1
AH,2
AF,1
AQ,2
AE,-1
O,1
J,2
AQ,-1
M,1
AA,-1
H,1
J,-1
AQ,-1
AQ,2
J,2
O,-1
AK,-1
L,1
P,1
P,-1
M,-1
AP,-1
AI,-3
AI,2
AI,-2
AI,1
AE,1
AE,-1
AG,1
K,1
AC,-1
AK,1
H,-1
AK,-1
AC,1
AI,-1
AO,1
AA,2
U,-1
AA,-1
AO,-1
AG,-1
AA,-1
P,1
K,-1
AF,-1
AG,-1
AQ,-1
K,1
AK,1
AC,-1
AC,1
P,-1
H,1
H,-1
AP,-1
AE,1
AP,1
U,1
AC,-1
AQ,1
AG,2
AI,3
P,1
AI,-3
AD,1
M,1
AI,1
AO,1
AD,-1
AO,-1
AI,2
AE,2
AD,1
H,1
AA,-3
AK,-1
AA,3
W,1
P,-1
AP,1
AC,2
AJ,1
AH,-1
AR,-1
AH,1
AJ,-1
AP,-1
P,1
P,-1
AC,-1
AR,1
M,-1
AC,-1
AP,1
AJ,1
AH,-1
H,-1
AH,1
AI,-3
N,1
H,1
W,-1
AC,1
AA,1
AD,-1
AI,2
W,1
AI,-2
AD,1
P,1
AA,-2
AI,2
H,-1
G,1
H,1
K,-1
H,-1
AJ,-1
AJ,1
AA,2
AK,1
AA,-2
AI,-1
AA,1
S,1
AE,-1
K,1
P,-1
AD,-1
AC,2
AC,-2
AI,-1
AA,4
Q,1
AD,1
H,1
AA,-3
H,-1
K,-1
AA,2
AC,-1
AI,2
K,1
P,1
AC,1
H,1
AK,-1
G,-1
F,1
AR,-1
AA,-6
AA,4
F,-1
AA,-1
AI,-2
AA,4
H,-1
AI,1
AA,-6
AG,-1
AR,1
N,-1
AI,-1
AQ,-1
W,2
AA,1
AA,-1
AA,2
AA,-1
AR,-1
AE,-1
M,1
AQ,-1
K,-1
AA,1
Q,-1
AD,-1
AE,-1
H,1
H,-1
M,-1
U,-1
AR,1
AQ,1
U,1
AJ,-1
AQ,-1
K,1
AA,-1
M,1
S,-1
AE,1
M,-1
AE,-1
AA,2
AG,-1
S,1
U,-1
AA,-2
AG,-1
AP,-1
AK,1
AA,-1
AA,2
S,-1
AA,1
AA,-1
AG,1
AQ,2
AC,-1
AG,2
P,-1
AE,2
AE,1
AC,1
K,-1
H,1
AD,1
W,-1
AC,2
W,-1
AD,-1
AC,-2
W,1
AK,-1
AP,1
S,1
AE,-1
Q,1
Q,-1
Y,-1
AC,1
Q,1
