car,move
J,1
J,2
AG,1
O,1
D,1
A,-3
A,3
AJ,-1
AG,-1
AL,-1
AQ,-1
J,-3
AH,2
L,1
H,1
A,-2
B,-2
H,-1
AP,-1
AP,1
A,-3
G,-1
AD,1
B,-2
L,-1
AI,-3
H,1
J,2
J,-1
I,-1
P,1
A,-1
AI,1
P,1
AI,-1
AB,-1
B,1
F,1
P,-1
AC,-1
AD,-1
B,1
J,1
H,-1
H,2
J,-3
F,-1
P,1
AA,-2
J,2
B,-1
AK,-1
AP,-1
AO,1
AO,-1
AC,-2
AA,1
P,-1
AD,1
J,1
H,-1
AQ,1
N,-1
AQ,-2
AO,1
AI,1
B,1
B,-1
I,1
AC,1
AA,1
AI,1
B,1
J,-1
AA,-1
J,-2
J,2
AO,1
N,1
D,-1
J,1
J,1
B,-1
AO,-1
F,2
J,-2
AO,-1
AA,1
B,1
F,1
AO,1
P,-1
AI,1
F,-1
P,1
E,2
B,1
AA,-1
AA,1
AK,1
E,-2
B,-2
H,-1
AI,-1
B,2
AI,-2
B,1
AA,-1
AC,-1
J,-1
E,1
AC,1
AQ,2
AI,3
AQ,-2
B,-2
AQ,1
C,1
AI,-1
AO,-1
J,2
AK,-1
F,-1
H,-1
AP,1
I,-1
H,2
AI,-2
B,-1
AQ,-1
AA,-1
F,2
AA,1
A,-1
AQ,1
AP,-1
AK,1
AC,-1
G,1
AA,-1
AC,3
J,-3
AO,1
J,4
AC,-3
H,1
AC,2
A,3
H,1
AC,-1
AA,1
AC,1
H,-2
AC,-1
AI,2
A,-2
AD,-1
A,1
AA,1
H,2
A,-1
H,-1
J,-1
AO,-1
B,1
AD,1
A,-1
H,-1
B,-1
AQ,-1
J,-1
AI,-2
AP,1
B,1
AA,-1
B,-1
AQ,2
AA,1
AA,-1
AD,-1
AQ,-2
J,2
AD,1
AP,-1
AC,-1
J,-3
J,3
AO,2
L,1
E,1
K,1
G,-1
G,1
AQ,1
K,-1
R,-2
AI,1
AC,2
I,1
AI,2
AI,-2
B,3
P,-1
R,1
A,1
AI,-1
B,-3
AI,3
AC,1
G,-1
AC,-3
AB,1
X,-1
W,-1
A,-1
AO,-2
L,-1
A,2
R,-2
L,1
B,2
E,1
AQ,1
AI,-2
AI,1
B,-1
R,2
AB,-1
AI,-2
V,1
R,-2
AD,-1
AI,2
AQ,-1
AP,1
M,-1
L,-1
R,1
B,1
B,-1
AP,-1
A,-2
A,2
AD,1
AI,1
B,1
B,1
C,-1
AC,1
B,-2
AI,-1
V,-1
C,1
AK,-1
B,1
A,-1
T,-2
T,1
AI,-2
AK,1
AQ,1
AD,-1
V,1
AE,-1
B,1
A,-1
L,1
K,1
K,-1
K,1
P,1
B,-3
T,1
AI,1
AA,1
T,-2
A,2
AI,1
AA,-3
AC,-1
V,-1
AG,1
T,2
C,-1
AE,1
AA,2
AG,-1
AC,1
V,1
R,-1
AQ,-1
B,3
AC,2
AO,2
AA,-1
B,-3
AC,-1
K,-1
AI,-2
T,-1
AI,3
AC,-2
AC,2
AC,-1
AK,-1
AR,-1
E,-1
N,-1
R,1
AI,-1
AI,-1
N,1
Q,-1
R,-1
R,1
B,2
V,-1
E,1
AQ,-1
Y,-1
AQ,1
Q,1
AA,2
AQ,-1
AE,-1
K,1
T,1
Y,1
C,1
AI,2
AI,-2
T,-1
AI,2
AE,1
C,-1
AO,-2
AP,1
E,-1
C,1
T,-1
AP,-1
G,1
AO,2
A,-1
AA,-3
AI,-1
W,1
A,1
A,-2
AO,1
AO,-2
B,1
X,2
B,-2
AA,1
A,2
AQ,2
R,-1
AI,1
AE,-1
C,-1
R,1
AR,1
B,-1
AE,1
X,-1
AR,-1
C,1
A,1
X,1
AR,1
AH,-2
X,-2
AH,2
AD,1
B,2
A,-2
B,-2
AA,-1
A,1
AI,-3
AG,1
AC,-1
A,1
AD,-1
AI,3
AH,-2
X,1
AK,1
I,-1
R,-1
H,1
AA,2
AH,2
H,1
AH,-2
H,-2
I,1
AA,-1
C,-1
