car,move
AL,-1
AM,-1
J,3
J,-3
J,1
AA,-1
AG,1
J,2
G,-1
N,-1
AA,3
AM,1
AL,1
O,1
AA,1
AA,-3
P,1
AA,2
M,1
AL,-1
AA,-3
AA,3
AB,-1
AH,2
J,-1
H,-1
AI,-1
AI,-1
AE,-1
J,1
AA,-2
AJ,-1
H,1
AA,-1
H,1
AA,1
D,1
L,1
AE,1
AI,-1
AP,-1
AP,1
AA,-1
AA,-1
AC,-1
AC,-1
AA,3
AC,2
AE,-1
AA,-1
AI,3
AE,1
AG,-1
A,-1
AI,-1
K,1
AI,-1
AP,-1
AA,-4
AO,1
AC,-1
AO,-1
AG,1
A,1
AI,1
AA,-1
AA,5
AD,1
AA,-1
AA,-3
A,-1
M,-1
B,-1
AI,1
AH,-1
AA,4
AD,-1
AP,1
AH,-1
AA,-3
AC,-1
U,-1
AH,1
B,1
AJ,1
AA,4
AE,-1
AA,-4
AH,1
AA,-1
AA,2
AA,2
AA,3
AC,1
AI,-1
AC,1
AC,-2
U,1
AA,-4
AK,-1
A,1
AA,3
AA,1
P,-1
AI,-2
AK,1
AI,3
N,1
F,1
AA,-2
A,-1
AC,1
AA,-2
AA,1
AK,-1
P,1
AA,-5
AA,3
E,1
AA,1
AA,1
AG,-1
Q,-1
AG,1
P,-1
AK,1
Q,1
Q,-1
K,-1
AC,1
AG,-1
P,1
AI,-3
L,-1
P,-1
H,-1
B,-1
AA,-1
AC,-3
J,-3
AJ,-1
AK,-1
AC,1
AE,1
AE,-1
AI,2
AG,1
B,1
J,1
J,-1
A,1
AA,1
J,2
AR,-1
AI,-2
A,-1
B,-1
AI,1
J,-2
B,1
AA,1
P,1
A,1
AA,-3
AI,1
AI,1
AR,1
H,1
AA,2
P,-1
J,1
AA,1
AA,-2
AA,1
P,2
AH,-1
AE,1
J,-1
AA,-2
AA,2
AD,1
AH,1
P,-2
AG,-1
J,3
AD,-1
AH,-2
J,-1
AK,1
J,-1
P,2
Q,1
AA,-2
Q,-1
AA,2
AH,2
AH,-1
AA,-1
AA,-1
AQ,-1
AQ,1
Q,1
AC,-1
AB,1
Q,-1
AQ,-2
J,-1
H,-1
AB,-1
AQ,1
AB,1
AB,-1
AE,-1
AK,-1
J,1
P,-1
AK,1
AQ,-1
A,-1
Q,1
AQ,2
J,1
AE,1
E,-1
AC,1
AK,-1
AQ,-1
B,-1
J,1
AE,-1
F,-1
N,-1
J,-3
J,1
N,1
AC,1
AA,2
AQ,1
AR,-1
AJ,1
J,-2
L,1
AG,1
AA,2
AA,-2
AR,1
AA,3
AM,-1
J,1
AC,-1
K,1
AE,1
AH,-1
AA,-5
AG,-1
K,-1
AQ,-2
J,-1
N,-1
AC,-1
AB,1
AM,1
J,1
AR,-1
AL,1
B,1
AH,1
AJ,-1
AQ,2
AH,-1
H,1
K,1
AA,1
P,1
AA,-3
AQ,-2
AB,-1
AJ,1
AQ,2
AC,2
AA,-1
AA,1
AA,1
H,-1
N,1
B,-1
H,1
AA,-2
AA,1
P,-2
AC,-1
B,1
AC,-1
AQ,-2
AQ,2
G,1
A,-3
A,1
A,-2
AB,1
B,-5
AR,1
B,2
AG,1
D,-1
AA,-1
J,-1
A,-1
P,2
AK,1
AG,-1
AG,1
P,-1
AG,-1
AA,4
B,1
AL,-1
AQ,-1
J,1
H,-1
O,-1
AB,-1
AA,-2
AJ,-1
AP,-1
P,1
B,2
AC,2
AK,-1
AL,1
P,-1
AC,-2
O,1
B,-3
J,-1
AC,2
AA,1
AH,1
AR,-1
O,-1
I,-1
O,1
H,-1
AE,-1
G,-1
H,2
H,1
AP,1
AP,-1
AL,-1
AE,1
AH,-1
AM,-1
AC,-2
AO,3
AO,-2
AO,1
AC,1
AO,-1
F,2
F,2
O,-1
J,1
E,3
E,-3
E,3
AR,1
AO,1
C,1
B,1
AA,1
AA,-2
E,-1
AO,-1
R,-1
AA,3
AO,1
N,-1
AM,1
AM,-1
R,-1
U,-1
AC,1
P,1
M,-1
X,-1
AF,-1
AA,-3
AH,1
AR,-1
AE,1
P,-1
P,1
AC,-1
T,-1
AO,1
AA,1
AO,-1
AA,1
AC,-1
AA,-1
AR,1
T,-1
AK,1
K,-1
AC,3
AC,-2
C,-1
W,1
B,-1
P,-1
AM,1
C,1
T,2
T,-1
S,1
U,1
AC,-1
K,1
AC,3
X,1
AO,-1
K,-1
AH,1
U,-1
AC,-3
AI,-3
K,1
W,1
W,1
U,1
T,1
C,-1
M,2
R,1
AO,1
AQ,-1
AD,1
M,-1
Q,-1
M,1
J,-1
B,1
AA,-1
X,-1
Q,1
AD,1
C,1
M,-1
AO,-1
AO,1
H,1
AO,-1
AO,1
AC,1
V,1
AO,-2
Q,3
Q,-3
AD,-2
R,-1
H,-1
AC,-1
C,-1
AE,-1
A,1
U,-1
V,-1
AB,1
R,-1
AO,2
AO,-2
AK,-1
AA,2
AE,1
B,-1
AD,1
B,1
AQ,2
P,1
AQ,-2
S,-1
AE,-1
H,1
S,1
AE,1
W,-2
K,-1
Q,-1
AQ,1
U,1
AR,-1
AO,1
X,1
AR,1
AK,1
M,1
M,-2
