car,move
AF,-1
AJ,-1
L,1
AA,-1
P,1
AL,-1
AN,-1
AM,1
L,-1
J,3
P,-1
H,1
AM,-2
P,1
AM,2
AM,-1
AL,1
J,-2
AH,1
AH,-1
AM,1
AG,1
P,-1
P,1
H,-1
AG,-1
H,1
AA,1
P,-1
J,2
G,-1
AM,-1
AG,1
N,-1
AO,-1
AH,1
J,-1
M,1
AE,-1
AB,-1
AB,1
AB,-1
AA,-1
AA,1
M,-1
N,1
H,-1
G,1
AC,-1
AC,1
AP,-1
J,-2
P,2
AP,1
AJ,1
AA,-2
AA,2
AA,-2
AC,-2
G,-1
AJ,-1
AC,1
AK,-1
H,1
L,1
AC,-1
AG,-1
AP,-1
H,-1
AO,2
AN,1
AL,-1
AN,-1
AO,-2
F,1
AA,1
AR,-1
P,-1
P,1
AO,2
L,-1
AO,-2
AR,1
AE,1
AR,-1
AA,1
AD,1
AO,2
AL,1
AM,2
AG,1
J,1
F,-1
P,-1
J,2
AL,-1
AR,1
AA,1
J,-1
AA,-1
J,1
AR,-1
AC,1
F,1
E,1
P,-1
L,1
Q,-1
AM,-1
H,1
AD,-1
AL,2
Q,1
AE,-1
AL,-2
AC,-1
H,-1
AA,-1
AC,1
AM,-2
AM,3
AM,-3
AM,3
K,1
AL,1
P,1
E,-1
AL,2
K,-1
AL,-1
E,1
P,-1
AG,-1
L,-1
AG,1
AA,1
AC,-1
P,1
H,1
C,1
P,-1
P,1
AC,1
AL,1
AA,-2
AG,-1
AR,1
H,-1
AA,2
AG,1
L,1
AR,-1
AA,1
AL,-1
AE,1
AA,-2
AC,-1
C,-1
AE,-1
H,1
P,-1
E,-1
AA,1
K,1
AG,-1
AL,-1
AG,1
P,1
AA,-3
AC,-1
AB,1
AR,1
AL,2
AL,-3
AE,1
AL,1
AL,2
AA,1
AH,-1
F,-1
AA,-3
K,-1
AL,-2
AH,1
AD,1
AM,-2
AO,-1
AL,-1
G,1
AR,-1
AD,-1
AH,1
AH,-1
AM,-1
AH,-1
K,1
AR,1
P,-1
AH,1
P,1
AH,-1
P,-1
AM,1
AM,-1
G,-1
G,1
AO,1
G,-1
AM,3
K,-1
L,-1
AK,1
J,-2
P,2
P,-1
J,-1
AL,3
F,1
AL,-2
F,-1
P,-1
N,-1
J,2
AB,-1
U,-1
AL,-1
AB,1
AH,1
AB,-1
AC,1
J,1
AC,2
J,-1
AL,1
AE,-1
AE,1
AM,-1
J,1
AH,-1
AH,1
AO,-1
J,-2
AO,1
AL,1
J,1
AD,1
AC,-2
J,-1
U,1
AO,-1
J,1
AG,-1
