car,move
H,1
AQ,-1
J,1
J,2
J,-3
AQ,1
G,-1
AJ,-1
N,-1
J,1
O,1
AH,1
H,-1
H,-1
AE,-1
P,2
AA,-1
N,1
AB,-1
AC,-1
AE,1
AD,1
AD,-1
AG,1
AC,1
AD,1
AA,-1
G,1
AA,3
AC,-1
H,1
H,1
J,-1
P,-1
AD,-1
AL,-1
J,2
H,-1
AA,-3
AP,-1
AC,1
AC,-3
AB,1
AK,-1
AB,-1
J,1
AG,-1
AH,-1
AC,2
AC,-1
AR,-1
AC,1
J,-2
AO,1
AH,2
AC,-1
AI,-3
AQ,-2
AI,3
AO,2
AH,-1
AA,1
AA,1
H,1
AO,-3
AA,-2
AP,1
H,-2
AL,1
AQ,1
AR,1
AL,-1
AH,-1
AC,-1
AL,1
J,2
J,-3
J,1
AK,1
AP,-1
G,-1
AK,-1
AO,2
AQ,-1
P,1
G,1
AO,-1
AR,-1
AB,1
AB,-1
AO,1
AR,1
AQ,1
AO,-1
AK,1
AQ,1
AC,1
J,-1
AC,1
H,1
AH,1
AO,-1
AG,1
H,1
D,1
L,1
A,-5
AC,-1
AA,2
L,-1
AK,-1
P,-1
AR,-1
B,-4
I,-1
AE,-1
J,3
AE,1
J,-2
P,-1
J,-1
AA,-1
A,-1
P,2
J,1
J,-2
AC,1
AE,-1
AC,-1
J,1
I,1
AE,1
AD,1
B,1
B,-1
J,1
G,-1
I,-1
P,-2
A,1
P,1
AA,2
J,1
G,1
A,1
B,1
A,-1
H,-1
J,-3
J,3
H,1
G,-1
AA,-3
AA,1
AG,-1
AQ,-2
AO,3
J,1
J,-1
N,-1
AC,-1
J,-2
AP,1
I,1
B,-1
J,3
AA,-1
A,-1
B,3
B,1
B,-3
A,1
J,-4
AQ,1
J,3
A,-1
N,1
AB,1
B,-1
H,-1
AP,-1
F,1
B,3
B,-2
B,1
F,-1
AQ,-1
AP,1
J,-2
AB,-1
D,-1
G,1
G,-1
P,1
F,1
AJ,1
AQ,1
P,-1
J,-1
J,1
P,1
P,-1
L,1
L,-1
AL,-1
J,1
AC,2
AM,-1
H,1
I,-1
AD,-1
J,2
D,1
AM,1
AC,-2
AC,2
B,-1
J,-3
A,1
AA,2
B,-1
AM,-1
L,1
J,-1
AJ,-1
B,2
A,-1
K,1
AH,-1
P,-1
D,-1
J,1
I,1
AH,1
AM,1
I,-1
H,-2
H,2
K,-1
P,2
AP,-1
AA,-2
I,1
D,1
AH,1
AA,2
B,-2
AO,-2
AO,-1
I,-1
AI,-2
L,-1
AI,1
F,-1
AQ,1
H,-1
B,1
A,1
A,-1
AA,-1
AC,-2
AG,1
AI,1
AC,1
AH,-2
AO,1
J,1
AO,-1
AM,-1
AH,1
N,-1
AO,1
AC,1
AA,2
N,1
AM,1
AH,1
AA,-1
AI,-3
AC,-1
A,1
AA,-2
AC,-1
P,-1
J,-1
F,1
AC,2
AO,-1
F,-1
AO,1
G,1
L,1
B,-1
AI,1
B,1
H,1
AO,-1
AC,-1
AC,1
B,1
AA,3
AR,1
AP,1
AC,-1
K,1
AA,-5
AP,-1
AP,1
AA,3
AI,2
B,-3
AA,-1
B,3
A,-1
AA,3
B,-3
AA,-2
B,3
AP,-1
AD,1
AC,-1
AA,-1
AA,-4
A,3
AD,-1
AH,-1
AA,1
A,-3
H,1
AR,-1
D,-1
O,-1
AG,-1
G,-1
P,1
AA,2
P,-1
AA,-1
AF,-1
AA,-2
AE,1
P,1
AO,1
AO,-1
W,1
AP,1
W,-1
AA,4
AA,-1
AE,-2
AE,2
A,1
AD,1
G,1
AA,2
A,-1
AJ,1
K,-1
AD,1
L,-1
L,1
AM,-1
AD,-1
H,-2
A,1
I,1
W,1
G,-1
AR,1
AD,-1
G,1
K,1
AB,1
B,1
AB,-1
K,-1
B,1
L,-1
AC,2
AC,-1
B,-1
W,-1
W,1
AD,1
AQ,-2
P,-2
AK,1
B,1
A,1
AD,-1
J,3
J,-2
AD,1
AM,1
AJ,-1
AK,-1
H,1
A,-1
AK,1
AH,1
AP,-1
W,-1
AO,2
A,-1
AA,1
B,-3
W,1
S,1
P,1
J,-1
J,-1
B,1
AI,-1
AO,-1
B,1
AQ,1
B,-2
AC,2
AO,-1
B,2
B,-2
AC,-1
AA,-2
L,1
AI,-1
AK,-1
B,2
AA,2
B,-1
I,-1
S,-1
B,-1
H,-1
J,1
I,1
AD,-1
H,1
P,1
P,-1
S,1
AD,1
AA,-1
AA,-1
AC,-1
I,-1
AQ,-1
S,-1
AI,-1
I,1
W,1
AQ,1
AQ,1
AP,1
L,-1
AR,-1
A,2
J,2
V,1
J,-2
W,1
AA,2
AC,1
AR,1
AC,-1
S,1
Q,2
W,-1
H,-1
W,1
AC,1
AQ,-1
AD,-1
J,2
J,1
AD,2
AJ,1
AK,1
J,-2
AQ,1
P,1
Q,1
Q,-3
Q,1
Q,2
AA,-2
B,3
AC,-2
AA,1
AC,1
AA,1
J,-1
AC,1
B,-3
B,2
J,-1
Q,-2
AG,1
H,1
AE,1
AD,1
L,1
Q,1
AK,-1
AA,-2
K,1
AR,-1
AC,-1
B,-2
AA,-3
AA,3
I,-1
AC,-1
AA,-3
K,-1
Q,-1
H,2
P,-2
AR,1
AD,-3
AE,-3
AB,1
AG,-1
AJ,-1
L,-1
AQ,-2
Q,1
AJ,1
AF,1
AB,-1
AE,1
H,-2
AC,1
H,1
H,1
AD,1
L,1
K,1
K,-1
H,-1
AK,1
AC,-1
Q,-2
H,-1
AF,-1
AB,1
L,-1
