car,move
AG,1
H,1
P,1
AA,3
AA,-2
O,1
AH,1
AE,-1
H,-2
AA,2
J,1
J,1
AA,-4
P,-1
P,1
AA,3
H,2
H,-1
AA,1
J,1
AA,-4
H,-1
AA,4
AA,-3
AA,-2
AG,-1
AJ,-1
AQ,-1
AA,1
L,1
H,2
AB,-1
AQ,1
AE,1
K,1
AJ,1
AC,-1
AH,-1
AC,-1
AL,-1
AM,-1
AA,1
AK,-1
AK,1
AH,1
AQ,-2
AE,-1
G,-1
H,-3
AA,-1
AK,-1
K,-1
AJ,-1
H,2
AR,-1
D,1
N,-1
A,-1
N,1
H,1
AM,1
A,1
AH,1
P,-1
P,1
D,-1
AI,-1
N,-1
AI,-2
AI,2
AP,-1
D,1
AP,1
AI,-2
AI,1
AJ,1
AQ,2
N,1
AI,1
AI,1
D,-1
H,-2
AI,-2
AA,-1
H,1
AI,-1
AQ,-1
K,1
AA,-1
H,1
N,-1
O,-1
AI,2
U,-1
AA,-1
AA,1
AJ,-1
AA,-2
AQ,-1
AI,-2
AI,2
AJ,1
AQ,1
AI,-2
AC,1
AC,-1
U,1
U,-1
P,-1
AA,1
O,1
AI,2
AQ,1
AE,1
D,1
AC,1
AG,1
P,1
AR,1
AI,1
AR,-1
AA,5
D,-1
D,1
AA,-6
AH,-1
AL,1
P,-1
AC,-1
P,1
AL,-1
AA,4
AH,1
AC,-1
AI,-3
AE,-1
AA,-1
AC,1
AE,1
AC,-1
U,1
H,-1
AR,1
A,-1
A,1
AI,3
N,1
AB,1
AA,1
H,1
K,-1
K,1
AH,-1
AR,-1
AA,-1
AE,-1
F,1
AG,-1
AB,-1
E,1
Q,-1
Q,1
AG,1
AG,-1
AJ,-1
AM,-1
AR,1
AA,-2
AB,1
AM,1
AA,3
Q,-1
AE,1
AQ,-2
AQ,2
H,-1
P,-1
AD,1
AR,-1
H,1
AM,-1
AR,1
AD,-1
AD,1
AM,1
AJ,1
AB,-1
K,-1
AC,2
AC,-1
AD,-1
AM,-1
L,-1
J,-3
D,-1
AC,1
AD,1
J,1
O,-1
AQ,-1
J,-1
AR,-1
AD,-1
AD,1
AF,-1
J,3
AE,1
AC,-1
AA,1
H,-1
AD,-1
AQ,1
J,-1
AE,-2
AJ,-1
AQ,-1
AN,-1
J,1
AP,-1
AC,1
AC,-1
AQ,1
AM,2
J,-2
AR,1
AQ,-2
AO,1
P,2
AE,1
AH,1
AO,1
AH,-1
AE,-1
AL,1
AM,-1
AO,-3
AO,2
AM,1
AM,1
P,-2
AL,-1
AM,-2
AO,-2
AH,1
AI,-1
P,1
J,2
P,-1
AO,3
AE,1
AO,-3
AO,2
AR,-1
AR,1
AN,1
AF,1
AI,-2
AO,-1
AI,2
AI,-1
AI,1
AI,-1
J,-1
H,1
O,1
Q,1
AI,1
J,-1
D,1
P,2
AD,1
E,-1
AI,-1
AR,-1
J,-1
A,-1
P,-2
A,1
J,2
AA,-1
J,-2
F,-1
AO,2
AQ,1
N,-1
AI,-1
D,-1
H,-1
J,3
AO,1
AA,1
J,-2
AP,1
AI,2
AI,1
AI,-1
D,1
D,-1
U,-1
H,-1
P,1
AD,-1
AP,-1
AE,-1
AI,-2
AI,2
AI,1
AI,-3
AQ,-1
AQ,1
AC,1
AA,-1
P,1
H,1
O,-1
O,1
H,1
AO,-1
AA,1
O,-1
AO,-1
AI,2
AR,1
U,1
AI,-2
AI,1
AO,-1
M,1
AO,1
O,1
AK,1
AI,2
AA,-2
H,-1
AO,-1
H,1
AC,-2
H,-1
O,-1
AK,-1
H,1
O,1
AB,1
AI,-2
P,-1
AI,2
M,-1
AI,-2
M,1
AI,-1
AA,1
AQ,1
P,-1
AI,3
J,1
AK,1
AH,-1
M,-1
H,-1
AE,1
AB,-1
N,1
AP,1
AL,1
P,1
AC,2
AL,-1
D,1
G,1
AD,1
AQ,-1
AA,-1
J,1
A,-2
A,-4
AC,1
AM,-1
B,-6
J,-2
AA,1
AQ,1
AD,-1
AA,-1
AE,-1
J,-1
AG,1
B,4
B,-1
G,-1
AE,1
AC,-1
A,1
AC,-2
L,1
H,1
AD,1
D,-1
K,1
G,1
D,1
G,-1
AA,1
F,1
A,-1
A,1
P,1
A,-1
E,1
D,-1
C,1
F,1
A,-1
F,1
J,-1
N,-1
E,1
N,1
AK,-1
I,-1
I,1
A,2
