car,move
AH,1
G,-1
AJ,-1
J,3
N,-1
AB,-1
AF,-1
AD,1
AJ,1
J,-2
AN,-1
AJ,-1
N,1
N,-1
AQ,-1
AJ,1
AB,1
J,2
H,1
P,1
AD,-1
AN,1
H,-1
AG,-1
AJ,-1
P,-1
AE,-1
AB,2
AC,-2
J,-3
N,1
N,-1
J,3
N,1
AA,-1
J,-3
J,3
AE,1
AH,-1
N,-1
AA,1
AA,-1
AQ,-1
J,-1
AS,-2
J,-2
AQ,2
J,5
AQ,-5
AC,-1
AB,-1
AQ,2
P,1
J,-1
AQ,-1
H,1
J,-2
AB,1
J,-1
AK,-4
P,-1
N,1
P,1
AQ,2
AK,1
J,1
AR,-2
AH,1
P,-1
AQ,-1
G,1
AR,2
AK,3
H,-1
AE,-1
P,1
AL,-1
AK,-1
AB,-1
J,-2
AJ,3
AK,-3
L,1
G,-1
AK,3
AL,1
F,1
E,1
C,1
P,-1
AJ,-2
AK,1
AJ,1
AL,-1
AJ,-2
AK,-1
AJ,2
AG,-1
AK,-2
H,1
AR,-1
L,-1
P,1
AJ,-1
AK,-1
H,-1
AK,1
H,1
AQ,2
AK,-1
AQ,-1
H,-1
AS,1
AR,-2
AK,-1
AR,-1
P,-1
AM,-1
AR,-1
AR,5
AG,1
AJ,-1
AK,5
AG,-1
AJ,1
AS,-1
J,3
L,1
AK,-1
AK,1
AK,-1
L,-1
AQ,1
P,1
AK,-1
J,-2
P,1
AG,1
AM,1
AQ,-1
AE,1
AK,2
AQ,1
AL,1
AE,-1
AQ,-2
AA,-1
AA,1
AG,-1
H,1
AK,-1
C,-1
AQ,3
AJ,-1
AL,-1
AP,-1
AA,-1
P,-1
J,1
J,-2
AG,1
AQ,-3
AE,1
AS,-1
J,1
AK,-2
AK,-1
AQ,-1
AO,1
AH,1
AQ,3
AO,-1
AK,3
AO,1
AH,-2
AR,-1
AB,-2
J,2
L,1
AQ,1
C,1
AC,2
AM,-1
AO,-1
AC,-2
AB,2
AQ,-2
AO,2
AH,1
AE,-1
AM,1
AR,1
L,-1
AQ,1
AS,3
AB,-1
AG,1
AE,1
AL,1
AL,-1
AE,1
AR,-1
AH,-1
AH,2
AA,1
AO,1
AH,-2
L,1
AO,-2
AH,2
AR,1
AI,-1
AD,1
AI,-2
AR,-1
AQ,1
AQ,-1
K,1
AB,-1
AD,-1
W,3
C,-1
AA,-2
W,-3
AQ,-1
H,-1
AE,-2
AF,1
AO,2
AO,-3
AB,1
AA,1
K,-1
AO,2
AI,2
H,1
K,1
Q,-1
AA,1
AI,1
AO,-2
AQ,2
AH,-1
AA,-3
AA,-1
AR,1
AQ,-2
AR,-1
O,1
AA,4
AO,1
AA,-1
F,2
AA,1
AL,1
E,1
AO,-1
R,-1
AQ,2
AR,1
AL,-1
AL,1
AK,1
P,-1
AQ,-2
P,1
AK,-1
X,-2
R,-1
G,1
R,-1
AQ,2
X,2
P,-1
AP,1
X,-1
AG,1
R,2
X,-1
AE,1
AP,-1
X,1
AE,-1
AK,1
W,-1
AP,1
AG,-1
AG,1
AE,1
AH,-1
AJ,1
X,-1
K,-1
K,1
R,-2
R,1
M,-1
T,-2
AH,1
AG,-1
P,1
W,1
AD,1
AD,-1
AQ,-1
AA,-1
X,2
AB,-1
T,1
AQ,-1
T,1
G,-1
AQ,1
AK,-1
AK,1
AC,3
AC,-1
F,-1
AA,2
AA,-3
AL,-1
Q,1
AA,2
K,-1
AK,-1
L,-1
AD,1
C,1
AA,-1
AD,-1
AD,1
T,-2
AH,1
X,-1
W,-1
AD,-1
AK,1
AA,1
V,1
AI,-1
AI,-2
J,-1
C,-1
C,1
AC,1
J,-1
AC,-1
AK,-1
AC,-2
AE,-1
F,1
J,-1
AQ,1
N,-1
AK,1
C,-1
Q,-1
U,-1
AG,1
AB,1
AJ,-1
Q,1
AE,1
C,1
V,-1
Y,-1
U,2
AI,3
N,2
AK,-1
AG,-1
AG,1
N,-1
J,2
T,1
AI,-1
G,1
J,-2
N,1
P,-1
G,-1
G,2
P,2
L,1
AE,-1
AK,1
L,-1
AI,1
G,-1
AH,-1
J,1
P,-2
N,-1
R,-1
AM,-1
AP,-1
U,1
AM,1
AK,-1
J,2
G,-1
T,1
M,1
AB,-1
L,1
F,-1
K,1
AO,1
AL,1
AC,2
M,-1
C,-1
K,-1
AC,-1
U,-1
R,1
M,1
K,1
F,1
AC,1
R,1
AC,-1
F,-1
N,1
U,1
AG,-1
F,1
AR,-1
AG,1
AC,1
K,-1
N,1
K,1
P,1
M,1
AA,1
Q,-1
AR,1
P,-1
G,1
AA,1
M,-1
X,-1
N,-2
AR,-1
AO,-1
AO,1
K,-1
L,-1
G,-1
R,-1
AO,-1
AA,-1
AA,-1
N,1
N,-2
M,1
AO,1
P,1
U,-1
L,1
M,-1
U,-2
L,-1
J,-3
AR,1
AA,2
AK,1
M,-1
AC,-1
J,1
R,-1
AK,-1
R,1
AO,-1
AA,-2
U,2
AC,1
AA,-1
AK,1
U,1
AA,2
J,2
U,-1
J,-2
AE,1
P,1
T,-2
AD,1
AG,-1
T,2
AQ,-1
AP,1
AC,-1
AA,-2
P,-1
U,-1
M,1
AC,-1
P,1
AL,-1
AL,1
P,-1
N,1
AB,1
AK,-1
U,1
AL,-1
AL,1
AP,-1
AB,-1
E,1
N,1
M,-1
AC,1
E,-1
AA,1
R,-1
AC,-1
T,-1
AO,2
AR,-1
R,1
AC,1
X,1
G,2
G,-2
T,-1
AL,-1
F,-1
J,1
P,-1
AH,1
X,-1
J,1
AI,-3
AQ,-1
AQ,1
J,-3
J,1
AA,1
N,-1
H,-1
P,1
AO,1
J,2
P,-1
AO,-1
AI,1
J,-2
J,2
AO,-1
P,1
AI,-1
AI,3
AC,1
J,-1
AC,-1
AA,-1
AO,-1
X,1
AI,-2
AA,1
J,-1
T,2
AD,-1
AC,1
P,-1
AI,2
AH,-2
