car,move
AQ,-1
AQ,1
J,3
AB,-1
AB,1
O,1
AG,1
AH,1
H,1
AE,-1
O,-1
AE,1
AH,-1
P,1
AA,2
H,-1
G,-1
G,1
AA,-3
AG,-1
L,1
AA,-1
K,1
AA,-1
AB,-1
AC,-2
AC,2
AC,-2
AC,-1
AF,-1
AF,1
AA,2
AC,1
AA,-2
AG,1
AA,5
AL,-1
AA,1
AH,1
AC,-1
AF,-1
K,-1
G,-1
AB,1
AG,-2
AK,-1
G,1
AH,1
AG,2
H,1
AI,-3
L,-1
AN,-1
AB,-1
AG,-1
AG,1
J,-2
AM,1
P,-1
AB,1
AE,-1
AR,-1
AE,1
AD,1
J,-1
J,2
P,1
H,-1
G,-1
AM,-1
AI,1
N,-1
J,-2
AN,1
AR,1
J,1
H,1
P,-1
H,-1
AG,-2
AQ,-2
J,1
AD,-1
J,-2
AB,1
M,1
AQ,2
AQ,-1
J,1
AS,-2
AK,-2
AQ,1
AD,1
AR,-2
J,-1
AQ,-4
M,-1
AI,2
AR,1
U,-1
L,1
AD,-1
AQ,-1
AK,2
AE,-1
AQ,4
K,1
AE,1
AS,-1
AB,-1
AI,-2
AQ,1
AQ,-4
AG,2
AE,2
AI,1
AQ,-1
AE,-1
U,1
AQ,1
AI,-1
AG,-1
AQ,3
AQ,-2
AB,-1
N,1
AR,1
W,1
S,1
Q,1
AJ,2
AI,-1
Q,-1
H,1
AJ,-1
F,1
S,-1
AQ,-2
AI,3
AJ,1
AI,-2
W,-1
AE,-1
AP,-1
AC,2
AK,-3
AG,1
AE,2
AI,-1
AE,-1
AC,-2
AG,1
AC,1
E,1
W,2
W,-1
AA,-2
AI,3
E,-1
AI,-1
AC,2
AA,2
H,-1
S,1
F,-1
AB,1
AI,-1
AO,1
AG,-1
AI,2
F,1
AA,1
AE,1
E,1
Q,-1
AI,-1
AI,-2
H,1
AG,1
H,-1
AO,1
AE,1
AI,2
H,1
S,-1
S,1
AI,-2
AA,-1
AI,2
AI,-2
AI,1
AE,-1
AA,1
AA,-1
Q,1
AE,-1
AA,1
AE,2
AO,-1
Q,1
AI,-1
AI,1
AK,1
Q,-1
AI,1
E,-1
S,-1
AI,-1
W,-1
AD,4
AI,2
AI,-1
F,-1
N,-1
M,1
AB,-1
AD,-2
AO,1
AD,-2
AB,1
AA,-1
M,-1
AD,2
AO,-2
AK,-1
AI,-1
AB,-1
AO,1
H,-1
AE,-1
AD,1
U,-1
AI,-1
AC,-1
K,-1
AD,-2
K,1
K,-1
AE,-2
AI,3
AA,-1
AA,1
L,-1
AG,-1
J,1
AI,-3
AE,1
AG,-1
AD,1
AI,1
AD,-2
AG,2
AG,-1
H,1
AG,1
AE,-2
AE,1
AE,-1
AO,1
AI,-1
AG,-4
AA,1
AI,1
AG,4
AI,1
H,-1
AA,-1
AE,4
W,1
AK,2
AI,1
AI,-1
J,-1
H,1
H,-1
AC,-2
AI,-2
AI,1
AI,-1
W,-1
AA,1
L,1
AE,-4
AE,3
AD,1
W,1
AG,-1
AO,-1
AB,1
L,-1
J,1
AK,-1
AK,-1
AE,-1
AB,-1
AC,2
H,1
W,1
AA,-3
W,-2
AK,1
W,2
AA,3
J,-1
AK,-2
AK,4
AE,1
AK,-3
W,1
U,1
AG,1
J,1
AA,-1
J,-1
L,1
U,-1
L,-1
AE,-1
AO,-1
J,1
V,1
AK,1
AK,-1
S,1
AO,1
AG,-2
AE,-1
H,-1
AO,1
AD,-1
AK,1
AK,2
AD,1
AE,1
AA,1
Q,1
J,-1
U,1
AG,1
N,1
AK,-2
AK,-1
Q,-1
AC,-2
S,-1
N,-1
M,1
AD,1
H,1
AC,1
L,1
AA,-3
K,1
AG,1
AO,-2
AD,-2
AQ,1
H,-1
AG,-1
AK,2
AE,-1
AF,1
AO,1
M,-1
AK,-1
H,1
AD,1
V,-1
AK,1
AA,2
AO,1
P,2
AK,1
AO,-1
AO,1
AA,-2
H,-1
M,1
AK,-1
AK,-1
AK,1
K,-1
M,-1
H,1
AF,-1
AK,-1
AE,1
Y,-1
H,-1
N,1
AE,-1
AO,-2
S,1
AN,-1
L,-1
AO,-1
L,1
AG,1
AO,1
AO,-1
G,1
AA,2
AO,3
AK,1
AO,-1
AN,1
AF,1
AO,1
AA,-2
K,1
AG,-1
AA,2
K,-1
Y,1
V,1
Q,2
AA,-1
P,-1
AG,1
G,-1
Q,-2
AF,-1
N,-1
U,-1
AO,-2
H,1
AO,2
AE,1
L,-1
J,3
