car,move
AG,1
O,1
AJ,-1
AJ,1
D,1
AA,1
AB,-1
AB,1
P,1
AA,2
J,1
AA,-3
P,-1
AJ,-1
AL,-1
J,2
A,-5
B,-2
AL,1
AG,-1
J,-4
B,-1
AL,-1
L,1
B,-2
H,1
B,1
J,1
B,4
H,-1
AB,-1
AC,-1
AJ,1
A,5
AK,-1
A,-2
AH,2
P,2
A,1
AA,-1
L,-1
A,-3
AI,-2
B,-1
B,-1
AR,-1
AR,1
AE,-1
J,1
AA,1
AR,-1
B,1
P,-1
J,-2
AA,-2
J,1
B,-1
AC,-1
I,-1
J,-1
H,3
B,-1
AA,1
AI,1
A,1
L,1
K,1
A,-2
AI,1
A,-1
AI,-3
H,-1
AQ,-1
K,-1
AQ,1
B,-2
H,-1
H,-1
H,3
AI,3
AI,-1
B,-1
D,-1
AC,1
L,-1
AI,1
AC,-1
AR,1
AQ,-2
AA,1
AI,-2
AJ,-1
H,-3
H,3
O,-1
AI,-1
AI,2
P,-1
AE,1
P,2
AQ,1
AQ,1
AI,-1
AI,1
AE,-1
L,1
AF,-1
K,1
AA,-1
AA,-5
AA,5
H,-1
AA,-3
AF,1
AE,1
AQ,-2
AA,4
AQ,2
AF,-1
H,-1
AI,-1
AG,-1
H,2
AA,-4
AJ,1
AJ,-1
AQ,-2
AR,-1
AQ,1
AA,2
AI,1
AA,-4
H,-1
AA,4
J,1
AR,1
AA,2
H,-2
AP,-2
AO,2
AO,-2
J,-1
AQ,-1
AO,2
AK,1
AA,-3
H,1
AA,-3
J,1
AA,6
AA,-6
H,1
K,-1
AQ,1
H,-1
P,-1
AA,1
I,1
AC,1
AD,1
AK,-1
P,1
AP,1
P,-1
AK,1
AG,1
AI,-1
AC,1
AI,1
AA,-1
K,1
AC,-3
AI,-2
AB,1
AD,-1
AF,1
K,-1
AA,1
AD,1
I,-1
I,1
AI,3
AI,-2
AK,-1
K,1
AA,4
P,1
AA,-2
AR,-1
AQ,-1
AO,1
AA,-2
AB,-1
AC,1
O,1
P,-1
AO,-1
AA,3
AI,-1
AA,-1
H,-1
AO,-1
H,1
O,-1
AI,1
AR,1
I,-1
AQ,1
P,1
AO,1
AR,-1
AC,1
P,-1
AI,2
AA,1
AD,-1
AO,-2
AH,-1
AD,1
AQ,1
AL,1
AO,1
AO,-1
AR,1
K,-1
I,1
AK,1
AA,1
