car,move
J,1
O,1
AA,-1
D,1
P,1
J,2
A,-4
AQ,-1
L,1
D,-1
AH,1
D,1
K,1
A,2
AL,-1
AH,-1
A,-4
G,-1
F,1
A,1
D,-1
D,1
B,-4
P,-1
AM,-1
F,-1
G,1
B,1
B,3
AH,1
AM,1
A,4
AL,1
P,1
A,-3
A,4
A,-6
AA,-2
B,-6
B,1
AA,1
B,5
B,-1
AA,-1
AA,2
AE,-1
A,1
AQ,1
AL,-1
B,-3
AA,1
AB,-1
I,-1
B,1
AA,-1
B,-2
H,3
H,-3
AE,1
I,1
A,-1
P,-1
AE,-1
H,1
K,-1
A,1
H,-1
AM,-1
AQ,-1
AA,1
H,1
H,-1
L,-1
B,2
J,-1
A,1
J,-1
AC,-1
AA,-1
P,2
AA,-1
AC,1
H,1
AC,-1
AQ,1
AA,2
AA,-1
AC,-1
P,-1
A,-2
AA,-1
B,-1
AQ,-2
AQ,2
B,-1
J,-2
AQ,-1
AC,2
AA,1
AQ,1
P,1
B,3
D,-1
P,-1
AB,1
AA,1
I,-1
J,3
A,1
AA,-1
P,-1
J,-2
AE,1
D,1
AA,1
P,1
D,-1
J,1
H,-2
AJ,-1
G,-1
H,3
B,-1
G,1
D,1
H,-2
AG,1
D,-1
D,1
B,1
B,-2
AE,-1
I,1
H,1
AP,-1
AA,1
B,3
AP,1
AJ,1
P,-1
AM,1
J,-1
B,1
AB,-1
AA,2
AC,-1
L,1
D,-1
D,1
D,-1
A,1
AC,-2
D,1
AC,2
AA,-1
L,-1
B,-4
J,2
I,-1
J,-2
B,1
J,1
AK,-1
AC,-2
D,-1
AK,1
H,1
D,1
AL,1
P,1
AB,1
A,1
A,-1
B,-1
AL,-1
AE,1
AL,1
J,-2
P,-1
AD,1
J,2
P,2
B,1
P,-1
P,1
H,-1
AA,1
AG,-1
A,1
A,-3
A,3
H,-1
J,-2
AL,-1
A,-1
B,-1
AQ,-1
AH,1
A,-2
H,2
AI,-3
AB,-1
AC,3
AC,-2
H,-1
AC,-1
H,1
H,-2
B,-2
B,3
B,-2
L,1
AQ,1
H,2
AI,3
P,-1
AC,3
AH,-1
K,1
AC,-3
