car,move
H,1
H,-1
AQ,-1
H,1
P,2
H,-1
O,1
O,-1
AA,-2
J,1
AA,1
P,-2
AL,-1
J,-1
J,1
AQ,1
AH,2
AF,-1
AE,1
AE,-1
AI,-3
AB,-1
AN,-1
AI,3
AO,-1
J,1
AB,1
H,1
AE,-1
AO,1
P,1
AG,1
AA,4
AB,-1
AI,-2
G,-1
AN,1
J,-2
AC,-2
AE,2
AK,-1
L,1
AI,1
AD,2
AC,1
P,-1
AI,-1
AA,-2
F,1
AA,1
F,-1
AA,-3
AI,1
AI,1
AK,1
G,1
AK,-1
AI,-1
AD,-2
AE,-1
AF,1
AD,1
AC,-2
H,-1
AK,1
G,-1
O,1
AB,1
AG,-1
AQ,-1
G,1
AQ,1
H,1
AJ,-1
K,1
P,1
P,-1
AJ,1
AB,-1
D,1
AQ,-2
A,-4
P,2
AI,-1
B,-1
AI,1
AC,1
A,-1
AQ,1
B,-3
AQ,1
B,-1
AA,-1
P,-1
AC,-1
B,1
AB,1
AB,-1
AQ,-1
I,-1
AA,-1
AI,1
A,1
B,2
AA,2
D,-1
K,-1
AC,2
I,1
AJ,-1
B,-1
B,1
AA,-1
K,1
J,-1
AI,-2
AP,-1
D,1
AP,1
AK,-1
AA,1
A,-2
AK,1
AA,-3
AC,-2
AQ,-1
AP,-1
P,1
AK,-1
AQ,2
AP,1
P,-1
AJ,1
AI,-1
AA,2
AG,1
AG,-1
K,-1
B,-3
AA,1
A,1
AI,2
L,-1
P,-1
J,4
B,3
AJ,-1
AJ,1
B,-3
AI,-2
AJ,-1
B,1
AG,1
P,1
A,1
J,-3
B,1
B,2
B,-1
AA,-1
H,-1
A,-2
A,2
AP,-1
A,-1
B,-2
AR,-1
J,3
AC,1
AA,3
AI,3
AR,1
AO,1
B,-1
J,-1
AH,-1
AK,1
AD,-1
AA,-2
J,-3
P,-1
J,4
J,-2
H,1
B,2
AO,-1
B,-2
P,2
J,-2
H,-1
J,1
AC,-1
B,5
AC,1
J,1
B,-2
AC,1
P,-1
P,-1
B,-1
AP,1
AK,-1
J,-2
P,1
AA,2
AA,-1
B,2
A,2
AM,-1
J,3
AR,-1
AA,1
J,-1
AC,-1
A,2
G,-1
N,-1
J,2
J,-3
H,1
U,-1
B,1
AM,1
AH,-1
AJ,1
AA,1
P,1
AH,2
AA,-2
L,1
AA,1
AI,-1
AA,-3
L,-1
AA,5
AG,-1
AC,-1
B,-1
P,-2
AE,-1
P,2
AI,1
H,-1
AE,1
P,-2
AB,1
AH,-1
L,1
H,1
AQ,-1
P,2
P,-2
AM,-1
P,2
AB,-1
AC,1
J,-1
AC,1
AM,1
AR,1
AD,1
AC,-1
AK,1
U,1
AM,-1
J,1
AC,-1
AK,-1
K,1
N,1
H,-1
AB,1
AM,1
AR,-1
AL,1
P,-1
AQ,-1
G,1
A,-5
A,3
P,-1
AD,-1
A,-2
A,3
B,1
AH,-1
A,-2
A,1
A,-1
AL,-1
A,1
B,-1
AH,1
B,1
AE,-1
AL,1
A,-2
A,2
K,-1
AL,-1
AL,1
P,2
A,-2
L,-1
A,-1
D,-1
AQ,1
AQ,1
L,1
A,2
AL,-1
K,1
A,-1
H,-1
B,-3
H,2
AH,1
AI,-2
I,-1
H,-1
A,1
AQ,-1
AR,1
AI,2
AQ,-1
AB,-1
AQ,2
AI,-3
H,1
AB,1
I,1
AQ,-1
AK,1
I,-1
AI,2
P,-1
O,-1
J,-1
P,-1
A,-2
H,-1
O,1
J,1
D,1
K,-1
A,2
P,2
B,-1
P,-1
AQ,-1
L,-1
H,2
B,2
AB,-1
A,-2
A,1
AQ,1
P,1
AI,-2
AE,1
J,1
P,-1
A,1
AI,1
J,2
P,-1
AE,-1
AC,3
P,1
L,1
P,-1
AI,-1
AB,1
K,1
AI,3
B,-2
AI,-2
K,-1
AI,2
P,1
A,-2
P,-1
B,-2
AQ,1
H,-1
H,-1
AH,-1
H,1
H,-1
AB,-1
K,1
H,1
I,1
AM,-1
H,-1
B,3
K,-1
I,-1
D,-1
A,2
O,-1
AQ,-1
AB,1
H,3
AE,1
P,1
H,-1
A,-2
L,-1
AH,-1
AB,-1
O,1
L,1
AC,-3
G,-1
P,-1
F,3
H,1
AC,1
P,1
F,-2
H,-1
AM,1
AM,-1
F,2
P,-1
AK,-1
G,1
AC,1
P,1
AC,-1
AK,1
A,1
AQ,-1
A,-1
E,1
H,-1
L,-1
A,1
B,1
L,1
L,-1
I,1
E,-1
J,-1
B,1
AC,-1
AK,-1
J,-3
AM,1
J,4
AB,1
AB,-1
B,-2
AC,1
AK,1
E,1
J,-2
C,1
AH,1
AQ,2
A,-1
AQ,-1
AC,2
J,1
A,2
A,-3
AB,1
AQ,1
AM,-1
AG,1
AB,-1
B,2
