car,move
G,-1
M,2
G,1
A,1
S,-3
M,-1
B,1
S,2
B,-1
S,-5
S,4
S,1
S,-1
S,-2
T,-1
M,1
S,2
T,1
E,1
B,2
A,-1
B,-1
A,1
S,-4
M,-1
S,6
M,1
A,-1
G,-1
I,-1
I,1
B,1
M,-1
A,1
A,-2
F,-1
F,1
A,2
S,-1
G,1
B,-1
G,-1
E,-1
A,-1
B,-1
K,-1
B,1
E,1
T,-1
K,1
S,-1
S,-1
B,-1
B,2
B,-2
I,-2
G,1
S,-1
S,-2
S,-1
S,2
S,-1
S,3
S,-2
I,2
A,1
M,-1
S,1
M,2
B,1
K,-1
M,-1
I,-1
U,-1
I,1
B,-1
S,-2
U,1
S,2
B,1
K,1
M,-1
E,-1
K,-1
A,-2
S,-2
E,1
S,1
A,2
M,2
A,-2
A,1
M,-1
I,-1
K,1
S,-2
U,-1
U,1
B,-1
B,1
G,-1
M,1
M,-2
M,2
I,1
G,1
B,-1
S,1
S,-1
S,3
T,1
B,1
S,-1
S,2
I,-1
S,1
S,-4
A,-1
T,-1
F,-1
S,2
S,-1
J,-1
S,-1
I,1
S,5
S,-3
E,-1
U,-1
O,-1
S,1
M,-1
U,1
S,2
G,-1
E,1
M,1
T,1
E,-1
R,1
S,-1
S,1
O,1
K,-1
E,1
E,-1
G,1
E,1
I,-1
K,1
I,1
S,-2
R,-1
S,-4
S,2
J,1
S,1
S,-3
T,-1
F,1
F,-1
U,-1
E,-1
S,4
G,-3
G,1
M,-2
P,1
G,-1
M,2
D,1
M,-2
D,-1
H,1
G,2
E,1
F,1
B,1
A,1
G,1
S,-2
K,-1
H,-1
A,-1
S,-2
B,-1
E,-1
A,1
K,1
S,4
S,-4
S,3
A,1
K,-1
H,1
M,2
S,-2
M,-1
S,1
M,-1
A,-2
K,1
A,1
S,1
B,-1
E,1
S,-1
I,-1
S,-2
I,1
M,1
B,1
S,1
B,1
H,-1
A,-1
G,-1
A,2
G,1
G,-1
B,-1
H,1
I,-1
B,-1
A,-1
M,-1
B,1
A,1
A,-2
A,2
G,1
G,-1
A,-2
A,1
M,1
K,-1
S,-1
K,1
I,1
B,-1
I,-2
H,-1
H,1
G,1
S,2
S,1
K,-1
S,-2
I,2
S,-1
S,3
B,2
M,1
S,-1
S,-2
B,-2
K,1
H,-1
S,4
P,-1
I,-2
M,-2
P,1
S,-2
K,-1
A,1
I,1
I,1
S,1
S,-1
M,1
K,2
M,-1
S,-1
S,1
S,2
M,1
M,-1
S,-3
M,2
B,1
A,-2
K,-1
S,2
S,1
S,1
H,1
A,1
S,-5
E,-1
S,6
S,-1
A,-1
M,-1
S,-5
S,4
S,-2
H,-1
K,1
S,4
E,1
S,-6
M,1
E,-1
K,-2
P,-1
S,2
P,1
H,1
M,-2
E,1
K,1
S,2
M,1
G,-1
M,1
A,1
S,2
A,1
B,1
A,-1
S,-1
A,1
M,-1
A,-2
G,1
F,-1
F,1
S,-1
M,1
G,-1
H,-1
S,1
K,1
G,1
B,-1
S,-4
S,1
A,1
A,-1
A,1
S,2
K,-1
P,-1
S,-1
S,1
I,-1
A,-1
G,-1
M,-2
G,1
F,-1
G,-2
U,1
T,1
R,1
M,1
M,-1
I,1
I,-1
M,1
R,-1
S,2
K,-1
G,1
R,1
K,1
R,-1
S,-2
J,-1
S,3
M,1
K,-2
G,1
M,-1
M,-1
G,-1
K,1
J,1
I,1
B,1
M,1
E,1
S,-1
S,1
G,1
K,1
S,-7
S,6
S,-3
K,-1
R,1
M,1
B,-1
E,-2
F,1
A,1
K,1
S,-3
E,1
S,1
A,-1
I,-1
S,3
I,1
S,-1
I,-1
K,-1
M,-2
I,1
B,1
M,1
M,-1
M,1
R,-1
K,1
S,-3
B,-1
F,-1
G,-2
G,1
R,1
M,1
G,-1
R,-1
B,1
S,1
B,-1
S,-1
B,1
K,-1
T,-1
U,-1
M,-2
M,1
S,1
M,1
M,-2
P,1
M,1
K,2
K,-1
B,-1
I,-1
K,-1
I,1
H,1
E,-1
G,1
K,1
K,-1
E,2
I,-1
K,1
M,1
G,1
E,1
E,-1
M,-1
S,5
S,-1
G,-1
S,1
S,-1
I,1
S,1
H,-1
G,1
E,-2
S,-1
S,-5
S,5
S,-3
S,-2
G,-3
K,1
D,3
S,1
D,-2
S,-1
M,1
D,3
S,1
G,1
G,1
C,-1
H,-1
F,1
A,4
A,-4
S,-1
H,-1
A,1
H,2
C,1
E,1
D,1
A,-1
G,1
B,1
A,1
S,5
S,-2
S,-3
S,6
B,-2
A,2
S,-4
E,-1
A,2
S,1
S,3
S,-4
S,-1
E,1
B,2
S,4
C,-2
A,-2
A,-3
C,2
A,6
B,-1
F,-1
E,1
A,-1
S,-4
G,-1
E,-2
A,1
J,-1
B,-1
A,-2
A,1
D,-1
O,-1
S,-1
A,1
D,1
O,1
O,-1
A,-1
O,1
J,1
E,2
D,-1
I,-2
S,1
A,1
G,1
A,-2
C,-1
S,1
X,-1
S,2
S,-1
D,1
S,2
C,-1
N,-1
H,-1
A,1
D,-1
C,1
D,1
H,-1
G,-1
N,1
H,1
S,1
C,-1
H,1
C,1
H,-1
H,-1
G,2
S,-1
E,1
N,-4
N,4
D,-1
N,-4
C,-1
N,2
A,-1
L,1
Q,-1
A,1
Q,1
E,1
C,1
J,-1
D,1
Q,-2
A,-1
N,-1
S,-1
O,-1
N,-1
Q,1
N,1
N,-1
R,-1
O,1
R,1
N,2
N,-1
C,-1
Q,1
S,1
N,-2
N,2
D,-1
Q,-2
Q,2
C,1
N,-1
L,-1
N,3
N,1
N,-5
J,1
N,5
F,1
A,-3
N,-3
N,2
A,1
D,1
A,1
S,-1
A,2
C,-1
N,-3
A,-3
C,1
A,-1
S,1
L,1
S,-1
N,2
C,-1
A,3
D,-1
L,-1
N,-1
S,2
N,2
F,-1
S,-1
S,-1
N,1
N,-3
J,-1
N,-2
N,2
N,-1
L,1
O,-1
N,1
Q,-2
N,-2
D,1
S,1
R,-1
S,1
O,1
O,1
S,-2
L,1
Q,1
J,1
N,1
N,-1
E,-2
D,-3
S,-2
S,1
S,1
D,2
X,1
S,-1
Q,-2
D,1
L,-1
Q,2
L,2
G,-1
E,-1
S,-1
I,2
J,-1
L,-1
L,1
E,-1
J,1
N,1
A,1
S,1
H,2
J,-1
A,-1
B,1
C,2
S,-1
J,1
C,-1
N,-1
A,1
F,1
S,1
H,-2
L,-1
E,1
S,-1
B,1
D,-1
B,-1
H,1
B,1
H,1
S,3
H,-1
F,-1
B,-1
H,-1
E,2
S,-1
S,2
H,2
E,-3
A,-1
C,-1
S,-4
L,-1
S,1
S,-1
B,-1
L,2
C,2
S,1
