car,move
M,2
S,-5
A,1
M,-2
E,1
T,-1
B,2
A,-1
T,1
R,1
M,1
A,-1
K,-1
A,1
M,-1
A,1
B,-2
I,-1
B,1
A,-1
M,2
R,-1
B,-1
S,-2
R,1
I,-1
S,3
S,-2
X,-1
S,2
S,-2
M,-1
S,2
S,-3
K,1
S,4
S,1
M,1
S,-5
G,-1
M,-2
N,-1
M,2
S,1
S,-1
G,1
S,2
M,-1
S,4
M,1
S,-3
M,-2
A,1
K,-1
R,-1
N,1
M,1
S,-2
T,-1
M,1
A,-1
U,-1
A,1
N,-1
N,1
S,2
A,-1
S,-1
S,-1
U,1
K,1
S,-1
G,-1
K,-1
U,-1
N,-1
P,1
H,1
G,1
M,-1
G,-1
H,-1
K,1
K,1
K,-2
K,2
G,1
M,-1
K,-2
N,1
M,1
K,2
S,6
S,-3
S,2
S,-5
S,1
N,-1
G,-1
N,1
S,-1
K,-1
X,1
G,1
I,2
P,-1
S,3
M,-1
K,-1
E,-1
P,1
A,1
B,1
M,2
B,-1
M,-1
H,1
M,-1
K,1
S,-2
S,3
H,-1
P,-1
E,1
A,-1
M,1
B,1
G,-1
I,-1
I,1
B,1
S,2
U,1
A,-1
F,-1
U,-1
G,1
F,1
S,-4
S,4
M,1
P,1
S,-6
G,-1
S,1
H,1
G,1
S,1
S,-2
S,6
A,1
A,-1
S,-1
S,-2
S,3
H,-1
A,2
K,-1
G,-1
B,-1
A,-1
I,-1
G,1
G,-1
K,1
S,-2
P,-1
I,1
S,1
P,1
G,1
G,-1
K,1
M,-1
S,1
G,1
S,-1
I,-1
A,1
A,-2
K,-1
F,-1
E,2
K,1
M,1
K,-1
S,-1
M,-2
K,1
M,2
I,1
M,-1
S,1
K,-1
S,1
S,-2
K,1
M,-1
K,-1
K,1
E,-3
S,-4
K,-2
G,-3
D,1
K,2
K,-2
D,-1
P,-1
P,1
G,3
K,2
S,1
M,2
S,1
S,1
S,-1
E,2
K,-2
H,1
S,1
I,-1
S,-3
S,3
K,1
H,-1
K,1
E,-1
M,-2
S,1
I,1
B,1
E,2
M,1
S,1
B,-1
M,1
I,-1
M,-1
M,1
K,-1
S,-1
E,-2
J,-1
S,-4
S,4
J,1
S,2
I,1
S,-6
S,2
S,1
S,3
K,1
G,-2
E,-1
G,-1
M,-1
K,-1
H,1
M,1
M,-1
M,1
D,1
H,-1
H,1
D,1
C,-2
H,-1
S,-1
M,-1
H,1
S,-1
H,-3
S,1
S,-1
M,-1
K,1
K,-1
M,1
H,2
M,1
K,1
S,1
C,2
S,-1
C,-1
D,3
D,-3
D,1
D,1
H,-1
H,1
G,2
E,2
H,-1
H,1
S,2
I,-1
H,-1
H,-1
S,-1
I,1
H,1
D,1
S,1
C,-1
D,-1
S,-1
G,1
E,1
H,-1
S,1
H,1
H,1
H,-2
B,1
H,2
H,-2
G,1
S,-1
C,1
E,-2
E,1
S,-2
C,-1
E,-1
S,2
D,-1
S,1
D,2
C,1
E,2
E,-1
G,-2
D,-1
B,-1
C,-1
G,2
S,-1
E,-2
G,-2
C,1
H,2
E,2
H,-1
